pair,date,ref_mode,leg_tag,side,size,entry,exit,reason,pips,weighted_pips,open_bar,close_bar
EURJPY,2015-05-14,midpoint,SELL1,SELL,130.0,135.24,134.206,TP,103.4,13442.0,88992,89119
EURJPY,2015-05-15,midpoint,BUY1,BUY,100.0,135.933,136.62099999999998,TP,68.8,6880.0,89016,89033
EURJPY,2015-05-15,midpoint,SELL1,SELL,130.0,135.933,135.217,TP,71.6,9308.0,89016,89119
EURJPY,2015-05-21,midpoint,BUY1,BUY,100.0,134.561,135.057,TP,49.6,4960.0,89160,89170
EURJPY,2015-05-21,midpoint,SELL1,SELL,130.0,134.561,133.915,TP,64.6,8398.0,89160,89197
EURJPY,2015-05-27,midpoint,BUY1,BUY,100.0,133.895,134.713,TP,81.8,8180.0,89304,89314
EURJPY,2015-05-27,midpoint,SELL1,SELL,130.0,133.895,137.513,SL,-361.8,-47034.0,89304,89458
EURJPY,2015-06-02,midpoint,BUY1,BUY,100.0,136.374,136.795,TP,42.1,4210.0,89448,89455
EURJPY,2015-06-02,midpoint,SELL1,SELL,130.0,136.374,139.595,SL,-322.1,-41873.0,89448,89485
EURJPY,2015-06-03,midpoint,BUY1,BUY,100.0,138.287,139.065,TP,77.8,7780.0,89472,89485
EURJPY,2015-06-03,midpoint,SELL1,SELL,130.0,138.287,139.212,TIME_EXIT,-92.5,-12025.0,89472,89903
EURJPY,2015-06-09,midpoint,BUY1,BUY,100.0,140.527,140.94199999999998,TP,41.5,4150.0,89616,89617
EURJPY,2015-06-09,midpoint,SELL1,SELL,130.0,140.527,139.035,TP,149.2,19396.0,89616,89644
EURJPY,2015-06-10,midpoint,BUY1,BUY,100.0,140.433,139.361,SL,-107.2,-10720.0,89640,89644
EURJPY,2015-06-10,midpoint,SELL1,SELL,130.0,140.433,139.361,TP,107.2,13936.0,89640,89644
EURJPY,2015-06-13,midpoint,BUY1,BUY,100.0,138.977,139.51899999999998,TP,54.2,5420.0,89712,89790
EURJPY,2015-06-13,midpoint,SELL1,SELL,130.0,138.977,137.981,TP,99.6,12948.0,89712,90009
EURJPY,2015-06-23,midpoint,BUY1,BUY,100.0,140.019,139.265,SL,-75.4,-7540.0,89952,89954
EURJPY,2015-06-23,midpoint,SELL1,SELL,130.0,140.019,139.265,TP,75.4,9802.0,89952,89954
EURJPY,2015-06-25,midpoint,BUY1,BUY,100.0,138.791,138.291,SL,-50.0,-5000.0,90000,90009
EURJPY,2015-06-25,midpoint,SELL1,SELL,130.0,138.791,138.291,TP,50.0,6500.0,90000,90009
