date,entry_px,sl_px,tp_px,exit_px,exit_reason,sl_dist_pips,tp_dist_pips,atr_pips,raw_pips,net_pips,hold_hours,pp,s1
2003-08-18,134.15367,133.45797,135.05808,133.45797,SL,69.57,90.44,99.39,-69.57,-70.57,13.0,134.15367,134.04133
2003-08-19,133.36,132.64499,134.28951,132.64499,SL,71.5,92.95,102.14,-71.5007,-72.5007,5.0,133.36,132.46
2003-08-20,132.21333,131.4784,133.16875,131.4784,SL,73.49,95.54,104.99,-73.4935,-74.4935,10.5,132.21333,131.41667
2003-08-21,131.43667,130.67723,132.42394,130.67723,SL,75.94,98.73,108.49,-75.944,-76.944,5.25,131.43667,130.55333
2003-08-22,129.4,128.53931,130.5189,128.53931,SL,86.07,111.89,122.96,-86.0694,-87.0694,6.25,129.4,127.54
2003-08-23,128.00533,127.12162,129.15416,127.12162,SL,88.37,114.88,126.25,-88.3716,-89.3716,70.0,128.00533,127.05867
2003-08-24,127.86,127.03651,128.93054,127.03651,SL,82.35,107.05,117.64,-82.3493,-83.3493,46.0,127.86,127.86
2003-08-25,127.65,126.85233,128.68697,126.85233,SL,79.77,103.7,113.95,-79.7672,-80.7672,23.0,127.65,127.27
2003-08-26,127.35,126.5288,128.41755,128.41755,TP,82.12,106.76,117.31,106.7555,105.7555,35.0,127.35,126.44
2003-08-27,127.48667,126.66213,128.55857,128.55857,TP,82.45,107.19,117.79,107.1901,106.1901,9.0,127.48667,126.95333
2003-08-28,127.83333,126.99619,128.92162,126.99619,SL,83.71,108.83,119.59,-83.7143,-84.7143,10.25,127.83333,126.94667
2003-08-29,127.57,126.72715,128.6657,126.72715,SL,84.28,109.57,120.41,-84.2847,-85.2847,110.25,127.57,126.97
2003-08-31,128.3,127.49133,129.35127,127.49133,SL,80.87,105.13,115.52,-80.8666,-81.8666,36.25,128.3,128.3
2003-09-01,128.19333,127.41843,129.20071,127.41843,SL,77.49,100.74,110.7,-77.4904,-78.4904,30.25,128.19333,127.94667
2003-09-02,127.93,127.15545,128.93692,127.15545,SL,77.46,100.69,110.65,-77.4554,-78.4554,6.5,127.93,127.27
2003-09-03,126.42,125.57827,127.51425,125.57827,SL,84.17,109.42,120.25,-84.1728,-85.1728,0.25,126.42,124.93
2003-09-04,125.52667,124.68506,126.62075,126.62075,TP,84.16,109.41,120.23,109.4087,108.4087,2.5,125.52667,124.87333
2003-09-07,129.59,128.69469,130.7539,130.7539,TP,89.53,116.39,127.9,116.3899,115.3899,64.75,129.59,129.59
2003-09-08,130.21,129.32314,131.36291,129.32314,SL,88.69,115.29,126.69,-88.6856,-89.6856,9.75,130.21,129.8
2003-09-09,129.51667,128.61116,130.69383,130.69383,TP,90.55,117.72,129.36,117.7162,116.7162,16.75,129.51667,128.47333
2003-09-10,130.45333,129.489,131.70696,131.70696,TP,96.43,125.36,137.76,125.3629,124.3629,18.25,130.45333,129.53667
2003-09-11,130.83333,129.87688,132.07672,132.07672,TP,95.64,124.34,136.64,124.3384,123.3384,7.0,130.83333,130.26667
2003-09-12,131.08667,130.10003,132.36929,132.36929,TP,98.66,128.26,140.95,128.2621,127.2621,13.75,131.08667,130.04333
2003-09-14,132.41,131.43969,133.6714,131.43969,SL,97.03,126.14,138.62,-97.0308,-98.0308,54.75,132.41,132.41
2003-09-15,132.21,131.2825,133.41575,131.2825,SL,92.75,120.57,132.5,-92.75,-93.75,31.5,132.21,131.97
2003-09-16,132.41667,131.51042,133.59479,131.51042,SL,90.62,117.81,129.46,-90.625,-91.625,6.75,132.41667,131.95333
2003-09-17,130.61,129.61098,131.90872,129.61098,SL,99.9,129.87,142.72,-99.9018,-100.9018,0.25,130.61,128.58
2003-09-18,130.55667,129.51551,131.91017,129.51551,SL,104.12,135.35,148.74,-104.1159,-105.1159,8.0,130.55667,129.64333
2003-09-19,130.01,128.95421,131.38253,128.95421,SL,105.58,137.25,150.83,-105.5791,-106.5791,14.0,130.01,128.95
2003-09-21,129.92,128.92696,131.21095,128.92696,SL,99.3,129.09,141.86,-99.3036,-100.3036,21.0,129.92,129.92
2003-09-22,128.76667,127.74556,130.0941,127.74556,SL,102.11,132.74,145.87,-102.1105,-103.1105,31.0,128.76667,127.61333
2003-09-23,128.51667,127.5275,129.80259,127.5275,SL,98.92,128.59,141.31,-98.9169,-99.9169,9.0,128.51667,128.09333
2003-09-24,128.22,127.23899,129.49532,127.23899,SL,98.1,127.53,140.14,-98.1014,-99.1014,121.25,128.22,127.71
2003-09-25,128.23,127.25306,129.50002,127.25306,SL,97.69,127.0,139.56,-97.6941,-98.6941,97.75,128.23,127.71
2003-09-26,128.54333,127.58067,129.79479,127.58067,SL,96.27,125.15,137.52,-96.266,-97.266,73.0,128.54333,127.99667
2003-09-27,128.28733,127.35078,129.50485,127.35078,SL,93.65,121.75,133.79,-93.6548,-94.6548,50.0,128.28733,127.71867
2003-09-28,128.08,127.2065,129.21555,127.2065,SL,87.35,113.56,124.79,-87.3502,-88.3502,26.75,128.08,128.08
2003-09-29,127.90667,127.07406,128.98906,127.07406,SL,83.26,108.24,118.94,-83.2609,-84.2609,7.25,127.90667,127.69333
2003-09-30,128.67,127.75136,129.86423,129.86423,TP,91.86,119.42,131.23,119.4228,118.4228,7.5,128.67,127.57
2003-10-01,129.50667,128.56065,130.73649,128.56065,SL,94.6,122.98,135.15,-94.602,-95.602,48.75,129.50667,128.78333
2003-10-02,129.89,128.94905,131.11323,128.94905,SL,94.09,122.32,134.42,-94.0947,-95.0947,36.0,129.89,129.35
2003-10-03,129.78667,128.84943,131.00507,128.84943,SL,93.72,121.84,133.89,-93.7237,-94.7237,12.5,129.78667,129.04333
2003-10-04,128.72633,127.77999,129.95658,129.95658,TP,94.63,123.02,135.19,123.0244,122.0244,64.5,128.72633,127.80367
2003-10-05,128.36,127.47915,129.5051,129.5051,TP,88.08,114.51,125.84,114.5099,113.5099,37.25,128.36,128.36
2003-10-06,128.56333,127.71941,129.66044,129.66044,TP,84.39,109.71,120.56,109.7106,108.7106,15.0,128.56333,128.37667
2003-10-07,129.46667,128.57652,130.62386,128.57652,SL,89.01,115.72,127.16,-89.0147,-90.0147,46.25,129.46667,128.74333
2003-10-08,129.39333,128.48827,130.56992,128.48827,SL,90.51,117.66,129.3,-90.5065,-91.5065,36.25,129.39333,128.41667
2003-10-09,129.41,128.52408,130.56169,128.52408,SL,88.59,115.17,126.56,-88.5918,-89.5918,12.25,129.41,129.01
2003-10-10,128.42,127.49336,129.62463,127.49336,SL,92.66,120.46,132.38,-92.6638,-93.6638,6.5,128.42,127.21
2003-10-12,128.26,127.3899,129.39112,127.3899,SL,87.01,113.11,124.3,-87.0096,-88.0096,30.75,128.26,128.26
2003-10-13,128.07667,127.24922,129.15235,127.24922,SL,82.74,107.57,118.21,-82.7446,-83.7446,7.25,128.07667,127.89333
2003-10-14,127.4,126.54616,128.51,128.51,TP,85.38,111.0,121.98,110.9996,109.9996,11.0,127.4,126.58
2003-10-15,127.61667,126.72831,128.77153,128.77153,TP,88.84,115.49,126.91,115.4861,114.4861,134.25,127.61667,126.66333
2003-10-16,127.49,126.6216,128.61892,128.61892,TP,86.84,112.89,124.06,112.892,111.892,110.0,127.49,126.98
2003-10-17,127.24333,126.38746,128.35597,128.35597,TP,85.59,111.26,122.27,111.2633,110.2633,83.75,127.24333,126.58667
2003-10-19,127.61,126.82425,128.63148,128.63148,TP,78.58,102.15,112.25,102.1479,101.1479,38.0,127.61,127.61
2003-10-20,127.49333,126.73771,128.47565,128.47565,TP,75.56,98.23,107.95,98.2316,97.2316,13.5,127.49333,127.21667
2003-10-21,128.11,127.33135,129.12225,129.12225,TP,77.87,101.23,111.24,101.2251,100.2251,53.0,128.11,127.42
2003-10-22,127.83667,127.07013,128.83316,128.83316,TP,76.65,99.65,109.51,99.6497,98.6497,23.75,127.83667,127.32333
2003-10-24,129.30667,128.51137,130.34056,128.51137,SL,79.53,103.39,113.61,-79.5299,-80.5299,63.25,129.30667,128.62333
2003-10-25,129.03167,128.23277,130.07023,128.23277,SL,79.89,103.86,114.13,-79.8892,-80.8892,47.0,129.03167,128.23533
2003-10-26,128.67,127.92702,129.63587,127.92702,SL,74.3,96.59,106.14,-74.2978,-75.2978,5.0,128.67,128.67
2003-10-27,128.415,127.69599,129.34971,127.69599,SL,71.9,93.47,102.72,-71.9009,-72.9009,3.25,128.415,128.068
2003-10-28,127.62333,126.89518,128.56993,126.89518,SL,72.82,94.66,104.02,-72.8151,-73.8151,0.75,127.62333,126.85667
2003-10-29,126.57333,125.82819,127.54202,127.54202,TP,74.51,96.87,106.45,96.8682,95.8682,63.0,126.57333,125.69667
2003-10-30,126.31,125.58858,127.24784,127.24784,TP,72.14,93.78,103.06,93.784,92.784,38.0,126.31,125.96
2003-10-31,126.45333,125.72545,127.39959,127.39959,TP,72.79,94.63,103.98,94.6252,93.6252,15.0,126.45333,125.78667
2003-11-03,127.173,126.49785,128.05069,128.05069,TP,67.51,87.77,96.45,87.769,86.769,10.75,127.173,126.956
2003-11-04,127.29333,126.60191,128.19218,126.60191,SL,69.14,89.88,98.77,-69.1421,-70.1421,0.25,127.29333,126.46667
2003-11-05,126.12333,125.4168,127.04183,125.4168,SL,70.65,91.85,100.93,-70.6534,-71.6534,14.25,126.12333,125.26667
2003-11-06,125.72333,125.01427,126.64512,125.01427,SL,70.91,92.18,101.3,-70.9067,-71.9067,106.0,125.72333,125.09667
2003-11-07,125.73,125.04208,126.6243,125.04208,SL,68.79,89.43,98.27,-68.792,-69.792,82.0,125.73,125.41
2003-11-10,125.95,125.34977,126.7303,125.34977,SL,60.02,78.03,85.75,-60.0228,-61.0228,9.25,125.95,125.81
2003-11-11,124.98333,124.31548,125.85154,125.85154,TP,66.79,86.82,95.41,86.8211,85.8211,27.0,124.98333,123.63667
2003-11-13,126.17333,125.46412,127.09531,127.09531,TP,70.92,92.2,101.32,92.1975,91.1975,26.0,126.17333,125.52667
2003-11-17,127.90133,127.26248,128.73185,128.73185,TP,63.89,83.05,91.27,83.0515,82.0515,21.75,127.90133,127.69267
2003-11-18,128.40667,127.73644,129.27796,129.27796,TP,67.02,87.13,95.75,87.1293,86.1293,18.25,128.40667,127.46333
2003-11-19,128.86333,128.16248,129.77444,129.77444,TP,70.09,91.11,100.12,91.1108,90.1108,1.75,128.86333,128.28667
2003-11-20,129.47667,128.73488,130.441,128.73488,SL,74.18,96.43,105.97,-74.1791,-75.1791,88.0,129.47667,128.71333
2003-11-21,129.80333,129.06853,130.75858,129.06853,SL,73.48,95.52,104.97,-73.4806,-74.4806,11.25,129.80333,129.33667
2003-11-23,129.55,128.8607,130.44609,128.8607,SL,68.93,89.61,98.47,-68.9297,-69.9297,11.75,129.55,129.55
2003-11-24,129.431,128.75154,130.3143,128.75154,SL,67.95,88.33,97.07,-67.9462,-68.9462,1.75,129.431,129.141
2003-11-25,129.03667,128.33374,129.95047,129.95047,TP,70.29,91.38,100.42,91.3807,90.3807,39.75,129.03667,128.22333
2003-11-26,129.11667,128.40695,130.0393,130.0393,TP,70.97,92.26,101.39,92.2635,91.2635,16.0,129.11667,128.42333
2003-11-27,129.73333,128.99331,130.69537,130.69537,TP,74.0,96.2,105.72,96.2033,95.2033,11.5,129.73333,129.10667
2003-11-30,131.47,130.78477,132.3608,130.78477,SL,68.52,89.08,97.89,-68.523,-69.523,7.75,131.47,131.47
2003-12-01,131.82967,131.14883,132.71475,131.14883,SL,68.08,88.51,97.26,-68.0835,-69.0835,4.75,131.82967,131.48433
2003-12-02,131.12,130.3963,132.06082,130.3963,SL,72.37,94.08,103.39,-72.3704,-73.3704,52.0,131.12,129.96
2003-12-03,131.29333,130.54882,132.2612,130.54882,SL,74.45,96.79,106.36,-74.4511,-75.4511,27.75,131.29333,130.63667
2003-12-04,131.12667,130.38784,132.08715,130.38784,SL,73.88,96.05,105.55,-73.8832,-74.8832,4.0,131.12667,130.69333
2003-12-05,130.82,130.07594,131.78728,131.78728,TP,74.41,96.73,106.29,96.7275,95.7275,127.5,130.82,130.2
2003-12-07,130.94,130.2664,131.81567,131.81567,TP,67.36,87.57,96.23,87.5675,86.5675,57.5,130.94,130.94
2003-12-08,130.941,130.29692,131.77831,131.77831,TP,64.41,83.73,92.01,83.7306,82.7306,55.5,130.941,130.707
2003-12-09,131.13667,130.50159,131.96227,131.96227,TP,63.51,82.56,90.73,82.5599,81.5599,31.5,131.13667,130.81333
2003-12-10,131.17,130.53029,132.00163,132.00163,TP,63.97,83.16,91.39,83.1627,82.1627,7.75,131.17,130.67
2003-12-11,131.86,131.16948,132.75768,131.16948,SL,69.05,89.77,98.65,-69.052,-70.052,18.0,131.86,131.02
2003-12-12,131.8,131.1058,132.70246,132.70246,TP,69.42,90.25,99.17,90.2456,89.2456,94.25,131.8,131.39
2003-12-15,131.77967,131.12723,132.62784,132.62784,TP,65.24,84.82,93.21,84.8171,83.8171,23.25,131.77967,131.17033
2003-12-16,132.31333,131.6455,133.18152,133.18152,TP,66.78,86.82,95.41,86.8187,85.8187,22.75,132.31333,131.85667
2003-12-17,132.60333,131.9407,133.46476,133.46476,TP,66.26,86.14,94.66,86.1424,85.1424,30.25,132.60333,132.09667
2003-12-19,133.5,132.82915,134.37211,134.37211,TP,67.09,87.21,95.84,87.2109,86.2109,282.25,133.5,133.2
2003-12-20,133.48,132.82307,134.33402,134.33402,TP,65.69,85.4,93.85,85.4015,84.4015,259.0,133.48,133.08
2003-12-21,133.36,132.74999,134.15301,134.15301,TP,61.0,79.3,87.14,79.3014,78.3014,211.5,133.36,133.36
2003-12-22,133.36567,132.77328,134.13577,134.13577,TP,59.24,77.01,84.63,77.0105,76.0105,209.5,133.36567,133.04733
2003-12-23,133.36667,132.78509,134.12271,134.12271,TP,58.16,75.6,83.08,75.6048,74.6048,185.5,133.36667,132.98333
2003-12-24,133.18,132.61647,133.91259,133.91259,TP,56.35,73.26,80.5,73.2594,72.2594,159.25,133.18,132.94
2003-12-25,133.47,132.90922,134.19902,134.19902,TP,56.08,72.9,80.11,72.9016,71.9016,136.75,133.47,133.15
2003-12-26,133.47,132.92677,134.17619,134.17619,TP,54.32,70.62,77.6,70.6193,69.6193,113.75,133.47,133.24
2003-12-28,133.53,133.02957,134.18056,134.18056,TP,50.04,65.06,71.49,65.0558,64.0558,44.0,133.53,133.53
2003-12-29,133.395,132.91112,134.02405,134.02405,TP,48.39,62.9,69.13,62.905,61.905,39.75,133.395,133.195
2003-12-30,133.49333,133.00651,134.1262,134.1262,TP,48.68,63.29,69.55,63.2868,62.2868,16.75,133.49333,133.20667
2004-01-01,134.76667,134.23591,135.45665,134.23591,SL,53.08,69.0,75.82,-53.0759,-54.0759,0.5,134.76667,134.24333
2004-01-02,134.77,134.20315,135.5069,134.20315,SL,56.68,73.69,80.98,-56.6848,-57.6848,3.5,134.77,134.16
2004-01-04,134.69,134.14924,135.39299,135.39299,TP,54.08,70.3,77.25,70.299,69.299,2.0,134.69,134.69
2004-01-05,134.98133,134.44765,135.67512,134.44765,SL,53.37,69.38,76.24,-53.3686,-54.3686,2.75,134.98133,134.72667
2004-01-06,134.94333,134.37327,135.68442,135.68442,TP,57.01,74.11,81.44,74.1085,73.1085,13.5,134.94333,134.12667
2004-01-07,135.18333,134.57499,135.97418,134.57499,SL,60.83,79.09,86.91,-60.8346,-61.8346,8.5,135.18333,134.35667
2004-01-08,134.51667,133.88427,135.33878,133.88427,SL,63.24,82.21,90.34,-63.2393,-64.2393,1.0,134.51667,133.68333
2004-01-12,136.975,136.28528,137.87163,136.28528,SL,68.97,89.66,98.53,-68.9718,-69.9718,14.5,136.975,136.805
2004-01-13,136.25333,135.53388,137.18862,135.53388,SL,71.95,93.53,102.78,-71.9452,-72.9452,0.5,136.25333,135.22667
2004-01-14,135.69,134.96544,136.63193,134.96544,SL,72.46,94.19,103.51,-72.4563,-73.4563,8.0,135.69,135.19
2004-01-15,134.75,133.98569,135.7436,133.98569,SL,76.43,99.36,109.19,-76.4308,-77.4308,8.75,134.75,133.64
2004-01-16,133.96667,133.19595,134.9686,133.19595,SL,77.07,100.19,110.1,-77.0715,-78.0715,7.0,133.96667,133.32333
2004-01-17,132.58667,131.753,133.67043,131.753,SL,83.37,108.38,119.09,-83.3664,-84.3664,46.0,132.58667,131.21333
2004-01-18,132.2,131.42588,133.20635,133.20635,TP,77.41,100.64,110.59,100.6351,99.6351,29.75,132.2,132.2
2004-01-19,132.03567,131.28829,133.00725,133.00725,TP,74.74,97.16,106.77,97.1584,96.1584,27.25,132.03567,131.78233
2004-01-22,135.02667,134.19839,136.10343,134.19839,SL,82.83,107.68,118.33,-82.8279,-83.8279,40.0,135.02667,134.66333
2004-01-23,135.02,134.19338,136.0946,134.19338,SL,82.66,107.46,118.09,-82.6616,-83.6616,16.0,135.02,134.45
2004-01-24,134.35667,133.48859,135.48516,133.48859,SL,86.81,112.85,124.01,-86.8072,-87.8072,51.5,134.35667,133.29333
2004-01-26,134.043,133.27061,135.04711,133.27061,SL,77.24,100.41,110.34,-77.239,-78.239,6.5,134.043,133.839
2004-01-27,133.14,132.33628,134.18484,132.33628,SL,80.37,104.48,114.82,-80.372,-81.372,1.0,133.14,132.11
2004-01-28,133.02,132.18469,134.1059,132.18469,SL,83.53,108.59,119.33,-83.5311,-84.5311,6.75,133.02,132.34
2004-01-29,132.64,131.74085,133.80889,131.74085,SL,89.91,116.89,128.45,-89.9146,-90.9146,13.5,132.64,131.09
2004-01-30,131.74667,130.82125,132.94971,130.82125,SL,92.54,120.3,132.2,-92.5421,-93.5421,9.25,131.74667,130.68333
2004-02-01,131.83,130.96706,132.95182,130.96706,SL,86.29,112.18,123.28,-86.294,-87.294,19.5,131.83,131.83
2004-02-02,131.75767,130.93727,132.82419,130.93727,SL,82.04,106.65,117.2,-82.0401,-83.0401,17.5,131.75767,131.55633
2004-02-03,131.32333,130.50103,132.39232,132.39232,TP,82.23,106.9,117.47,106.8992,105.8992,7.75,131.32333,130.63667
2004-02-04,132.11667,131.2491,133.2445,133.2445,TP,86.76,112.78,123.94,112.7835,111.7835,38.5,132.11667,131.16333
2004-02-05,132.16333,131.32174,133.25741,133.25741,TP,84.16,109.41,120.23,109.4075,108.4075,15.0,132.16333,131.83667
2004-02-06,132.68667,131.84418,133.78189,133.78189,TP,84.25,109.52,120.35,109.5227,108.5227,13.25,132.68667,132.09333
2004-02-09,133.60533,132.8076,134.64239,134.64239,TP,79.77,103.71,113.96,103.7056,102.7056,5.5,133.60533,133.15267
2004-02-10,134.24,133.42625,135.29788,135.29788,TP,81.38,105.79,116.25,105.788,104.788,45.5,134.24,133.54
2004-02-11,134.13,133.31987,135.18317,135.18317,TP,81.01,105.32,115.73,105.3167,104.3167,19.5,134.13,133.47
2004-02-13,135.01667,134.19849,136.08029,134.19849,SL,81.82,106.36,116.88,-81.8172,-82.8172,16.5,135.01667,134.67333
2004-02-14,134.75,133.90827,135.84425,135.84425,TP,84.17,109.43,120.25,109.4251,108.4251,83.25,134.75,133.67
2004-02-15,134.23,133.44839,135.24609,135.24609,TP,78.16,101.61,111.66,101.609,100.609,29.25,134.23,134.23
2004-02-16,134.27467,133.53624,135.23462,135.23462,TP,73.84,96.0,105.49,95.9957,94.9957,27.5,134.27467,134.13933
2004-02-18,135.44667,134.69728,136.42087,136.42087,TP,74.94,97.42,107.05,97.42,96.42,27.75,135.44667,134.85333
2004-02-19,135.66,134.89864,136.64976,136.64976,TP,76.14,98.98,108.77,98.9764,97.9764,25.25,135.66,134.82
2004-02-20,136.05667,135.28169,137.06413,137.06413,TP,77.5,100.75,110.71,100.7467,99.7467,6.75,136.05667,135.54333
2004-02-23,136.15533,135.44138,137.08347,137.08347,TP,71.4,92.81,101.99,92.814,91.814,40.0,136.15533,135.64667
2004-02-24,136.02333,135.30988,136.95083,136.95083,TP,71.35,92.75,101.92,92.7494,91.7494,15.0,136.02333,135.55667
2004-02-25,136.82333,136.08334,137.78533,136.08334,SL,74.0,96.2,105.71,-73.9996,-74.9996,1.0,136.82333,136.21667
2004-02-26,136.58,135.80836,137.58313,135.80836,SL,77.16,100.31,110.23,-77.1639,-78.1639,6.0,136.58,135.54
2004-02-27,136.24333,135.48281,137.23201,135.48281,SL,76.05,98.87,108.65,-76.0522,-77.0522,9.25,136.24333,135.82667
2004-02-29,136.31,135.57578,137.26449,135.57578,SL,73.42,95.45,104.89,-73.4221,-74.4221,15.75,136.31,136.31
2004-03-01,136.44067,135.72299,137.37365,135.72299,SL,71.77,93.3,102.53,-71.7676,-72.7676,6.5,136.44067,136.20033
2004-03-02,135.97667,135.22425,136.9548,135.22425,SL,75.24,97.81,107.49,-75.2414,-76.2414,16.0,135.97667,134.91333
2004-03-03,134.91333,134.12216,135.94185,134.12216,SL,79.12,102.85,113.02,-79.117,-80.117,0.25,134.91333,133.72667
2004-03-04,133.87,133.04684,134.9401,134.9401,TP,82.32,107.01,117.59,107.0105,106.0105,8.25,133.87,133.17
2004-03-08,138.632,137.75983,139.76582,137.75983,SL,87.22,113.38,124.6,-87.217,-88.217,18.5,138.632,138.423
2004-03-09,138.30333,137.42196,139.44912,137.42196,SL,88.14,114.58,125.91,-88.1372,-89.1372,17.75,138.30333,137.56667
2004-03-10,137.56,136.64558,138.74874,136.64558,SL,91.44,118.87,130.63,-91.4417,-92.4417,3.25,137.56,136.45
2004-03-11,136.08333,135.12873,137.32432,135.12873,SL,95.46,124.1,136.37,-95.4602,-96.4602,2.25,136.08333,134.81667
2004-03-12,136.21,135.18158,137.54694,135.18158,SL,102.84,133.69,146.92,-102.8416,-103.8416,12.0,136.21,135.11
2004-03-13,135.67333,134.61238,137.05258,134.61238,SL,106.1,137.92,151.57,-106.0958,-107.0958,46.0,135.67333,134.43667
2004-03-14,135.32,134.33483,136.60073,134.33483,SL,98.52,128.07,140.74,-98.5175,-99.5175,18.5,135.32,135.32
2004-03-15,135.101,134.14799,136.33991,134.14799,SL,95.3,123.89,136.14,-95.3005,-96.3005,0.75,135.101,134.834
2004-03-16,135.27,134.26857,136.57186,134.26857,SL,100.14,130.19,143.06,-100.1433,-101.1433,16.0,135.27,134.14
2004-03-17,133.91667,132.87276,135.27374,132.87276,SL,104.39,135.71,149.13,-104.3902,-105.3902,5.5,133.91667,132.42333
2004-03-18,132.54667,131.47883,133.93486,131.47883,SL,106.78,138.82,152.55,-106.7838,-107.7838,1.5,132.54667,131.47333
2004-03-19,131.9,130.80844,133.31903,130.80844,SL,109.16,141.9,155.94,-109.1564,-110.1564,118.5,131.9,131.06
2004-03-20,131.66667,130.53907,133.13254,130.53907,SL,112.76,146.59,161.08,-112.7595,-113.7595,104.5,131.66667,130.21333
2004-03-22,131.17233,130.19022,132.44908,132.44908,TP,98.21,127.67,140.3,127.6747,126.6747,12.25,131.17233,131.10767
2004-03-23,131.79333,130.80287,133.08093,130.80287,SL,99.05,128.76,141.49,-99.0462,-100.0462,32.5,131.79333,130.98667
2004-03-24,131.58,130.60679,132.84518,130.60679,SL,97.32,126.52,139.03,-97.3215,-98.3215,7.0,131.58,131.12
2004-03-25,129.96333,128.87963,131.37214,128.87963,SL,108.37,140.88,154.81,-108.3699,-109.3699,0.25,129.96333,127.76667
2004-03-26,128.76,127.69621,130.14293,127.69621,SL,106.38,138.29,151.97,-106.3792,-107.3792,7.75,128.76,128.19
2004-03-29,128.03633,127.06941,129.29333,129.29333,TP,96.69,125.7,138.13,125.6996,124.6996,33.5,128.03633,127.48867
2004-03-31,128.97333,127.98875,130.25329,127.98875,SL,98.46,128.0,140.65,-98.4579,-99.4579,1.75,128.97333,128.14667
2004-04-01,127.82,126.77875,129.17363,126.77875,SL,104.13,135.36,148.75,-104.1252,-105.1252,37.75,127.82,126.62
2004-04-02,128.10333,127.07846,129.43567,127.07846,SL,102.49,133.23,146.41,-102.4877,-103.4877,1.25,128.10333,127.57667
2004-04-03,127.29,126.20783,128.69682,126.20783,SL,108.22,140.68,154.6,-108.2171,-109.2171,46.5,127.29,125.72
2004-04-04,126.76,125.75513,128.06634,128.06634,TP,100.49,130.63,143.55,130.6335,129.6335,52.25,126.76,126.76
2004-04-05,126.36333,125.38974,127.62901,127.62901,TP,97.36,126.57,139.09,126.5676,125.5676,28.25,126.36333,125.90667
2004-04-06,126.40667,125.43561,127.66904,127.66904,TP,97.11,126.24,138.72,126.237,125.237,4.25,126.40667,125.68333
2004-04-07,127.76333,126.73114,129.10518,129.10518,TP,103.22,134.19,147.46,134.1851,133.1851,25.5,127.76333,126.75667
2004-04-08,127.94333,126.92137,129.27189,126.92137,SL,102.2,132.86,145.99,-102.1965,-103.1965,99.5,127.94333,127.44667
2004-04-09,128.65333,127.63187,129.98124,127.63187,SL,102.15,132.79,145.92,-102.1467,-103.1467,83.5,128.65333,128.01667
2004-04-11,128.52,127.58303,129.73806,127.58303,SL,93.7,121.81,133.85,-93.6969,-94.6969,39.0,128.52,128.52
2004-04-12,128.44667,127.54862,129.61412,127.54862,SL,89.8,116.75,128.29,-89.8043,-90.8043,15.5,128.44667,128.12333
2004-04-13,127.57333,126.64994,128.77375,126.64994,SL,92.34,120.04,131.91,-92.3397,-93.3397,6.0,127.57333,126.50667
2004-04-14,127.19,126.26306,128.39502,128.39502,TP,92.69,120.5,132.42,120.5022,119.5022,10.5,127.19,126.62
2004-04-16,129.71667,128.71127,131.02368,128.71127,SL,100.54,130.7,143.63,-100.5392,-101.5392,103.75,129.71667,129.14333
2004-04-17,129.49533,128.48865,130.80402,128.48865,SL,100.67,130.87,143.81,-100.6679,-101.6679,81.0,129.49533,128.61567
2004-04-18,129.36,128.41713,130.58573,130.58573,TP,94.29,122.57,134.7,122.5735,121.5735,38.75,129.36,129.36
2004-04-19,129.39,128.49198,130.55743,130.55743,TP,89.8,116.74,128.29,116.7432,115.7432,14.75,129.39,129.14
2004-04-20,130.10333,129.20095,131.27643,129.20095,SL,90.24,117.31,128.91,-90.238,-91.238,4.25,130.10333,129.52667
2004-04-21,129.31333,128.35941,130.55344,130.55344,TP,95.39,124.01,136.27,124.0102,123.0102,46.5,129.31333,128.02667
2004-04-22,129.19333,128.23105,130.44431,130.44431,TP,96.23,125.1,137.47,125.0973,124.0973,16.5,129.19333,128.34667
2004-04-23,130.21667,129.21961,131.51283,129.21961,SL,99.71,129.62,142.44,-99.7052,-100.7052,11.0,130.21667,129.41333
2004-04-24,129.52567,128.50063,130.85821,128.50063,SL,102.5,133.25,146.43,-102.5034,-103.5034,48.75,129.52567,128.25633
2004-04-25,129.04,128.08473,130.28185,130.28185,TP,95.53,124.18,136.47,124.1848,123.1848,59.5,129.04,129.04
2004-04-26,128.82,127.90897,130.00434,130.00434,TP,91.1,118.43,130.15,118.4344,117.4344,35.0,128.82,128.6
2004-04-27,128.76667,127.86821,129.93466,129.93466,TP,89.85,116.8,128.35,116.7998,115.7998,9.25,128.76667,128.29333
2004-04-28,129.97333,129.00955,131.22625,131.22625,TP,96.38,125.29,137.68,125.292,124.292,34.25,129.97333,129.01667
2004-04-29,130.16,129.20506,131.40143,131.40143,TP,95.49,124.14,136.42,124.1426,123.1426,12.5,130.16,129.6
2004-05-02,132.38,131.4938,133.53206,131.4938,SL,88.62,115.21,126.6,-88.62,-89.62,34.5,132.38,132.38
2004-05-03,132.31667,131.47627,133.40919,131.47627,SL,84.04,109.25,120.06,-84.04,-85.04,10.5,132.31667,132.10333
2004-05-04,131.77,130.93613,132.85403,132.85403,TP,83.39,108.4,119.12,108.4032,107.4032,10.0,131.77,131.17
2004-05-05,132.31,131.45919,133.41605,133.41605,TP,85.08,110.61,121.54,110.6051,109.6051,46.0,132.31,131.63
2004-05-06,132.18667,131.32513,133.30666,133.30666,TP,86.15,112.0,123.08,111.9998,110.9998,25.25,132.18667,131.47333
