combo,trades,win_rate,expectancy_pips,avg_r,rr_ratio,profit_factor
C4_rsi14_Q4_25_30_natr_Q5,15,0.8666666666666667,36.276777777777184,0.6771721525364783,0.8987687333799181,5.8419967669694675
C7_combo_union_strict,36,0.8611111111111112,25.057037037037034,0.41805727107455454,0.6088493022726561,3.774865674090468
C2_macdh_Q5_15_20_atr_Q5,21,0.8571428571428571,17.042936507936922,0.2329752128874661,0.44711210713139277,2.6826726427883565
C1_macdh_Q5_15_20,72,0.8472222222222222,9.442569444444455,0.21019363095895416,0.3814295223949503,2.1152000787356333
C6_combo_union_core,158,0.7278481012658228,8.918069620253016,0.2068568385161024,0.7050009469446363,1.8854676488054227
C3_rsi14_Q4_25_30,86,0.627906976744186,8.47895348837181,0.20406324484301713,1.0327707156601782,1.7428005826765507
C5_parkvol_Q5_25_30,80,0.6125,6.946395833333355,0.20300115534639115,0.8253003796925239,1.3045070517720538
