date,side,trigger_idx,best_toward_pivot_coord,before_max_away_from_pivot,after_max_away_from_pivot,full_day_max_away_from_pivot
2011-09-27,SELL,9,-0.04480998298354732,0.2620533182075958,1.1520136131593885,1.1520136131593885
2011-09-28,SELL,41,0.24471775465151885,0.24203721223589567,0.24203721223589567,0.24203721223589567
2011-09-29,BUY,3,1.0634920634920724,0.5089083252348477,0.421444768383546,0.5089083252348477
2011-09-30,BUY,9,-0.04346930366708145,0.2684384013185063,0.7128141738772185,0.7128141738772185
2011-10-03,SELL,0,5.398584905660297,0.3726415094339259,0.3726415094339259,0.3726415094339259
2011-10-04,BUY,0,0.4529355673613974,0.251191935703583,0.35213186214412284,0.35213186214412284
2011-10-05,SELL,42,-0.08883248730965049,0.2791878172588892,0.38680203045685324,0.38680203045685324
2011-10-06,SELL,0,0.5397252090800359,0.22640382317803245,0.7317801672640478,0.7317801672640478
2011-10-07,SELL,0,0.011040638947611684,0.26450552031948216,0.9058022081277969,0.9058022081277969
2011-10-10,SELL,0,-0.025730994152002463,0.7590643274853192,7.604678362572756,7.604678362572756
2011-10-11,SELL,2,0.03395061728395269,0.2757716049382752,0.3725308641975295,0.3725308641975295
2011-10-12,BUY,4,2.9069855732725767,0.30599848139712443,0.33561123766135703,0.33561123766135703
2011-10-13,SELL,3,0.24540451937711805,0.23545252312376097,0.2610935487647893,0.2610935487647893
2011-10-14,SELL,24,0.05779010633379208,0.3076745261211305,1.1287563569116932,1.1287563569116932
2011-10-17,BUY,0,1.452208835341372,0.26827309236947644,4.130923694779043,4.130923694779043
2011-10-18,BUY,0,-0.0054668393037009076,0.26140123723205727,0.6226442238526877,0.6226442238526877
2011-10-19,SELL,13,0.07715617715617419,0.24172494172494532,0.7452214452214456,0.7452214452214456
2011-10-20,BUY,4,0.35310269082920354,0.32894014277869943,0.8198791872597516,0.8198791872597516
2011-10-21,SELL,0,0.5543071161048652,0.25117041198502266,0.25117041198502266,0.25117041198502266
2011-10-24,SELL,0,1.1258106355382613,0.2594033722438194,1.4364461738002245,1.4364461738002245
2011-10-25,SELL,36,0.4712730954188666,0.23335864338143117,0.32523411794482865,0.32523411794482865
2011-10-26,BUY,44,0.3543056879567897,0.27391166190022725,1.0022243406418874,1.0022243406418874
2011-10-27,SELL,0,-0.14171937221831885,0.3167018037011081,1.8065120637151542,1.8065120637151542
2011-10-28,SELL,0,0.0692275221612441,0.26086956521740123,0.26086956521740123,0.26086956521740123
2011-10-31,BUY,1,12.305936073059074,0.2639269406392642,0.27214611872145605,0.27214611872145605
2011-11-01,BUY,19,-0.20264285195672427,0.23858273433529234,0.5550715167356378,0.5550715167356378
2011-11-02,BUY,0,0.1248330297510654,0.23837279902853512,0.23837279902853512,0.23837279902853512
2011-11-03,BUY,0,0.8124373119357955,0.3460381143430422,0.6790371113340088,0.6790371113340088
2011-11-04,SELL,0,0.19704102219232897,0.2905178211163441,0.49764626765300046,0.49764626765300046
2011-11-07,BUY,2,-0.10917030567685007,0.2794759825327523,2.1921397379912846,2.1921397379912846
2011-11-08,BUY,32,0.26861167002011666,0.2645875251509108,0.2645875251509108,0.2645875251509108
2011-11-09,SELL,4,4.326415094339626,0.27924528301886004,0.3339622641509285,0.3339622641509285
2011-11-10,BUY,35,0.009311740890686699,0.4955465587044552,0.3473684210526334,0.4955465587044552
2011-11-11,SELL,33,0.06522320235231216,0.2619620422346977,0.7238706228281281,0.7238706228281281
2011-11-14,BUY,0,-0.0086206896551891,0.31206896551726226,2.8344827586207075,2.8344827586207075
2011-11-15,BUY,5,0.10168802115111156,0.27476103315029543,0.8647549318690271,0.8647549318690271
2011-11-16,BUY,35,-0.10395622895622571,0.7207491582491562,0.6847643097643065,0.7207491582491562
2011-11-17,BUY,1,0.3831456840668763,0.23200272944386752,0.3937222790856287,0.3937222790856287
2011-11-18,BUY,0,0.7659200702678959,0.2577953447518678,0.2577953447518678,0.2577953447518678
2011-11-21,BUY,1,1.0870206489674799,0.3731563421828691,3.29351032448363,3.29351032448363
2011-11-22,SELL,5,-0.04444444444445529,0.4151515151515271,0.6323232323232313,0.6323232323232313
