pair,buy_tp_above_yh_pips,sell_tp_after_buytp_below_yh_pips,sell_sl_above_yh_pips,shared_selltp_buysl_offset_from_yl_pips,traded_days,total_pips,raw_pips_per_day,total_weighted_pips,weighted_pips_per_day_per_100_units
EURJPY,30,20,250,10,55,-694.9,-0.9519,-92839.0,-1.2718
EURJPY,30,20,250,20,55,-721.1,-0.9878,-91934.0,-1.2594
EURJPY,30,20,300,-20,55,-1133.7,-1.553,-165870.0,-2.2722
EURJPY,30,20,300,-10,55,-833.9,-1.1423,-117704.0,-1.6124
EURJPY,30,20,300,0,55,-637.7,-0.8736,-85190.0,-1.167
EURJPY,30,20,300,10,55,-716.2,-0.9811,-95608.0,-1.3097
EURJPY,30,20,300,20,55,-742.4,-1.017,-94703.0,-1.2973
EURJPY,30,20,350,-20,55,-1174.9,-1.6095,-171226.0,-2.3456
EURJPY,30,20,350,-10,55,-825.1,-1.1303,-116560.0,-1.5967
EURJPY,30,20,350,0,55,-628.9,-0.8615,-84046.0,-1.1513
EURJPY,30,20,350,10,55,-707.4,-0.969,-94464.0,-1.294
EURJPY,30,20,350,20,55,-733.6,-1.0049,-93559.0,-1.2816
EURJPY,30,20,400,-20,55,-1224.9,-1.6779,-177726.0,-2.4346
EURJPY,30,20,400,-10,55,-825.1,-1.1303,-116560.0,-1.5967
EURJPY,30,20,400,0,55,-628.9,-0.8615,-84046.0,-1.1513
EURJPY,30,20,400,10,55,-707.4,-0.969,-94464.0,-1.294
EURJPY,30,20,400,20,55,-733.6,-1.0049,-93559.0,-1.2816
EURJPY,30,25,150,-20,55,-719.2,-0.9852,-111985.0,-1.534
EURJPY,30,25,150,-10,55,-589.2,-0.8071,-85893.0,-1.1766
EURJPY,30,25,150,0,55,-339.2,-0.4647,-46385.0,-0.6354
EURJPY,30,25,150,10,55,-427.7,-0.5859,-58103.0,-0.7959
EURJPY,30,25,150,20,55,-527.7,-0.7229,-66792.0,-0.915
EURJPY,30,25,200,-20,55,-926.3,-1.2689,-138908.0,-1.9028
EURJPY,30,25,200,-10,55,-696.3,-0.9538,-99816.0,-1.3673
EURJPY,30,25,200,0,55,-521.3,-0.7141,-70058.0,-0.9597
EURJPY,30,25,200,10,55,-609.8,-0.8353,-81776.0,-1.1202
EURJPY,30,25,200,20,55,-659.8,-0.9038,-83965.0,-1.1502
EURJPY,30,25,250,-20,55,-1030.8,-1.4121,-152493.0,-2.0889
EURJPY,30,25,250,-10,55,-791.0,-1.0836,-112127.0,-1.536
EURJPY,30,25,250,0,55,-609.1,-0.8344,-81472.0,-1.1161
EURJPY,30,25,250,10,55,-697.6,-0.9556,-93190.0,-1.2766
EURJPY,30,25,250,20,55,-743.8,-1.0189,-94885.0,-1.2998
EURJPY,30,25,300,-20,55,-1101.4,-1.5088,-161671.0,-2.2147
EURJPY,30,25,300,-10,55,-811.6,-1.1118,-114805.0,-1.5727
EURJPY,30,25,300,0,55,-630.4,-0.8636,-84241.0,-1.154
EURJPY,30,25,300,10,55,-718.9,-0.9848,-95959.0,-1.3145
EURJPY,30,25,300,20,55,-765.1,-1.0481,-97654.0,-1.3377
EURJPY,30,25,350,-20,55,-1142.6,-1.5652,-167027.0,-2.288
EURJPY,30,25,350,-10,55,-802.8,-1.0997,-113661.0,-1.557
EURJPY,30,25,350,0,55,-621.6,-0.8515,-83097.0,-1.1383
EURJPY,30,25,350,10,55,-710.1,-0.9727,-94815.0,-1.2988
EURJPY,30,25,350,20,55,-756.3,-1.036,-96510.0,-1.3221
EURJPY,30,25,400,-20,55,-1192.6,-1.6337,-173527.0,-2.3771
EURJPY,30,25,400,-10,55,-802.8,-1.0997,-113661.0,-1.557
EURJPY,30,25,400,0,55,-621.6,-0.8515,-83097.0,-1.1383
EURJPY,30,25,400,10,55,-710.1,-0.9727,-94815.0,-1.2988
EURJPY,30,25,400,20,55,-756.3,-1.036,-96510.0,-1.3221
EURJPY,30,30,150,-20,55,-604.2,-0.8277,-97035.0,-1.3292
EURJPY,30,30,150,-10,55,-484.2,-0.6633,-72243.0,-0.9896
EURJPY,30,30,150,0,55,-244.2,-0.3345,-34035.0,-0.4662
EURJPY,30,30,150,10,55,-342.7,-0.4695,-47053.0,-0.6446
EURJPY,30,30,150,20,55,-462.7,-0.6338,-58342.0,-0.7992
EURJPY,30,30,200,-20,55,-801.3,-1.0977,-122658.0,-1.6802
EURJPY,30,30,200,-10,55,-581.3,-0.7963,-84866.0,-1.1625
EURJPY,30,30,200,0,55,-421.3,-0.5771,-57058.0,-0.7816
EURJPY,30,30,200,10,55,-519.8,-0.7121,-70076.0,-0.9599
EURJPY,30,30,200,20,55,-589.8,-0.8079,-74865.0,-1.0255
EURJPY,30,30,250,-20,55,-905.8,-1.2408,-136243.0,-1.8663
EURJPY,30,30,250,-10,55,-676.0,-0.926,-97177.0,-1.3312
EURJPY,30,30,250,0,55,-509.1,-0.6974,-68472.0,-0.938
EURJPY,30,30,250,10,55,-607.6,-0.8323,-81490.0,-1.1163
EURJPY,30,30,250,20,55,-673.8,-0.923,-85785.0,-1.1751
EURJPY,30,30,300,-20,55,-976.4,-1.3375,-145421.0,-1.9921
EURJPY,30,30,300,-10,55,-696.6,-0.9542,-99855.0,-1.3679
EURJPY,30,30,300,0,55,-530.4,-0.7266,-71241.0,-0.9759
EURJPY,30,30,300,10,55,-628.9,-0.8615,-84259.0,-1.1542
EURJPY,30,30,300,20,55,-695.1,-0.9522,-88554.0,-1.2131
EURJPY,30,30,350,-20,55,-1017.6,-1.394,-150777.0,-2.0654
EURJPY,30,30,350,-10,55,-687.8,-0.9422,-98711.0,-1.3522
EURJPY,30,30,350,0,55,-521.6,-0.7145,-70097.0,-0.9602
EURJPY,30,30,350,10,55,-620.1,-0.8495,-83115.0,-1.1386
EURJPY,30,30,350,20,55,-686.3,-0.9401,-87410.0,-1.1974
EURJPY,30,30,400,-20,55,-1067.6,-1.4625,-157277.0,-2.1545
EURJPY,30,30,400,-10,55,-687.8,-0.9422,-98711.0,-1.3522
EURJPY,30,30,400,0,55,-521.6,-0.7145,-70097.0,-0.9602
EURJPY,30,30,400,10,55,-620.1,-0.8495,-83115.0,-1.1386
EURJPY,30,30,400,20,55,-686.3,-0.9401,-87410.0,-1.1974
EURJPY,40,5,150,-20,55,-7.7,-0.0105,-14240.0,-0.1951
EURJPY,40,5,150,-10,55,167.3,0.2292,13763.0,0.1885
EURJPY,40,5,150,0,55,52.3,0.0716,8842.0,0.1211
EURJPY,40,5,150,10,55,-37.7,-0.0516,-5105.0,-0.0699
EURJPY,40,5,150,20,55,-217.7,-0.2982,-25856.0,-0.3542
EURJPY,40,5,200,-20,55,-364.8,-0.4997,-60663.0,-0.831
EURJPY,40,5,200,-10,55,-89.8,-0.123,-19660.0,-0.2693
EURJPY,40,5,200,0,55,-154.8,-0.2121,-18081.0,-0.2477
EURJPY,40,5,200,10,55,-244.8,-0.3353,-32028.0,-0.4387
EURJPY,40,5,200,20,55,-424.8,-0.5819,-52779.0,-0.723
EURJPY,40,5,250,-20,55,-455.0,-0.6233,-72389.0,-0.9916
EURJPY,40,5,250,-10,55,-170.2,-0.2332,-30112.0,-0.4125
EURJPY,40,5,250,0,55,-234.6,-0.3214,-28455.0,-0.3898
EURJPY,40,5,250,10,55,-324.6,-0.4447,-42402.0,-0.5808
EURJPY,40,5,250,20,55,-504.6,-0.6912,-63153.0,-0.8651
EURJPY,40,5,300,-20,55,-476.3,-0.6525,-75158.0,-1.0296
EURJPY,40,5,300,-10,55,-141.5,-0.1938,-26381.0,-0.3614
EURJPY,40,5,300,0,55,-205.9,-0.2821,-24724.0,-0.3387
EURJPY,40,5,300,10,55,-295.9,-0.4053,-38671.0,-0.5297
EURJPY,40,5,300,20,55,-475.9,-0.6519,-59422.0,-0.814
EURJPY,40,5,350,-20,55,-526.3,-0.721,-81658.0,-1.1186
EURJPY,40,5,350,-10,55,-141.5,-0.1938,-26381.0,-0.3614
EURJPY,40,5,350,0,55,-205.9,-0.2821,-24724.0,-0.3387
EURJPY,40,5,350,10,55,-295.9,-0.4053,-38671.0,-0.5297
EURJPY,40,5,350,20,55,-475.9,-0.6519,-59422.0,-0.814
EURJPY,40,5,400,-20,55,-576.3,-0.7895,-88158.0,-1.2076
EURJPY,40,5,400,-10,55,-141.5,-0.1938,-26381.0,-0.3614
EURJPY,40,5,400,0,55,-205.9,-0.2821,-24724.0,-0.3387
EURJPY,40,5,400,10,55,-295.9,-0.4053,-38671.0,-0.5297
EURJPY,40,5,400,20,55,-475.9,-0.6519,-59422.0,-0.814
EURJPY,40,10,150,-20,55,-522.7,-0.716,-81190.0,-1.1122
EURJPY,40,10,150,-10,55,-352.7,-0.4832,-53837.0,-0.7375
EURJPY,40,10,150,0,55,-172.7,-0.2366,-20408.0,-0.2796
EURJPY,40,10,150,10,55,-272.7,-0.3736,-35655.0,-0.4884
EURJPY,40,10,150,20,55,-472.7,-0.6475,-59006.0,-0.8083
EURJPY,40,10,200,-20,55,-1079.8,-1.4792,-153613.0,-2.1043
EURJPY,40,10,200,-10,55,-809.8,-1.1093,-113260.0,-1.5515
EURJPY,40,10,200,0,55,-479.8,-0.6573,-60331.0,-0.8265
EURJPY,40,10,200,10,55,-579.8,-0.7942,-75578.0,-1.0353
EURJPY,40,10,200,20,55,-779.8,-1.0682,-98929.0,-1.3552
EURJPY,40,10,250,-20,55,-1181.1,-1.6179,-166782.0,-2.2847
EURJPY,40,10,250,-10,55,-901.3,-1.2347,-125155.0,-1.7145
EURJPY,40,10,250,0,55,-563.8,-0.7723,-71251.0,-0.976
EURJPY,40,10,250,10,55,-663.8,-0.9093,-86498.0,-1.1849
EURJPY,40,10,250,20,55,-863.8,-1.1833,-109849.0,-1.5048
EURJPY,40,10,300,-20,55,-1251.7,-1.7147,-175960.0,-2.4104
EURJPY,40,10,300,-10,55,-921.9,-1.2629,-127833.0,-1.7511
EURJPY,40,10,300,0,55,-585.1,-0.8015,-74020.0,-1.014
EURJPY,40,10,300,10,55,-685.1,-0.9385,-89267.0,-1.2228
EURJPY,40,10,300,20,55,-885.1,-1.2125,-112618.0,-1.5427
EURJPY,40,10,350,-20,55,-1292.9,-1.7711,-181316.0,-2.4838
EURJPY,40,10,350,-10,55,-913.1,-1.2508,-126689.0,-1.7355
EURJPY,40,10,350,0,55,-576.3,-0.7895,-72876.0,-0.9983
EURJPY,40,10,350,10,55,-676.3,-0.9264,-88123.0,-1.2072
EURJPY,40,10,350,20,55,-876.3,-1.2004,-111474.0,-1.527
EURJPY,40,10,400,-20,55,-1342.9,-1.8396,-187816.0,-2.5728
EURJPY,40,10,400,-10,55,-913.1,-1.2508,-126689.0,-1.7355
EURJPY,40,10,400,0,55,-576.3,-0.7895,-72876.0,-0.9983
EURJPY,40,10,400,10,55,-676.3,-0.9264,-88123.0,-1.2072
EURJPY,40,10,400,20,55,-876.3,-1.2004,-111474.0,-1.527
EURJPY,40,15,150,-20,55,-484.2,-0.6633,-76185.0,-1.0436
EURJPY,40,15,150,-10,55,-319.2,-0.4373,-49482.0,-0.6778
EURJPY,40,15,150,0,55,-154.2,-0.2112,-18003.0,-0.2466
EURJPY,40,15,150,10,55,-197.7,-0.2708,-25905.0,-0.3549
EURJPY,40,15,150,20,55,-417.7,-0.5722,-51856.0,-0.7104
EURJPY,40,15,200,-20,55,-1041.3,-1.4264,-148608.0,-2.0357
EURJPY,40,15,200,-10,55,-776.3,-1.0634,-108905.0,-1.4918
EURJPY,40,15,200,0,55,-461.3,-0.6319,-57926.0,-0.7935
EURJPY,40,15,200,10,55,-504.8,-0.6915,-65828.0,-0.9018
EURJPY,40,15,200,20,55,-724.8,-0.9929,-91779.0,-1.2572
EURJPY,40,15,250,-20,55,-1142.6,-1.5652,-161777.0,-2.2161
EURJPY,40,15,250,-10,55,-867.8,-1.1888,-120800.0,-1.6548
EURJPY,40,15,250,0,55,-545.3,-0.747,-68846.0,-0.9431
EURJPY,40,15,250,10,55,-588.8,-0.8066,-76748.0,-1.0513
EURJPY,40,15,250,20,55,-808.8,-1.1079,-102699.0,-1.4068
EURJPY,40,15,300,-20,55,-1213.2,-1.6619,-170955.0,-2.3418
EURJPY,40,15,300,-10,55,-888.4,-1.217,-123478.0,-1.6915
EURJPY,40,15,300,0,55,-566.6,-0.7762,-71615.0,-0.981
EURJPY,40,15,300,10,55,-610.1,-0.8358,-79517.0,-1.0893
EURJPY,40,15,300,20,55,-830.1,-1.1371,-105468.0,-1.4448
EURJPY,40,15,350,-20,55,-1254.4,-1.7184,-176311.0,-2.4152
EURJPY,40,15,350,-10,55,-879.6,-1.2049,-122334.0,-1.6758
EURJPY,40,15,350,0,55,-557.8,-0.7641,-70471.0,-0.9654
EURJPY,40,15,350,10,55,-601.3,-0.8237,-78373.0,-1.0736
EURJPY,40,15,350,20,55,-821.3,-1.1251,-104324.0,-1.4291
EURJPY,40,15,400,-20,55,-1304.4,-1.7868,-182811.0,-2.5043
EURJPY,40,15,400,-10,55,-879.6,-1.2049,-122334.0,-1.6758
EURJPY,40,15,400,0,55,-557.8,-0.7641,-70471.0,-0.9654
EURJPY,40,15,400,10,55,-601.3,-0.8237,-78373.0,-1.0736
EURJPY,40,15,400,20,55,-821.3,-1.1251,-104324.0,-1.4291
EURJPY,40,20,150,-20,55,-724.2,-0.9921,-107385.0,-1.471
EURJPY,40,20,150,-10,55,-564.2,-0.7729,-81332.0,-1.1141
EURJPY,40,20,150,0,55,-414.2,-0.5674,-51803.0,-0.7096
EURJPY,40,20,150,10,55,-462.7,-0.6338,-60355.0,-0.8268
EURJPY,40,20,150,20,55,-532.7,-0.7297,-66806.0,-0.9152
EURJPY,40,20,200,-20,55,-1161.3,-1.5908,-164208.0,-2.2494
EURJPY,40,20,200,-10,55,-901.3,-1.2347,-125155.0,-1.7145
EURJPY,40,20,200,0,55,-601.3,-0.8237,-76126.0,-1.0428
EURJPY,40,20,200,10,55,-649.8,-0.8901,-84678.0,-1.16
EURJPY,40,20,200,20,55,-669.8,-0.9175,-84629.0,-1.1593
EURJPY,40,20,250,-20,55,-1266.4,-1.7348,-177871.0,-2.4366
EURJPY,40,20,250,-10,55,-996.6,-1.3652,-137544.0,-1.8842
EURJPY,40,20,250,0,55,-689.1,-0.944,-87540.0,-1.1992
EURJPY,40,20,250,10,55,-737.6,-1.0104,-96092.0,-1.3163
EURJPY,40,20,250,20,55,-753.8,-1.0326,-95549.0,-1.3089
EURJPY,40,20,300,-20,55,-1337.0,-1.8315,-187049.0,-2.5623
EURJPY,40,20,300,-10,55,-1017.2,-1.3934,-140222.0,-1.9208
EURJPY,40,20,300,0,55,-710.4,-0.9732,-90309.0,-1.2371
EURJPY,40,20,300,10,55,-758.9,-1.0396,-98861.0,-1.3543
EURJPY,40,20,300,20,55,-775.1,-1.0618,-98318.0,-1.3468
EURJPY,40,20,350,-20,55,-1378.2,-1.8879,-192405.0,-2.6357
EURJPY,40,20,350,-10,55,-1008.4,-1.3814,-139078.0,-1.9052
EURJPY,40,20,350,0,55,-701.6,-0.9611,-89165.0,-1.2214
EURJPY,40,20,350,10,55,-750.1,-1.0275,-97717.0,-1.3386
EURJPY,40,20,350,20,55,-766.3,-1.0497,-97174.0,-1.3312
EURJPY,40,20,400,-20,55,-1428.2,-1.9564,-198905.0,-2.7247
EURJPY,40,20,400,-10,55,-1008.4,-1.3814,-139078.0,-1.9052
EURJPY,40,20,400,0,55,-701.6,-0.9611,-89165.0,-1.2214
EURJPY,40,20,400,10,55,-750.1,-1.0275,-97717.0,-1.3386
EURJPY,40,20,400,20,55,-766.3,-1.0497,-97174.0,-1.3312
EURJPY,40,25,150,-20,55,-809.2,-1.1085,-118435.0,-1.6224
EURJPY,40,25,150,-10,55,-654.2,-0.8962,-93032.0,-1.2744
EURJPY,40,25,150,0,55,-344.2,-0.4715,-42703.0,-0.585
EURJPY,40,25,150,10,55,-397.7,-0.5448,-51905.0,-0.711
EURJPY,40,25,150,20,55,-482.7,-0.6612,-60306.0,-0.8261
EURJPY,40,25,200,-20,55,-1066.3,-1.4607,-151858.0,-2.0802
EURJPY,40,25,200,-10,55,-811.3,-1.1114,-113455.0,-1.5542
EURJPY,40,25,200,0,55,-526.3,-0.721,-66376.0,-0.9093
EURJPY,40,25,200,10,55,-579.8,-0.7942,-75578.0,-1.0353
EURJPY,40,25,200,20,55,-614.8,-0.8422,-77479.0,-1.0614
EURJPY,40,25,250,-20,55,-1171.4,-1.6047,-165521.0,-2.2674
EURJPY,40,25,250,-10,55,-906.6,-1.2419,-125844.0,-1.7239
EURJPY,40,25,250,0,55,-614.1,-0.8412,-77790.0,-1.0656
EURJPY,40,25,250,10,55,-667.6,-0.9145,-86992.0,-1.1917
EURJPY,40,25,250,20,55,-698.8,-0.9573,-88399.0,-1.2109
EURJPY,40,25,300,-20,55,-1242.0,-1.7014,-174699.0,-2.3931
EURJPY,40,25,300,-10,55,-927.2,-1.2701,-128522.0,-1.7606
EURJPY,40,25,300,0,55,-635.4,-0.8704,-80559.0,-1.1035
EURJPY,40,25,300,10,55,-688.9,-0.9437,-89761.0,-1.2296
EURJPY,40,25,300,20,55,-720.1,-0.9864,-91168.0,-1.2489
EURJPY,40,25,350,-20,55,-1283.2,-1.7578,-180055.0,-2.4665
EURJPY,40,25,350,-10,55,-918.4,-1.2581,-127378.0,-1.7449
EURJPY,40,25,350,0,55,-626.6,-0.8584,-79415.0,-1.0879
EURJPY,40,25,350,10,55,-680.1,-0.9316,-88617.0,-1.2139
EURJPY,40,25,350,20,55,-711.3,-0.9744,-90024.0,-1.2332
EURJPY,40,25,400,-20,55,-1333.2,-1.8263,-186555.0,-2.5555
EURJPY,40,25,400,-10,55,-918.4,-1.2581,-127378.0,-1.7449
EURJPY,40,25,400,0,55,-626.6,-0.8584,-79415.0,-1.0879
EURJPY,40,25,400,10,55,-680.1,-0.9316,-88617.0,-1.2139
EURJPY,40,25,400,20,55,-711.3,-0.9744,-90024.0,-1.2332
EURJPY,40,30,150,-20,55,-724.2,-0.9921,-107385.0,-1.471
EURJPY,40,30,150,-10,55,-574.2,-0.7866,-82632.0,-1.1319
EURJPY,40,30,150,0,55,-274.2,-0.3756,-33603.0,-0.4603
EURJPY,40,30,150,10,55,-332.7,-0.4558,-43455.0,-0.5953
EURJPY,40,30,150,20,55,-432.7,-0.5927,-53806.0,-0.7371
EURJPY,40,30,200,-20,55,-971.3,-1.3305,-139508.0,-1.9111
EURJPY,40,30,200,-10,55,-721.3,-0.9881,-101755.0,-1.3939
EURJPY,40,30,200,0,55,-451.3,-0.6182,-56626.0,-0.7757
EURJPY,40,30,200,10,55,-509.8,-0.6984,-66478.0,-0.9107
EURJPY,40,30,200,20,55,-559.8,-0.7668,-70329.0,-0.9634
EURJPY,40,30,250,-20,55,-1076.4,-1.4745,-153171.0,-2.0982
EURJPY,40,30,250,-10,55,-816.6,-1.1186,-114144.0,-1.5636
EURJPY,40,30,250,0,55,-539.1,-0.7385,-68040.0,-0.9321
EURJPY,40,30,250,10,55,-597.6,-0.8186,-77892.0,-1.067
EURJPY,40,30,250,20,55,-643.8,-0.8819,-81249.0,-1.113
EURJPY,40,30,300,-20,55,-1147.0,-1.5712,-162349.0,-2.224
EURJPY,40,30,300,-10,55,-837.2,-1.1468,-116822.0,-1.6003
EURJPY,40,30,300,0,55,-560.4,-0.7677,-70809.0,-0.97
EURJPY,40,30,300,10,55,-618.9,-0.8478,-80661.0,-1.1049
EURJPY,40,30,300,20,55,-665.1,-0.9111,-84018.0,-1.1509
EURJPY,40,30,350,-20,55,-1188.2,-1.6277,-167705.0,-2.2973
EURJPY,40,30,350,-10,55,-828.4,-1.1348,-115678.0,-1.5846
EURJPY,40,30,350,0,55,-551.6,-0.7556,-69665.0,-0.9543
EURJPY,40,30,350,10,55,-610.1,-0.8358,-79517.0,-1.0893
EURJPY,40,30,350,20,55,-656.3,-0.899,-82874.0,-1.1353
EURJPY,40,30,400,-20,55,-1238.2,-1.6962,-174205.0,-2.3864
EURJPY,40,30,400,-10,55,-828.4,-1.1348,-115678.0,-1.5846
EURJPY,40,30,400,0,55,-551.6,-0.7556,-69665.0,-0.9543
EURJPY,40,30,400,10,55,-610.1,-0.8358,-79517.0,-1.0893
EURJPY,40,30,400,20,55,-656.3,-0.899,-82874.0,-1.1353
EURUSD,10,5,150,-20,296,2339.0,3.2041,349739.0,4.7909
EURUSD,10,5,150,-10,296,2114.0,2.8959,326570.0,4.4736
EURUSD,10,5,150,0,296,1784.0,2.4438,275768.0,3.7776
EURUSD,10,5,150,10,296,1990.0,2.726,289489.0,3.9656
EURUSD,10,5,150,20,296,1750.0,2.3973,232060.0,3.1789
EURUSD,10,5,200,-20,296,2187.1,2.996,329992.0,4.5204
EURUSD,10,5,200,-10,296,1962.1,2.6878,306823.0,4.2031
EURUSD,10,5,200,0,296,1632.1,2.2358,256021.0,3.5071
EURUSD,10,5,200,10,296,1940.0,2.6575,282989.0,3.8766
EURUSD,10,5,200,20,296,1700.0,2.3288,225560.0,3.0899
EURUSD,10,5,250,-20,296,2260.9,3.0971,339586.0,4.6519
EURUSD,10,5,250,-10,296,2035.9,2.7889,316417.0,4.3345
EURUSD,10,5,250,0,296,1705.9,2.3368,265615.0,3.6386
EURUSD,10,5,250,10,296,1890.0,2.589,276489.0,3.7875
EURUSD,10,5,250,20,296,1650.0,2.2603,219060.0,3.0008
EURUSD,10,5,300,-20,296,2251.0,3.0836,338299.0,4.6342
EURUSD,10,5,300,-10,296,2026.0,2.7753,315130.0,4.3168
EURUSD,10,5,300,0,296,1696.0,2.3233,264328.0,3.6209
EURUSD,10,5,300,10,296,1880.1,2.5755,275202.0,3.7699
EURUSD,10,5,300,20,296,1640.1,2.2467,217773.0,2.9832
EURUSD,10,5,350,-20,296,2251.0,3.0836,338299.0,4.6342
EURUSD,10,5,350,-10,296,2026.0,2.7753,315130.0,4.3168
EURUSD,10,5,350,0,296,1696.0,2.3233,264328.0,3.6209
EURUSD,10,5,350,10,296,1880.1,2.5755,275202.0,3.7699
EURUSD,10,5,350,20,296,1640.1,2.2467,217773.0,2.9832
EURUSD,10,5,400,-20,296,2251.0,3.0836,338299.0,4.6342
EURUSD,10,5,400,-10,296,2026.0,2.7753,315130.0,4.3168
EURUSD,10,5,400,0,296,1696.0,2.3233,264328.0,3.6209
EURUSD,10,5,400,10,296,1880.1,2.5755,275202.0,3.7699
EURUSD,10,5,400,20,296,1640.1,2.2467,217773.0,2.9832
EURUSD,10,10,150,-20,296,2359.0,3.2315,352339.0,4.8266
EURUSD,10,10,150,-10,296,2059.0,2.8205,319420.0,4.3756
EURUSD,10,10,150,0,296,1619.0,2.2178,254318.0,3.4838
EURUSD,10,10,150,10,296,1900.0,2.6027,277789.0,3.8053
EURUSD,10,10,150,20,296,1740.0,2.3836,230760.0,3.1611
EURUSD,10,10,200,-20,296,2234.5,3.061,336154.0,4.6048
EURUSD,10,10,200,-10,296,1934.5,2.65,303235.0,4.1539
EURUSD,10,10,200,0,296,1494.5,2.0473,238133.0,3.2621
EURUSD,10,10,200,10,296,1927.4,2.6403,281351.0,3.8541
EURUSD,10,10,200,20,296,1817.4,2.4896,240822.0,3.2989
EURUSD,10,10,250,-20,296,2466.1,3.3782,366262.0,5.0173
EURUSD,10,10,250,-10,296,2166.1,2.9673,333343.0,4.5663
EURUSD,10,10,250,0,296,1726.1,2.3645,268241.0,3.6745
EURUSD,10,10,250,10,296,2085.2,2.8564,301865.0,4.1351
EURUSD,10,10,250,20,296,1816.5,2.4884,240705.0,3.2973
EURUSD,10,10,300,-20,296,2406.2,3.2962,358475.0,4.9106
EURUSD,10,10,300,-10,296,2106.2,2.8852,325556.0,4.4597
EURUSD,10,10,300,0,296,1666.2,2.2825,260454.0,3.5679
EURUSD,10,10,300,10,296,2075.3,2.8429,300578.0,4.1175
EURUSD,10,10,300,20,296,1806.6,2.4748,239418.0,3.2797
EURUSD,10,10,350,-20,296,2494.9,3.4177,370006.0,5.0686
EURUSD,10,10,350,-10,296,2194.9,3.0067,337087.0,4.6176
EURUSD,10,10,350,0,296,1754.9,2.404,271985.0,3.7258
EURUSD,10,10,350,10,296,2075.3,2.8429,300578.0,4.1175
EURUSD,10,10,350,20,296,1806.6,2.4748,239418.0,3.2797
EURUSD,10,10,400,-20,296,2494.9,3.4177,370006.0,5.0686
EURUSD,10,10,400,-10,296,2194.9,3.0067,337087.0,4.6176
EURUSD,10,10,400,0,296,1754.9,2.404,271985.0,3.7258
EURUSD,10,10,400,10,296,2075.3,2.8429,300578.0,4.1175
EURUSD,10,10,400,20,296,1806.6,2.4748,239418.0,3.2797
EURUSD,10,15,150,-20,296,1798.9,2.4642,279526.0,3.8291
EURUSD,10,15,150,-10,296,1614.0,2.211,261570.0,3.5832
EURUSD,10,15,150,0,296,1394.0,1.9096,225068.0,3.0831
EURUSD,10,15,150,10,296,1595.0,2.1849,238139.0,3.2622
EURUSD,10,15,150,20,296,1360.0,1.863,181360.0,2.4844
EURUSD,10,15,200,-20,296,1743.3,2.3881,272298.0,3.7301
EURUSD,10,15,200,-10,296,1608.4,2.2033,260842.0,3.5732
EURUSD,10,15,200,0,296,1328.3,1.8196,216527.0,2.9661
EURUSD,10,15,200,10,296,1681.2,2.303,249345.0,3.4157
EURUSD,10,15,200,20,296,1496.2,2.0496,199066.0,2.7269
EURUSD,10,15,250,-20,296,2176.8,2.9819,328653.0,4.5021
EURUSD,10,15,250,-10,296,2091.9,2.8656,323697.0,4.4342
EURUSD,10,15,250,0,296,1745.7,2.3914,270789.0,3.7094
EURUSD,10,15,250,10,296,2024.8,2.7737,294013.0,4.0276
EURUSD,10,15,250,20,296,1681.1,2.3029,223103.0,3.0562
EURUSD,10,15,300,-20,296,2145.4,2.9389,324571.0,4.4462
EURUSD,10,15,300,-10,296,2110.5,2.8911,326115.0,4.4673
EURUSD,10,15,300,0,296,1764.3,2.4168,273207.0,3.7426
EURUSD,10,15,300,10,296,2093.4,2.8677,302931.0,4.1497
EURUSD,10,15,300,20,296,1749.7,2.3968,232021.0,3.1784
EURUSD,10,15,350,-20,296,2313.7,3.1695,346450.0,4.7459
EURUSD,10,15,350,-10,296,2225.3,3.0484,341039.0,4.6718
EURUSD,10,15,350,0,296,1879.1,2.5741,288131.0,3.947
EURUSD,10,15,350,10,296,2119.5,2.9034,306324.0,4.1962
EURUSD,10,15,350,20,296,1775.8,2.4326,235414.0,3.2248
EURUSD,10,15,400,-20,296,2313.7,3.1695,346450.0,4.7459
EURUSD,10,15,400,-10,296,2225.3,3.0484,341039.0,4.6718
EURUSD,10,15,400,0,296,1879.1,2.5741,288131.0,3.947
EURUSD,10,15,400,10,296,2119.5,2.9034,306324.0,4.1962
EURUSD,10,15,400,20,296,1775.8,2.4326,235414.0,3.2248
EURUSD,10,20,150,-20,296,1759.2,2.4099,274365.0,3.7584
EURUSD,10,20,150,-10,296,1509.3,2.0675,247959.0,3.3967
EURUSD,10,20,150,0,296,1359.3,1.8621,220557.0,3.0213
EURUSD,10,20,150,10,296,1650.3,2.2607,245328.0,3.3607
EURUSD,10,20,150,20,296,1340.3,1.836,178799.0,2.4493
EURUSD,10,20,200,-20,296,1836.0,2.5151,284349.0,3.8952
EURUSD,10,20,200,-10,296,1636.1,2.2412,264443.0,3.6225
EURUSD,10,20,200,0,296,1295.8,1.7751,212302.0,2.9082
EURUSD,10,20,200,10,296,1738.1,2.381,256742.0,3.517
EURUSD,10,20,200,20,296,1478.1,2.0248,196713.0,2.6947
EURUSD,10,20,250,-20,296,2203.3,3.0182,332098.0,4.5493
EURUSD,10,20,250,-10,296,2053.4,2.8129,318692.0,4.3656
EURUSD,10,20,250,0,296,1647.0,2.2562,257958.0,3.5337
EURUSD,10,20,250,10,296,2015.5,2.761,292804.0,4.011
