date,side,entry_norm,mfe_norm,mfe_pips,pivot_hit_before_sl,sl_hit_before_pivot,state,pips_at_first_event,bars_to_first_event,bucket
2011-09-21,SELL,0.06700027800946023,0.15763135946622808,18.900000000000716,1,0,pivot_first,7.033333333334269,3,05-10%
2011-09-22,BUY,0.1778711484593946,0.1962785114045611,32.69999999999982,1,0,pivot_first,28.633333333335088,4,15-20%
2011-09-23,BUY,0.09501773870121627,0.20684868116612792,44.70000000000027,1,0,pivot_first,19.53333333333285,0,05-10%
2011-09-24,SELL,0.19102132435465435,0.313131313131306,46.49999999999892,1,0,pivot_first,27.366666666666163,194,15-20%
2011-09-26,SELL,0.14590747330959783,0.151245551601413,8.499999999999375,1,0,pivot_first,7.199999999999363,0,10-15%
2011-09-27,SELL,0.12478729438457174,0.1718661372660312,30.30000000000115,1,0,pivot_first,20.999999999999886,3,10-15%
2011-09-28,SELL,0.09113844213182662,0.10737937559129773,22.700000000000387,1,0,pivot_first,18.266666666668186,0,05-10%
2011-09-29,BUY,0.3310657596371866,0.4130223517978607,42.499999999999716,1,0,pivot_first,33.06666666666638,10,30-35%
2011-09-30,SELL,0.07952204367531575,0.0920889987639069,14.900000000000091,1,0,pivot_first,11.866666666666049,0,05-10%
2011-10-01,BUY,0.28950050968400365,0.09097859327217159,11.899999999999977,0,1,sl_first,-35.073333333331846,199,25-30%
2011-10-03,SELL,0.16037735849055845,0.16981132075472077,7.200000000000273,1,0,pivot_first,5.799999999999784,0,15-20%
2011-10-04,BUY,0.24914861735458607,0.2684920310584387,65.69999999999965,1,0,pivot_first,59.966666666666924,57,20-25%
2011-10-05,SELL,0.17461928934010584,0.18172588832487527,35.80000000000041,1,0,pivot_first,33.40000000000083,2,15-20%
2011-10-06,SELL,0.19683393070491303,0.21594982078853023,24.099999999999966,1,0,pivot_first,20.96666666666829,10,15-20%
2011-10-07,SELL,0.26450552031948216,0.1148696264975314,16.29999999999967,0,1,sl_first,-41.51166666666575,50,25-30%
2011-10-08,BUY,0.28337176530872776,0.302075326671791,39.30000000000007,1,0,pivot_first,35.86666666666554,192,25-30%
2011-10-10,SELL,0.3345029239765805,0.308771929824578,8.800000000000807,0,1,sl_first,-7.141666666667334,0,30-35%
2011-10-11,SELL,0.1692901234567917,0.17731481481481962,38.30000000000098,1,0,pivot_first,35.56666666666695,42,15-20%
2011-10-12,SELL,0.0880789673500323,0.20728929384966074,18.200000000000216,1,0,pivot_first,6.733333333332837,2,05-10%
2011-10-13,SELL,0.1409670998712173,0.2620302072356905,74.60000000000093,1,0,pivot_first,39.133333333335486,35,10-15%
2011-10-14,BUY,0.043226999537675094,0.07073509015256821,10.200000000000387,1,0,pivot_first,5.23333333333278,0,00-05%
2011-10-15,SELL,0.2285714285714334,0.2776280323450153,51.50000000000006,1,0,pivot_first,41.40000000000066,234,20-25%
2011-10-17,SELL,0.13413654618473822,0.40240963855421463,16.70000000000016,1,0,pivot_first,4.56666666666672,0,10-15%
2011-10-18,BUY,0.26140123723205727,0.13897280966767445,32.20000000000027,0,1,sl_first,-67.86833333333198,36,25-30%
2011-10-19,BUY,0.028205128205130242,0.032167832167836544,4.600000000000648,1,0,pivot_first,3.033333333333644,0,00-05%
2011-10-20,BUY,0.08099945085118808,0.08978583196045593,10.899999999999466,1,0,pivot_first,8.833333333334338,1,05-10%
2011-10-21,SELL,0.2069288389513133,0.20926966292134863,29.800000000000182,1,0,pivot_first,28.46666666666715,3,20-25%
2011-10-22,SELL,0.22900319674513842,0.3862249346120276,44.299999999999784,1,0,pivot_first,25.266666666667504,180,20-25%
2011-10-24,SELL,0.23216601815822496,0.3073929961089459,15.800000000000125,1,0,pivot_first,10.933333333332996,0,20-25%
2011-10-25,SELL,0.13540875727664442,0.14350797266514193,18.899999999999295,1,0,pivot_first,16.833333333334167,4,10-15%
2011-10-26,SELL,0.005401970130286063,0.05910390848428244,6.200000000001182,1,0,pivot_first,-0.43333333333299606,0,00-05%
2011-10-27,SELL,0.14453033497306578,0.0028109627547469314,0.40000000000048885,0,1,sl_first,-58.698333333333096,8,10-15%
2011-10-28,SELL,0.2562262558041425,0.26888982693119484,63.700000000000045,1,0,pivot_first,59.70000000000135,44,25-30%
2011-10-29,BUY,0.21312872975275565,0.0,0.0,0,1,sl_first,-27.343333333335295,180,20-25%
2011-10-31,SELL,0.040182648401835656,0.1397260273972621,5.100000000000193,1,0,pivot_first,0.46666666666703804,0,00-05%
2011-11-01,BUY,0.11094169752413753,0.15377913308647084,70.59999999999889,1,0,pivot_first,49.93333333333163,0,10-15%
2011-11-02,BUY,0.2281724347298132,0.27540983606557484,75.60000000000002,1,0,pivot_first,61.633333333333496,32,20-25%
2011-11-03,BUY,0.28686058174525136,0.0661985957873646,6.60000000000025,0,1,sl_first,-27.234999999998365,7,25-30%
2011-11-04,SELL,0.2589105581708181,0.2629455279085452,39.100000000000534,1,0,pivot_first,37.50000000000051,52,25-30%
2011-11-05,SELL,0.08454340109711439,0.1393998063891629,14.400000000000546,1,0,pivot_first,7.733333333331927,190,05-10%
2011-11-07,BUY,0.20524017467247688,0.18340611353709446,8.399999999998897,0,1,sl_first,-16.789999999999793,5,20-25%
2011-11-08,SELL,0.05633802816901147,0.08853118712274456,8.800000000000807,1,0,pivot_first,4.5999999999997385,0,05-10%
2011-11-09,SELL,0.06792452830188922,0.0886792452830131,4.699999999999704,1,0,pivot_first,2.6000000000001364,0,05-10%
2011-11-10,BUY,0.30769230769230993,0.3170040485829966,78.30000000000013,1,0,pivot_first,75.00000000000051,55,30-35%
2011-11-11,SELL,0.18096765570703202,0.23255813953487736,28.999999999999204,1,0,pivot_first,21.56666666666689,3,15-20%
2011-11-12,SELL,0.21329365079363802,0.00793650793650346,0.7999999999995566,0,1,sl_first,-34.94000000000119,184,20-25%
2011-11-14,BUY,0.04137931034485378,0.032758620689664675,1.9000000000005457,0,1,sl_first,-30.49999999999875,22,00-05%
2011-11-15,BUY,0.2210697579825138,0.32275777913362536,52.90000000000106,1,0,pivot_first,35.23333333333392,10,20-25%
2011-11-16,BUY,0.2819865319865262,0.052398989898988786,8.29999999999984,0,1,sl_first,-43.45333333333434,10,25-30%
2011-11-17,BUY,0.2156260661890003,0.25588536335721496,25.0,1,0,pivot_first,20.066666666665412,10,20-25%
2011-11-18,BUY,0.20772946859902078,0.3188405797101319,24.199999999999022,1,0,pivot_first,14.766666666665685,9,20-25%
2011-11-19,SELL,0.14714714714714847,0.2625482625482721,20.400000000000773,1,0,pivot_first,10.43333333333345,184,10-15%
2011-11-21,SELL,0.21533923303831562,0.424778761061938,9.600000000000364,1,0,pivot_first,3.8666666666662195,0,20-25%
2011-11-22,SELL,0.014141414141424117,0.018181818181818705,1.8000000000000682,1,0,pivot_first,0.40000000000100044,0,00-05%
2011-11-23,SELL,0.0264550264550477,0.12063492063491103,7.599999999999341,1,0,pivot_first,0.666666666667993,0,00-05%
2011-11-24,BUY,0.30183972560024536,0.3217960710944745,34.39999999999941,1,0,pivot_first,31.26666666666631,36,30-35%
2011-11-25,BUY,0.17506631299735628,0.2665782493368646,20.09999999999934,1,0,pivot_first,12.2000000000005,4,15-20%
2011-11-26,BUY,0.04855643044620225,0.6784776902887081,51.69999999999959,1,0,pivot_first,2.700000000000614,184,00-05%
2011-11-28,SELL,0.25243215565797733,0.28110599078341625,18.300000000000693,1,0,pivot_first,15.433333333334588,0,25-30%
2011-11-29,SELL,0.0798056904927097,0.135322692574596,19.499999999999318,1,0,pivot_first,10.499999999999488,0,05-10%
2011-11-30,BUY,0.025189786059363832,0.12732919254658948,12.300000000000466,1,0,pivot_first,1.4333333333345308,0,00-05%
2011-12-01,SELL,0.12949640287769248,0.07194244604316134,9.999999999999432,0,1,sl_first,-59.45000000000056,39,10-15%
2011-12-02,SELL,0.0656565656565752,0.06993006993007225,6.000000000000227,1,0,pivot_first,4.633333333334178,17,05-10%
2011-12-03,BUY,0.19756254008979682,0.2007697241821608,31.299999999998818,1,0,pivot_first,29.799999999999272,184,15-20%
2011-12-05,SELL,0.3124406457739873,0.3361823361823228,11.7999999999995,1,0,pivot_first,9.966666666666924,1,30-35%
2011-12-06,BUY,0.2308729356252152,0.12436804853387677,12.300000000000466,0,1,sl_first,-32.561666666665644,28,20-25%
2011-12-07,SELL,0.26153114598193317,0.252496433666198,17.70000000000067,0,1,sl_first,-21.221666666667204,25,25-30%
2011-12-08,BUY,0.06258322237016876,0.07989347536618095,6.000000000000227,1,0,pivot_first,3.6999999999997044,4,05-10%
2011-12-09,SELL,0.036237897648686145,0.039004149377602756,4.7000000000011255,1,0,pivot_first,3.3666666666666742,0,00-05%
2011-12-10,SELL,0.08532061473237573,0.13513513513513545,17.00000000000017,1,0,pivot_first,9.73333333333295,184,05-10%
2011-12-12,BUY,0.05312084993354962,0.3585657370517996,9.000000000000341,1,0,pivot_first,0.3333333333321207,0,05-10%
2011-12-13,BUY,0.32436708860760094,0.2848101265822758,35.99999999999994,0,1,sl_first,-29.519999999998902,61,30-35%
2011-12-14,BUY,0.31752305665349084,0.21343873517786424,32.39999999999981,0,1,sl_first,-36.29000000000053,63,30-35%
2011-12-15,BUY,0.014591883264970979,0.028727770177839323,2.1000000000000796,1,0,pivot_first,0.06666666666939136,0,00-05%
2011-12-16,SELL,0.11888111888113938,0.1416083916083963,8.100000000000307,1,0,pivot_first,5.800000000001205,30,10-15%
2011-12-17,BUY,0.050713934022652694,0.07828655834563773,5.299999999999727,1,0,pivot_first,2.4333333333336213,188,05-10%
2011-12-19,SELL,0.20940170940172964,0.5,7.800000000000296,1,0,pivot_first,2.2666666666671063,1,20-25%
2011-12-20,SELL,0.040604343720470844,0.08781869688383057,3.09999999999917,1,0,pivot_first,0.43333333333259816,0,00-05%
2011-12-21,SELL,0.08933002481388025,0.02109181141438668,1.6999999999995907,0,1,sl_first,-38.13000000000193,35,05-10%
2011-12-22,BUY,0.12718894009216977,0.17511520737326852,18.999999999999773,1,0,pivot_first,12.800000000000523,25,10-15%
2011-12-23,BUY,0.00315457413248476,0.07886435331229831,4.999999999999716,1,0,pivot_first,-0.8000000000004661,0,00-05%
2011-12-24,BUY,0.06750173973554638,0.09603340292273976,4.599999999999227,1,0,pivot_first,2.2333333333326664,192,05-10%
2011-12-26,SELL,0.1951219512195756,0.018292682926829798,0.30000000000001137,0,1,sl_first,-6.819999999998515,0,15-20%
2011-12-27,BUY,0.10596707818930994,0.16666666666667398,5.400000000000205,1,0,pivot_first,2.4333333333336213,0,10-15%
2011-12-28,BUY,0.031039136302346528,0.07692307692309905,1.9000000000005457,1,0,pivot_first,-0.2333333333320411,0,00-05%
2011-12-29,BUY,0.32644110275688165,0.03759398496239828,3.999999999999204,0,1,sl_first,-24.7866666666676,0,30-35%
2011-12-30,SELL,0.16666666666666996,0.22991689750692265,16.59999999999968,1,0,pivot_first,11.033333333333474,10,15-20%
2011-12-31,BUY,0.16693205944799183,0.19585987261147236,24.600000000000932,1,0,pivot_first,19.966666666667777,326,15-20%
2012-01-02,SELL,0.009189640768572635,0.015037593984962941,0.6000000000000227,1,0,pivot_first,-0.633333333333951,0,00-05%
2012-01-03,BUY,0.03319783197829507,0.13617886178860256,6.6999999999993065,1,0,pivot_first,0.633333333332132,0,00-05%
2012-01-04,SELL,0.21558441558440858,0.24415584415584402,18.80000000000024,1,0,pivot_first,15.599999999999682,3,20-25%
2012-01-05,BUY,0.23468786808010364,0.12455830388693152,14.100000000000534,0,1,sl_first,-36.69333333333162,35,20-25%
2012-01-06,BUY,0.15168752370116612,0.15813424345848603,13.900000000001,1,0,pivot_first,12.333333333332575,35,15-20%
2012-01-07,BUY,0.40332272887947057,0.0,0.0,0,1,sl_first,-14.831666666665399,180,40-45%
2012-01-09,BUY,0.024221453287190425,0.22664359861592176,13.100000000000023,1,0,pivot_first,0.39999999999957936,0,00-05%
2012-01-10,SELL,0.27186761229315964,0.3092198581560341,21.800000000000352,1,0,pivot_first,18.16666666666771,32,25-30%
2012-01-11,BUY,0.2631578947368618,0.2935222672064986,14.500000000001023,1,0,pivot_first,12.000000000000966,28,25-30%
2012-01-12,BUY,0.07838983050845726,0.08580508474576573,8.100000000000307,1,0,pivot_first,6.399999999998386,33,05-10%
2012-01-13,SELL,0.24887892376681078,0.1121076233183798,9.999999999999432,0,1,sl_first,-27.86000000000064,24,20-25%
2012-01-14,BUY,0.18702211200661908,0.19590824550527128,31.60000000000025,1,0,pivot_first,29.166666666667652,326,15-20%
2012-01-16,BUY,0.11720698254367007,0.17705735660847535,7.099999999999795,1,0,pivot_first,3.7000000000011255,0,10-15%
2012-01-17,SELL,0.1680517082179395,0.016620498614958883,0.6000000000000227,0,1,sl_first,-14.788333333332048,3,15-20%
2012-01-18,SELL,0.06660168940870202,0.0682261208576934,6.999999999999318,1,0,pivot_first,5.833333333332803,1,05-10%
2012-01-19,SELL,0.28222409435551343,0.19629317607414032,23.30000000000041,0,1,sl_first,-32.78500000000071,45,25-30%
2012-01-20,SELL,0.26489479512735425,0.033222591362124146,4.999999999999716,0,1,sl_first,-43.908333333333815,30,25-30%
2012-01-21,BUY,0.17489937797292643,0.0,0.0,0,1,sl_first,-35.17166666666702,180,15-20%
2012-01-23,BUY,0.05383895131087316,0.12921348314606765,9.199999999999875,1,0,pivot_first,2.83333333333411,0,05-10%
2012-01-24,SELL,0.23609059576564062,0.19719350073854952,26.69999999999959,0,1,sl_first,-43.50333333333174,36,20-25%
2012-01-25,SELL,0.31526577638125836,0.011783189316575501,1.5000000000000568,0,1,sl_first,-30.881666666665296,27,30-35%
2012-01-26,SELL,0.3066933066932932,0.34265734265734454,34.30000000000035,1,0,pivot_first,29.699999999998795,31,30-35%
2012-01-27,BUY,0.3345484001620147,0.03766707168895038,3.100000000000591,0,1,sl_first,-18.731666666665546,1,30-35%
2012-01-28,SELL,0.15891472868215856,0.25898520084567134,24.500000000000455,1,0,pivot_first,14.033333333332166,198,15-20%
2012-01-30,BUY,0.1318944844124563,0.12949640287770667,1.8000000000000682,0,1,sl_first,-6.811666666666326,1,10-15%
2012-01-31,BUY,0.16510002410218752,0.17064352856109238,23.599999999999,1,0,pivot_first,21.83333333333246,5,15-20%
