buy_tp_above_yh_pips,sell_sl_above_yh_pips,sell_tp_after_buy_below_yh_pips,above_pivot_days,closed_legs,weighted_total_pips,weighted_buy_pips,weighted_sell_pips,cal_ppd_weighted
30,400,75,3430,6860,-9890.009,-7798.7,-2091.309,-1.4026
30,150,75,3430,6860,-9897.502,-7798.7,-2098.802,-1.4037
50,300,100,3430,6860,-9899.857,-7157.8,-2742.057,-1.404
50,150,100,3430,6860,-9901.127,-7157.8,-2743.327,-1.4042
30,150,20,3430,6860,-9906.9,-7798.7,-2108.2,-1.405
40,300,30,3430,6860,-9939.21,-8894.0,-1045.21,-1.4096
50,300,40,3430,6860,-9958.277,-7157.8,-2800.477,-1.4123
20,150,20,3430,6860,-9959.423,-6651.2,-3308.223,-1.4125
40,100,40,3430,6860,-9961.054,-8894.0,-1067.054,-1.4127
40,250,30,3430,6860,-9981.882,-8894.0,-1087.882,-1.4157
50,250,40,3430,6860,-10013.649,-7157.8,-2855.849,-1.4202
30,400,100,3430,6860,-10014.215,-7798.7,-2215.515,-1.4203
30,400,10,3430,6860,-10016.374,-7798.7,-2217.674,-1.4206
10,100,20,3430,6860,-10018.172,-7943.5,-2074.672,-1.4208
30,300,75,3430,6860,-10019.549,-7798.7,-2220.849,-1.421
75,200,100,3430,6860,-10030.295,-6374.6,-3655.695,-1.4225
40,100,50,3430,6860,-10046.144,-8894.0,-1152.144,-1.4248
10,100,50,3430,6860,-10087.641,-7943.5,-2144.141,-1.4307
50,250,100,3430,6860,-10091.246,-7157.8,-2933.446,-1.4312
30,250,75,3430,6860,-10119.371,-7798.7,-2320.671,-1.4352
40,100,75,3430,6860,-10122.598,-8894.0,-1228.598,-1.4356
30,300,100,3430,6860,-10143.755,-7798.7,-2345.055,-1.4386
30,150,100,3430,6860,-10145.025,-7798.7,-2346.325,-1.4388
30,300,10,3430,6860,-10145.914,-7798.7,-2347.214,-1.4389
30,250,10,3430,6860,-10163.186,-7798.7,-2364.486,-1.4414
40,400,20,3430,6860,-10200.068,-8894.0,-1306.068,-1.4466
30,400,20,3430,6860,-10224.4,-7798.7,-2425.7,-1.4501
20,400,20,3430,6860,-10237.299,-6651.2,-3586.099,-1.4519
30,150,50,3430,6860,-10250.943,-7798.7,-2452.243,-1.4538
30,150,40,3430,6860,-10289.17,-7798.7,-2490.47,-1.4592
30,400,50,3430,6860,-10324.857,-7798.7,-2526.157,-1.4643
40,300,20,3430,6860,-10329.608,-8894.0,-1435.608,-1.465
10,50,0,3430,6860,-10334.021,-7943.5,-2390.521,-1.4656
10,100,10,3430,6860,-10334.402,-7943.5,-2390.902,-1.4657
20,300,20,3430,6860,-10335.089,-6651.2,-3683.889,-1.4658
30,250,100,3430,6860,-10335.144,-7798.7,-2536.444,-1.4658
20,150,10,3430,6860,-10340.423,-6651.2,-3689.223,-1.4665
50,200,10,3430,6860,-10340.674,-7157.8,-3182.874,-1.4666
30,300,20,3430,6860,-10353.94,-7798.7,-2555.24,-1.4684
40,250,20,3430,6860,-10359.58,-8894.0,-1465.58,-1.4692
30,200,0,3430,6860,-10368.418,-7798.7,-2569.718,-1.4705
0,100,100,3430,6860,-10368.665,-9785.1,-583.565,-1.4705
30,250,20,3430,6860,-10383.912,-7798.7,-2585.212,-1.4727
20,250,20,3430,6860,-10428.561,-6651.2,-3777.361,-1.479
30,400,40,3430,6860,-10439.284,-7798.7,-2640.584,-1.4805
10,100,30,3430,6860,-10453.909,-7943.5,-2510.409,-1.4826
30,300,50,3430,6860,-10454.397,-7798.7,-2655.697,-1.4827
10,200,100,3430,6860,-10485.278,-7943.5,-2541.778,-1.4871
30,250,50,3430,6860,-10522.469,-7798.7,-2723.769,-1.4923
40,200,10,3430,6860,-10529.506,-8894.0,-1635.506,-1.4933
20,400,10,3430,6860,-10558.99,-6651.2,-3907.79,-1.4975
30,300,40,3430,6860,-10568.824,-7798.7,-2770.124,-1.4989
20,200,50,3430,6860,-10575.627,-6651.2,-3924.427,-1.4999
50,200,30,3430,6860,-10605.088,-7157.8,-3447.288,-1.5041
30,250,40,3430,6860,-10624.196,-7798.7,-2825.496,-1.5068
10,100,40,3430,6860,-10641.996,-7943.5,-2698.496,-1.5093
20,300,10,3430,6860,-10656.78,-6651.2,-4005.58,-1.5114
20,200,30,3430,6860,-10661.733,-6651.2,-4010.533,-1.5121
40,150,40,3430,6860,-10667.809,-8894.0,-1773.809,-1.5129
50,200,75,3430,6860,-10713.546,-7157.8,-3555.746,-1.5194
0,100,40,3430,6860,-10715.502,-9785.1,-930.402,-1.5197
30,200,30,3430,6860,-10732.908,-7798.7,-2934.208,-1.5222
10,400,50,3430,6860,-10736.611,-7943.5,-2793.111,-1.5227
20,250,10,3430,6860,-10737.552,-6651.2,-4086.352,-1.5228
40,100,100,3430,6860,-10751.756,-8894.0,-1857.756,-1.5249
40,150,50,3430,6860,-10756.074,-8894.0,-1862.074,-1.5255
20,200,40,3430,6860,-10765.111,-6651.2,-4113.911,-1.5267
10,100,0,3430,6860,-10777.378,-7943.5,-2833.878,-1.5285
20,150,0,3430,6860,-10779.462,-6651.2,-4128.262,-1.5288
40,400,40,3430,6860,-10817.923,-8894.0,-1923.923,-1.5342
40,400,50,3430,6860,-10829.988,-8894.0,-1935.988,-1.536
10,300,50,3430,6860,-10834.401,-7943.5,-2890.901,-1.5366
20,400,0,3430,6860,-10851.471,-6651.2,-4200.271,-1.539
50,200,20,3430,6860,-10853.246,-7157.8,-3695.446,-1.5392
50,200,50,3430,6860,-10947.734,-7157.8,-3789.934,-1.5526
40,300,40,3430,6860,-10947.463,-8894.0,-2053.463,-1.5526
40,300,50,3430,6860,-10959.528,-8894.0,-2065.528,-1.5543
10,250,50,3430,6860,-10965.973,-7943.5,-3022.473,-1.5552
20,300,0,3430,6860,-11000.061,-6651.2,-4348.861,-1.5601
40,250,40,3430,6860,-11002.835,-8894.0,-2108.835,-1.5605
0,100,20,3430,6860,-11004.046,-9785.1,-1218.946,-1.5606
10,200,75,3430,6860,-11006.74,-7943.5,-3063.24,-1.561
10,150,50,3430,6860,-11006.74,-7943.5,-3063.24,-1.561
40,400,75,3430,6860,-11013.884,-8894.0,-2119.884,-1.562
40,150,75,3430,6860,-11021.377,-8894.0,-2127.377,-1.5631
40,200,30,3430,6860,-11021.885,-8894.0,-2127.885,-1.5632
40,250,50,3430,6860,-11027.6,-8894.0,-2133.6,-1.564
20,250,0,3430,6860,-11030.033,-6651.2,-4378.833,-1.5643
50,200,40,3430,6860,-11079.052,-7157.8,-3921.252,-1.5713
0,400,100,3430,6860,-11122.791,-9785.1,-1337.691,-1.5775
0,100,75,3430,6860,-11126.22,-9785.1,-1341.12,-1.578
40,300,75,3430,6860,-11143.424,-8894.0,-2249.424,-1.5804
30,200,10,3430,6860,-11157.342,-7798.7,-3358.642,-1.5824
0,100,30,3430,6860,-11179.687,-9785.1,-1394.587,-1.5855
0,100,50,3430,6860,-11199.499,-9785.1,-1414.399,-1.5884
40,250,75,3430,6860,-11243.246,-8894.0,-2349.246,-1.5946
0,300,100,3430,6860,-11252.331,-9785.1,-1467.231,-1.5958
50,200,100,3430,6860,-11263.456,-7157.8,-4105.656,-1.5974
30,200,75,3430,6860,-11291.581,-7798.7,-3492.881,-1.6014
0,150,100,3430,6860,-11361.805,-9785.1,-1576.705,-1.6114
0,400,50,3430,6860,-11373.108,-9785.1,-1588.008,-1.613
40,200,20,3430,6860,-11374.183,-8894.0,-2480.183,-1.6131
10,150,30,3430,6860,-11375.294,-7943.5,-3431.794,-1.6133
30,200,20,3430,6860,-11398.515,-7798.7,-3599.815,-1.6166
0,50,10,3430,6860,-11415.526,-9785.1,-1630.426,-1.619
0,400,40,3430,6860,-11425.178,-9785.1,-1640.078,-1.6204
0,250,100,3430,6860,-11443.72,-9785.1,-1658.62,-1.623
20,200,20,3430,6860,-11473.263,-6651.2,-4822.063,-1.6272
0,300,50,3430,6860,-11488.043,-9785.1,-1702.943,-1.6293
30,200,100,3430,6860,-11507.354,-7798.7,-3708.654,-1.632
10,150,20,3430,6860,-11514.613,-7943.5,-3571.113,-1.633
0,300,40,3430,6860,-11540.113,-9785.1,-1755.013,-1.6367
0,400,30,3430,6860,-11552.178,-9785.1,-1767.078,-1.6384
30,200,50,3430,6860,-11613.272,-7798.7,-3814.572,-1.647
0,150,40,3430,6860,-11617.583,-9785.1,-1832.483,-1.6477
40,400,100,3430,6860,-11630.977,-8894.0,-2736.977,-1.6495
10,150,10,3430,6860,-11655.456,-7943.5,-3711.956,-1.653
0,250,50,3430,6860,-11683.115,-9785.1,-1898.015,-1.6569
10,400,40,3430,6860,-11683.65,-7943.5,-3740.15,-1.657
10,400,30,3430,6860,-11686.19,-7943.5,-3742.69,-1.6574
30,200,40,3430,6860,-11689.599,-7798.7,-3890.899,-1.6579
10,150,40,3430,6860,-11692.54,-7943.5,-3749.04,-1.6583
0,300,30,3430,6860,-11717.913,-9785.1,-1932.813,-1.6619
0,250,40,3430,6860,-11722.485,-9785.1,-1937.385,-1.6625
0,150,30,3430,6860,-11746.488,-9785.1,-1961.388,-1.6659
40,300,100,3430,6860,-11760.517,-8894.0,-2866.517,-1.6679
20,200,10,3430,6860,-11761.807,-6651.2,-5110.607,-1.6681
40,150,100,3430,6860,-11761.787,-8894.0,-2867.787,-1.6681
10,300,40,3430,6860,-11781.44,-7943.5,-3837.94,-1.6709
10,300,30,3430,6860,-11783.98,-7943.5,-3840.48,-1.6712
0,100,10,3430,6860,-11788.144,-9785.1,-2003.044,-1.6718
0,250,30,3430,6860,-11849.485,-9785.1,-2064.385,-1.6805
10,400,20,3430,6860,-11862.593,-7943.5,-3919.093,-1.6824
0,150,50,3430,6860,-11872.726,-9785.1,-2087.626,-1.6838
0,400,75,3430,6860,-11882.759,-9785.1,-2097.659,-1.6853
10,250,30,3430,6860,-11890.152,-7943.5,-3946.652,-1.6863
10,250,40,3430,6860,-11900.312,-7943.5,-3956.812,-1.6877
10,400,10,3430,6860,-11905.392,-7943.5,-3961.892,-1.6885
0,150,75,3430,6860,-11912.096,-9785.1,-2126.996,-1.6894
0,400,20,3430,6860,-11913.747,-9785.1,-2128.647,-1.6897
40,250,100,3430,6860,-11951.906,-8894.0,-3057.906,-1.6951
10,300,20,3430,6860,-11960.383,-7943.5,-4016.883,-1.6963
10,300,10,3430,6860,-12003.182,-7943.5,-4059.682,-1.7023
20,200,0,3430,6860,-12009.584,-6651.2,-5358.384,-1.7032
0,300,75,3430,6860,-12012.299,-9785.1,-2227.199,-1.7036
10,250,20,3430,6860,-12053.855,-7943.5,-4110.355,-1.7095
40,200,40,3430,6860,-12068.238,-8894.0,-3174.238,-1.7116
0,300,20,3430,6860,-12079.482,-9785.1,-2294.382,-1.7132
10,250,10,3430,6860,-12083.954,-7943.5,-4140.454,-1.7138
0,250,75,3430,6860,-12112.121,-9785.1,-2327.021,-1.7178
40,200,50,3430,6860,-12118.403,-8894.0,-3224.403,-1.7187
0,150,20,3430,6860,-12140.696,-9785.1,-2355.596,-1.7218
10,400,0,3430,6860,-12154.947,-7943.5,-4211.447,-1.7239
0,250,20,3430,6860,-12198.354,-9785.1,-2413.254,-1.73
10,250,0,3430,6860,-12288.424,-7943.5,-4344.924,-1.7428
10,300,0,3430,6860,-12303.537,-7943.5,-4360.037,-1.7449
10,200,50,3430,6860,-12305.569,-7943.5,-4362.069,-1.7452
10,150,0,3430,6860,-12339.224,-7943.5,-4395.724,-1.75
40,200,75,3430,6860,-12415.456,-8894.0,-3521.456,-1.7608
0,200,100,3430,6860,-12607.802,-9785.1,-2822.702,-1.7881
0,200,40,3430,6860,-12780.014,-9785.1,-2994.914,-1.8125
0,400,10,3430,6860,-12809.732,-9785.1,-3024.632,-1.8167
10,200,30,3430,6860,-12866.909,-7943.5,-4923.409,-1.8248
0,150,10,3430,6860,-12876.026,-9785.1,-3090.926,-1.8261
10,200,40,3430,6860,-12902.469,-7943.5,-4958.969,-1.8299
10,200,10,3430,6860,-12941.585,-7943.5,-4998.085,-1.8354
10,200,20,3430,6860,-12972.065,-7943.5,-5028.565,-1.8397
0,300,10,3430,6860,-12975.467,-9785.1,-3190.367,-1.8402
0,200,30,3430,6860,-13006.709,-9785.1,-3221.609,-1.8447
0,200,50,3430,6860,-13078.083,-9785.1,-3292.983,-1.8548
0,250,10,3430,6860,-13081.639,-9785.1,-3296.539,-1.8553
40,200,100,3430,6860,-13124.116,-8894.0,-4230.116,-1.8613
0,200,20,3430,6860,-13214.481,-9785.1,-3429.381,-1.8741
10,200,0,3430,6860,-13273.309,-7943.5,-5329.809,-1.8825
0,200,75,3430,6860,-13276.203,-9785.1,-3491.103,-1.8829
0,200,10,3430,6860,-13714.226,-9785.1,-3929.126,-1.945
0,100,0,3430,6860,-16246.098,-9785.1,-6460.998,-2.3041
0,50,0,3430,6860,-16418.056,-9785.1,-6632.956,-2.3285
0,400,0,3430,6860,-17050.389,-9785.1,-7265.289,-2.4182
0,300,0,3430,6860,-17216.124,-9785.1,-7431.024,-2.4417
0,250,0,3430,6860,-17264.511,-9785.1,-7479.411,-2.4485
0,150,0,3430,6860,-17318.867,-9785.1,-7533.767,-2.4562
0,200,0,3430,6860,-17532.862,-9785.1,-7747.762,-2.4866
