date,side,entry,pp,r2,s2,norm_entry_dist_r2s2,adverse_norm_from_entry,extreme_norm_from_pivot,outcome,pips,bars_held
2012-03-16,SELL,109.18,109.13100000000001,110.17800000000001,108.08400000000002,0.04680038204392791,0.0,0.04680038204392791,WIN,3.8999999999992383,1
2012-03-17,SELL,109.818,109.63666666666667,110.60466666666667,108.66866666666667,0.18732782369145343,0.2613636363636355,0.448691460055089,LOSS,-19.133333333332757,186
2012-03-19,BUY,109.968,109.97233333333334,110.30333333333334,109.64133333333334,0.013091641490438176,0.29003021148037084,0.303121852970809,LOSS,-1.4333333333335077,1
2012-03-20,SELL,110.302,110.01266666666668,111.40066666666668,108.62466666666667,0.20845341018251481,0.2219020172910602,0.430355427473575,LOSS,-29.933333333333167,33
2012-03-21,SELL,110.76,110.618,111.167,110.06899999999999,0.2586520947176838,0.4043715846994381,0.6630236794171219,LOSS,-15.200000000001012,3
2012-03-22,BUY,109.96,110.42366666666668,111.97266666666668,108.87466666666667,0.29933290294814763,0.0,0.29933290294814763,WIN,45.366666666668266,2
2012-03-23,BUY,108.968,109.30366666666667,111.28466666666668,107.32266666666666,0.16944304223456177,0.0,0.16944304223456177,WIN,32.56666666666683,7
2012-03-24,SELL,109.28,109.21633333333334,110.45833333333333,107.97433333333335,0.05126140633386736,0.06682769726247911,0.11808910359634647,LOSS,-7.366666666666276,180
2012-03-26,SELL,109.711,109.57566666666666,110.05766666666666,109.09366666666666,0.28077455048409855,0.24688796680497913,0.5276625172890776,WIN,12.53333333333353,19
2012-03-27,SELL,110.886,110.32666666666667,112.07666666666667,108.57666666666667,0.3196190476190444,0.20742857142857116,0.5270476190476155,WIN,54.93333333333277,121
2012-03-28,BUY,110.721,110.772,111.675,109.86900000000001,0.056478405315617285,0.0,0.056478405315617285,WIN,4.100000000000193,1
2012-03-29,BUY,110.385,110.387,111.43599999999999,109.33800000000001,0.0019065776930365617,0.05243088655863415,0.05433746425167071,LOSS,-1.1999999999995339,1
2012-03-30,BUY,109.559,109.59166666666665,111.29266666666665,107.89066666666666,0.01920438957475425,0.25867136978248056,0.2778757593572348,LOSS,-4.266666666665685,1
2012-03-31,SELL,110.57,110.05499999999999,111.63699999999999,108.473,0.3255372945638449,0.35587863463969954,0.6814159292035444,LOSS,-52.50000000000006,198
2012-04-02,BUY,110.697,110.73766666666666,111.12866666666666,110.34666666666665,0.10400682011931422,0.0,0.10400682011931422,WIN,3.066666666665242,1
2012-04-03,BUY,108.809,109.53666666666668,111.99766666666667,107.07566666666668,0.2956792631721572,0.0,0.2956792631721572,WIN,71.76666666666785,21
2012-04-04,SELL,109.544,109.38600000000001,110.38200000000002,108.39,0.15863453815259596,0.15261044176706787,0.3112449799196638,WIN,14.799999999998704,6
2012-04-05,BUY,108.351,108.64800000000001,110.447,106.84900000000002,0.16509171762090746,0.18621456364646757,0.351306281267375,LOSS,-30.700000000001125,10
2012-04-06,BUY,107.386,107.55266666666667,109.05466666666666,106.05066666666667,0.11096316023080686,0.06591211717709045,0.17687527740789732,WIN,15.66666666666714,3
