pair,date,regime,leg_tag,side,size,entry,exit,reason,pips,weighted_pips,open_bar,close_bar
EURJPY,2016-06-21,BELOW,SELL1,SELL,100.0,117.546,119.139,SL,-159.3,-15930.0,98688,98745
EURJPY,2016-06-21,BELOW,BUY1,BUY,130.0,117.546,119.139,TP,159.3,20709.0,98688,98745
EURJPY,2016-06-22,BELOW,SELL1,SELL,100.0,117.795,118.688,SL,-89.3,-8930.0,98712,98733
EURJPY,2016-06-22,BELOW,BUY1,BUY,130.0,117.795,118.688,TP,89.3,11609.0,98712,98733
EURJPY,2016-06-23,ABOVE,BUY1,BUY,100.0,118.532,119.235,TP,70.3,7030.0,98736,98745
EURJPY,2016-06-23,ABOVE,SELL1,SELL,130.0,118.532,118.835,TP,-30.3,-3939.0,98736,98759
EURJPY,2016-06-24,BELOW,SELL1,SELL,100.0,118.922,116.29299999999999,TP,262.9,26290.0,98760,98761
EURJPY,2016-06-24,BELOW,BUY1,BUY,130.0,118.922,113.493,BOTH_SL,-542.9,-70577.0,98760,98762
EURJPY,2016-06-25,BELOW,SELL1,SELL,100.0,113.357,115.824,TIME_EXIT,-246.7,-24670.0,98784,99215
EURJPY,2016-06-25,BELOW,BUY1,BUY,130.0,113.357,115.824,TIME_EXIT,246.7,32071.0,98784,99215
EURJPY,2016-06-27,ABOVE,BUY1,BUY,100.0,112.818,111.73,SL,-108.8,-10880.0,98832,98833
EURJPY,2016-06-27,ABOVE,SELL1,SELL,130.0,112.818,111.73,TP,108.8,14144.0,98832,98833
EURJPY,2016-06-28,BELOW,SELL1,SELL,100.0,112.13,113.244,SL,-111.4,-11140.0,98856,98863
EURJPY,2016-06-28,BELOW,BUY1,BUY,130.0,112.13,113.244,TP,111.4,14482.0,98856,98863
EURJPY,2016-06-29,ABOVE,BUY1,BUY,100.0,113.742,114.056,TP,31.4,3140.0,98880,98892
EURJPY,2016-06-29,ABOVE,SELL1,SELL,130.0,113.742,113.65599999999999,TP,8.6,1118.0,98880,98911
EURJPY,2016-06-30,ABOVE,BUY1,BUY,100.0,114.322,114.784,TP,46.2,4620.0,98904,98914
EURJPY,2016-06-30,ABOVE,SELL1,SELL,130.0,114.322,114.384,TP,-6.2,-806.0,98904,98915
EURJPY,2016-07-01,ABOVE,BUY1,BUY,100.0,114.458,113.339,SL,-111.9,-11190.0,98928,99030
EURJPY,2016-07-01,ABOVE,SELL1,SELL,130.0,114.458,113.339,TP,111.9,14547.0,98928,99030
EURJPY,2016-07-02,ABOVE,BUY1,BUY,100.0,114.137,113.678,SL,-45.9,-4590.0,98952,99025
EURJPY,2016-07-02,ABOVE,SELL1,SELL,130.0,114.137,113.678,TP,45.9,5967.0,98952,99025
EURJPY,2016-07-04,BELOW,SELL1,SELL,100.0,114.04,114.319,SL,-27.9,-2790.0,99000,99001
EURJPY,2016-07-04,BELOW,BUY1,BUY,130.0,114.04,114.319,TP,27.9,3627.0,99000,99001
EURJPY,2016-07-05,ABOVE,BUY1,BUY,100.0,114.253,113.96,SL,-29.3,-2930.0,99024,99024
EURJPY,2016-07-05,ABOVE,SELL1,SELL,130.0,114.253,113.96,TP,29.3,3809.0,99024,99024
EURJPY,2016-07-06,BELOW,SELL1,SELL,100.0,111.92,111.61699999999999,TP,30.3,3030.0,99048,99049
EURJPY,2016-07-06,BELOW,BUY1,BUY,130.0,111.92,112.017,TP,9.7,1261.0,99048,99055
EURJPY,2016-07-07,ABOVE,BUY1,BUY,100.0,112.237,112.808,TP,57.1,5710.0,99072,99178
EURJPY,2016-07-07,ABOVE,SELL1,SELL,130.0,112.237,115.608,SL,-337.1,-43823.0,99072,99204
EURJPY,2016-07-08,BELOW,SELL1,SELL,100.0,111.479,111.018,TP,46.1,4610.0,99096,99109
EURJPY,2016-07-08,BELOW,BUY1,BUY,130.0,111.479,111.418,TP,-6.1,-793.0,99096,99110
EURJPY,2016-07-09,BELOW,SELL1,SELL,100.0,111.061,111.86,SL,-79.9,-7990.0,99120,99172
