date,net_pips
2003-12-02,-73.37040118570235
2003-12-17,-67.26338946573185
2003-12-20,-66.69346452486116
2004-01-06,-58.0065339943028
2004-01-07,78.08503032169563
2004-01-08,81.2110995844298
2004-01-12,88.66333286211352
2004-01-13,92.52880908624854
2004-03-09,113.578397620474
2004-05-31,99.73922092416012
2004-08-11,78.23069338931441
2004-08-17,76.78229679701383
2004-09-29,71.86003612317131
2004-11-15,64.38036634817672
2004-12-11,-56.21359140244897
2004-12-28,-48.622393157541865
2004-12-31,69.28167532698717
2005-02-28,64.95795933500597
2005-03-10,-51.73148648351378
2005-04-06,-45.81299388922366
2005-04-11,56.799831424676995
2005-04-12,56.961272037201184
2005-07-22,91.63903594951444
2005-08-30,-50.77698669588335
2005-10-11,59.11899788068149
2005-10-17,-41.470417786849566
2005-10-19,53.40367748862798
2005-10-22,57.75735402424027
2005-12-07,62.64683429915772
2005-12-08,64.79563184921824
2006-01-06,74.50383947426837
2006-04-07,79.7273083305347
2006-04-21,68.83698054663137
2006-06-09,71.35183739502133
2006-06-28,60.43488742172849
2006-07-17,60.943856854608725
2006-08-16,-50.674477964316566
2006-08-19,-50.48997379285913
2006-09-01,58.526445020449614
2006-10-05,65.35718922882461
2006-11-21,42.91773980912603
2006-12-05,48.37248923521622
2006-12-14,58.336326502284464
2006-12-15,59.55801746640839
2006-12-21,63.94962093082677
2006-12-22,-51.51758637916066
2007-02-04,-43.952497682659896
2007-02-11,-45.05550561545226
2007-02-25,63.09035328968287
2007-04-13,-64.31436595555431
2007-04-16,81.04262194083753
2007-05-04,77.28105918908079
2007-05-06,71.1180153211975
2007-07-01,-60.70495882889395
2007-07-03,-58.1903189125436
2007-07-04,-58.85529613307574
2007-07-14,-51.34730231621154
2008-01-02,62.654858769754696
2009-03-17,-134.27398433377198
2009-03-20,-134.93862739843314
2009-03-25,162.119833109792
2009-04-07,189.64072038142967
2009-04-15,177.4325998018005
2009-06-03,-120.16436833331545
2009-06-04,-125.2276277380796
2009-10-27,92.08235562570246
2010-07-29,118.71546784668021
2010-10-04,80.99008806915487
2010-10-05,-67.21434862082509
2010-10-08,91.21923509327183
2010-11-07,88.78115708345484
2011-01-24,-61.70974832424412
2011-02-22,61.599149969750556
2011-03-05,83.02762241062192
2011-03-08,72.5309145175421
2011-04-04,-80.27514466720709
2011-11-01,119.4262803828243
2012-02-16,-64.5347334737645
2012-03-12,-68.61831762393484
2012-03-18,-64.48574499970141
2012-03-19,77.78786360678163
2012-03-22,83.24325449857832
2012-03-28,87.21114360805637
2012-03-29,87.72884763605242
2012-04-02,85.47478624357774
2012-09-18,67.38344412659154
2012-09-19,-53.93031723328028
2012-09-20,72.81995437445994
2012-10-08,60.79163658891582
2012-10-19,-58.17083945077803
2012-10-26,72.49077232701404
2012-11-23,-64.52274915917775
2012-11-27,75.91544781746842
2012-12-01,-62.700290986821926
2012-12-20,80.75402220189483
2013-01-02,-59.70795783092291
2013-01-03,81.62739195304363
2013-01-08,79.57640350453141
2013-01-09,-66.99457393180899
2013-01-16,109.07186095391717
2013-01-19,127.29730558154324
2013-01-23,122.07116999985652
2013-02-04,117.11564531518997
2013-02-05,-98.02331808227882
2013-02-07,139.77932644222813
2013-02-08,149.04166026778307
2013-02-11,-104.67368289087153
2013-02-15,150.61946587776072
2013-02-18,137.30066929061218
2013-02-19,133.9935500555688
2013-03-13,128.02020096429965
2013-03-14,-98.35728640307144
2013-04-23,151.34852858410193
2013-05-23,100.04573608979024
2013-08-22,-66.98211830582841
2013-09-12,83.54824560202212
2013-11-26,-59.29225893347427
2013-11-30,-60.90122520301213
2013-12-02,-53.73452581280367
2013-12-04,70.831598576901
2013-12-11,-60.36527984511031
2013-12-14,82.07241135773324
2013-12-28,72.30657157873759
2014-01-03,72.91485726469682
2014-01-09,71.65629593044594
2014-04-03,77.6636616338285
2014-04-04,79.39632865998385
2014-04-28,-41.99772054372579
2014-09-20,62.65138573848981
2014-11-07,-73.50290926582181
2014-11-21,99.62894320098223
2014-12-11,-76.73407723920411
2015-05-02,112.0895821955761
2015-05-08,107.31288936261672
2015-05-19,88.55005203682731
2015-06-05,-84.67998932744172
2015-06-11,111.76008838078155
2015-06-19,109.44660856263988
2015-06-22,-76.92223705206322
2015-06-24,104.16395143029627
2016-09-05,58.992709972178204
2016-11-17,-59.57695353514032
2016-11-21,-53.07294252179224
2016-12-03,81.83673755153558
2016-12-09,-84.27009861394146
2016-12-16,96.63414511611472
2016-12-19,83.19822150878389
2017-05-08,76.9210167336899
2017-05-10,-61.91123558867224
2017-05-17,73.95851844938954
2017-06-30,74.30767527352822
2017-07-06,-56.5184061293204
2017-07-11,-52.018058578594605
2017-08-17,64.99836730065363
2017-09-23,74.95657664359408
2017-10-13,61.905933602661435
2017-12-22,-50.006488070889986
2018-01-06,52.759143059679104
2018-01-24,64.17834828503624
2018-04-20,59.65153671741541
2018-07-18,57.139206989244485
2018-09-20,-58.87368130487209
2018-09-22,79.90160093204304
2019-02-27,-36.65591150204881
2019-03-21,46.95034075992248
2019-03-22,49.49231641992833
2019-10-18,-46.46492890857792
2019-10-22,50.62267901200721
2019-12-03,34.22144943241017
2019-12-04,36.359631615809974
2019-12-14,-40.67304692129119
2020-01-15,-37.30166683345095
2020-06-02,-46.55264948479589
2020-06-06,80.27067431580173
2020-07-02,-57.38584773857076
2020-07-03,-56.81828718581505
2020-07-10,64.24708334694935
2020-07-24,60.33359174358475
2020-08-29,-53.91444373465737
2020-09-02,68.24765279459706
2020-09-04,68.09907817493348
2020-09-08,57.787978544206965
2020-09-11,67.54869382712252
2020-09-15,58.50458445430087
2020-12-04,-43.490268455719615
2020-12-05,54.46482406440418
2020-12-19,48.936238032647395
2020-12-25,-36.68011256451342
2020-12-30,43.39427131318183
2021-01-01,-38.06589423833435
2021-01-11,46.62573184289636
2021-01-18,-33.568370228626975
2021-01-21,-37.64503986599641
2021-01-26,41.334207276087454
2021-02-27,-35.523148781045165
2021-03-04,-39.00280592293461
2021-03-05,-39.918319785580024
2021-03-16,45.45862117509694
2021-04-03,-45.45171975482083
2021-04-26,-36.89371797085903
2021-05-01,-40.029888300856896
2021-05-05,-36.41171646607495
2021-05-06,-36.272308147071385
2021-05-11,42.55799505136417
2021-05-14,-38.0241441825101
2021-05-20,45.48794755435972
2023-01-02,115.55950971101561
2023-01-06,-102.20244294957956
2023-01-07,-100.87869702461012
2023-01-12,113.42880634308779
2023-02-17,-78.55460769652984
2023-03-01,-67.77124790227822
2023-03-03,87.62326104148224
2023-04-01,143.38821255451728
2023-04-14,-82.30974222070222
2023-04-18,-70.32062936186583
2023-04-26,-70.0988994291672
2023-05-03,98.1678002265644
2023-05-24,-60.928950792851765
2023-06-01,-62.20201121322566
2023-06-21,-61.69422898308119
2023-06-29,83.81705238241943
2023-07-06,73.51110423903629
