date,entry_px,sl_px,tp_px,exit_px,exit_reason,sl_dist_pips,tp_dist_pips,atr_pips,net_pips,hold_hours
2003-09-03,126.42,127.24024,125.35369,125.35369,TP,82.02,106.63,117.18,105.6308,0.75
2003-09-04,125.52667,126.34756,124.4595,126.34756,SL,82.09,106.72,117.27,-83.0895,1.75
2003-09-07,129.59,130.44116,128.4835,130.44116,SL,85.12,110.65,121.59,-86.1157,21.5
2003-09-08,130.21,131.05869,129.10671,129.10671,TP,84.87,110.33,121.24,109.3291,12.5
2003-09-09,129.51667,130.37533,128.40041,130.37533,SL,85.87,111.63,122.67,-86.8663,16.0
2003-09-10,130.45333,131.34101,129.29936,131.34101,SL,88.77,115.4,126.81,-89.7674,6.0
2003-09-11,130.83333,131.71988,129.68082,131.71988,SL,88.66,115.25,126.65,-89.6551,6.0
2003-09-12,131.08667,131.98963,129.91281,131.98963,SL,90.3,117.39,129.0,-91.2966,13.5
2003-09-14,132.41,133.31186,131.23758,131.23758,TP,90.19,117.24,128.84,116.2418,55.5
2003-09-15,132.21,133.09416,131.06059,131.06059,TP,88.42,114.94,126.31,113.9414,32.25
2003-09-16,132.41667,133.29236,131.27827,131.27827,TP,87.57,113.84,125.1,112.8401,7.5
2003-09-17,130.61,131.53,129.414,129.414,TP,92.0,119.6,131.43,118.6004,5.0
2003-09-18,130.55667,131.49897,129.33167,129.33167,TP,94.23,122.5,134.61,121.4994,8.75
2003-09-19,130.01,130.96243,128.77185,128.77185,TP,95.24,123.82,136.06,122.8154,69.0
2003-09-21,129.92,130.84982,128.71123,128.71123,TP,92.98,120.88,132.83,119.8771,21.0
2003-09-22,128.76667,129.7117,127.53813,127.53813,TP,94.5,122.85,135.0,121.8539,33.0
2003-09-23,128.51667,129.44933,127.30421,127.30421,TP,93.27,121.25,133.24,120.2461,146.0
2003-09-24,128.22,129.15074,127.01004,127.01004,TP,93.07,121.0,132.96,119.9962,125.75
2003-09-25,128.23,129.16052,127.02033,127.02033,TP,93.05,120.97,132.93,119.967,102.5
2003-09-26,128.54333,129.46873,127.34032,127.34032,TP,92.54,120.3,132.2,119.3018,74.0
2003-09-27,128.28733,129.20179,127.09854,127.09854,TP,91.45,118.88,130.64,117.8792,51.0
2003-09-28,128.08,128.96577,126.9285,126.9285,TP,88.58,115.15,126.54,114.1501,31.5
2003-09-29,127.90667,128.77294,126.78051,128.77294,SL,86.63,112.62,123.75,-87.6278,16.0
2003-09-30,128.67,129.5753,127.49311,129.5753,SL,90.53,117.69,129.33,-91.5302,7.25
2003-10-01,129.50667,130.42519,128.31258,130.42519,SL,91.85,119.41,131.22,-92.8525,10.75
2003-10-02,129.89,130.80707,128.6978,128.6978,TP,91.71,119.22,131.01,118.2196,36.0
2003-10-03,129.78667,130.7028,128.59569,128.59569,TP,91.61,119.1,130.88,118.098,12.75
2003-10-04,128.72633,129.64742,127.52892,129.64742,SL,92.11,119.74,131.58,-93.109,63.25
2003-10-05,128.36,129.25137,127.20122,129.25137,SL,89.14,115.88,127.34,-90.1367,37.25
2003-10-06,128.56333,129.43712,127.42741,129.43712,SL,87.38,113.59,124.83,-88.3788,13.0
2003-10-07,129.46667,130.36103,128.304,128.304,TP,89.44,116.27,127.77,115.2671,46.75
2003-10-08,129.39333,130.29452,128.22179,128.22179,TP,90.12,117.15,128.74,116.1538,36.5
2003-10-09,129.41,130.30238,128.24991,128.24991,TP,89.24,116.01,127.48,115.009,12.5
2003-10-10,128.42,129.33116,127.23549,127.23549,TP,91.12,118.45,130.17,117.4514,8.25
2003-10-12,128.26,129.14583,127.10842,127.10842,TP,88.58,115.16,126.55,114.1584,31.25
2003-10-13,128.07667,128.94207,126.95164,126.95164,TP,86.54,112.5,123.63,111.5028,8.5
2003-10-14,127.4,128.27646,126.2606,128.27646,SL,87.65,113.94,125.21,-88.6459,11.0
2003-10-15,127.61667,128.50848,126.45731,128.50848,SL,89.18,115.94,127.4,-90.1811,133.5
2003-10-16,127.49,128.37238,126.3429,128.37238,SL,88.24,114.71,126.05,-89.2384,107.75
2003-10-17,127.24333,128.1194,126.10444,128.1194,SL,87.61,113.89,125.15,-88.6071,82.25
2003-10-19,127.61,128.45183,126.51563,128.45183,SL,84.18,109.44,120.26,-85.1826,36.75
2003-10-20,127.49333,128.31923,126.41967,128.31923,SL,82.59,107.37,117.99,-83.5898,11.75
2003-10-21,128.11,128.9443,127.02541,128.9443,SL,83.43,108.46,119.19,-84.4302,52.25
2003-10-22,127.83667,128.66346,126.76184,128.66346,SL,82.68,107.48,118.11,-83.6792,15.5
2003-10-24,129.30667,130.14311,128.21929,128.21929,TP,83.64,108.74,119.49,107.738,63.75
2003-10-25,129.03167,129.86842,127.94389,127.94389,TP,83.68,108.78,119.54,107.7777,50.75
2003-10-26,128.67,129.4794,127.61778,127.61778,TP,80.94,105.22,115.63,104.2215,27.25
2003-10-27,128.415,129.211,127.3802,127.3802,TP,79.6,103.48,113.71,102.4796,5.0
2003-10-28,127.62333,128.42103,126.58633,126.58633,TP,79.77,103.7,113.96,102.7006,11.5
2003-10-29,126.57333,127.37664,125.52903,127.37664,SL,80.33,104.43,114.76,-81.3307,63.0
2003-10-30,126.31,127.1003,125.28261,127.1003,SL,79.03,102.74,112.9,-80.0297,13.25
2003-10-31,126.45333,127.24435,125.42501,127.24435,SL,79.1,102.83,113.0,-80.102,14.0
2003-11-02,127.4,128.17728,126.38953,126.38953,TP,77.73,101.05,111.04,100.0468,50.0
2003-11-03,127.173,127.93347,126.18438,127.93347,SL,76.05,98.86,108.64,-77.0474,9.25
2003-11-04,127.29333,128.05856,126.29854,126.29854,TP,76.52,99.48,109.32,98.4792,2.5
2003-11-05,126.12333,126.89315,125.12257,125.12257,TP,76.98,100.08,109.97,99.0762,129.5
2003-11-06,125.72333,126.49222,124.72378,124.72378,TP,76.89,99.96,109.84,98.9557,106.0
2003-11-07,125.73,126.48703,124.74587,124.74587,TP,75.7,98.41,108.15,97.4135,82.0
2003-11-09,126.1,126.82364,125.15927,125.15927,TP,72.36,94.07,103.38,93.0731,33.5
2003-11-10,125.95,126.6581,125.02946,125.02946,TP,70.81,92.05,101.16,91.0536,10.0
2003-11-11,124.98333,125.7194,124.02644,125.7194,SL,73.61,95.69,105.15,-74.6068,27.0
2003-11-13,126.17333,126.92429,125.19709,126.92429,SL,75.1,97.62,107.28,-76.0955,12.5
2003-11-17,127.90133,128.61322,126.97588,128.61322,SL,71.19,92.55,101.7,-72.189,21.75
2003-11-18,128.40667,129.13076,127.46535,129.13076,SL,72.41,94.13,103.44,-73.4093,18.25
2003-11-19,128.86333,129.59992,127.90577,129.59992,SL,73.66,95.76,105.23,-74.659,1.5
2003-11-20,129.47667,130.23117,128.49581,128.49581,TP,75.45,98.09,107.79,97.0855,88.0
2003-11-21,129.80333,130.55415,128.82727,128.82727,TP,75.08,97.61,107.26,96.6066,81.75
2003-11-23,129.55,130.27867,128.60273,128.60273,TP,72.87,94.73,104.1,93.7267,11.75
2003-11-24,129.431,130.15376,128.49141,128.49141,TP,72.28,93.96,103.25,92.9594,1.75
2003-11-25,129.03667,129.76894,128.08471,129.76894,SL,73.23,95.2,104.61,-74.2272,13.5
2003-11-26,129.11667,129.85113,128.16186,129.85113,SL,73.45,95.48,104.92,-74.4463,10.5
2003-11-27,129.73333,130.48111,128.76122,130.48111,SL,74.78,97.21,106.83,-75.7781,4.25
2003-11-30,131.47,132.19103,130.53266,132.19103,SL,72.1,93.73,103.0,-73.103,24.0
2003-12-01,131.82967,132.54745,130.89655,130.89655,TP,71.78,93.31,102.54,92.3121,5.0
2003-12-02,131.12,131.85656,130.16247,131.85656,SL,73.66,95.75,105.22,-74.656,15.5
2003-12-03,131.29333,132.03917,130.32374,130.32374,TP,74.58,96.96,106.55,95.9593,28.0
2003-12-04,131.12667,131.86981,130.16058,131.86981,SL,74.31,96.61,106.16,-75.3146,151.5
2003-12-05,130.82,131.56544,129.85093,131.56544,SL,74.54,96.91,106.49,-75.5441,105.0
2003-12-07,130.94,131.65214,130.01422,131.65214,SL,71.21,92.58,101.73,-72.2137,38.5
2003-12-08,130.941,131.63808,130.0348,131.63808,SL,69.71,90.62,99.58,-70.7079,36.5
2003-12-09,131.13667,131.82778,130.23822,131.82778,SL,69.11,89.84,98.73,-70.111,31.5
2003-12-10,131.17,131.86141,130.27117,131.86141,SL,69.14,89.88,98.77,-70.1406,7.5
2003-12-11,131.86,132.57339,130.93259,132.57339,SL,71.34,92.74,101.91,-72.3392,110.75
2003-12-12,131.8,132.51435,130.87135,132.51435,SL,71.43,92.86,102.05,-72.4346,20.5
2003-12-14,132.4,133.08691,131.50701,131.50701,TP,68.69,89.3,98.13,88.2989,22.0
2003-12-15,131.77967,132.47147,130.88032,132.47147,SL,69.18,89.93,98.83,-70.1807,14.25
2003-12-16,132.31333,133.01101,131.40635,133.01101,SL,69.77,90.7,99.67,-70.768,15.5
2003-12-17,132.60333,133.29759,131.7008,133.29759,SL,69.43,90.25,99.18,-70.4258,18.75
2003-12-19,133.5,134.1963,132.59481,134.1963,SL,69.63,90.52,99.47,-70.6299,281.25
2003-12-20,133.48,134.16896,132.58436,134.16896,SL,68.9,89.56,98.42,-69.8955,257.75
2003-12-21,133.36,134.02599,132.49421,134.02599,SL,66.6,86.58,95.14,-67.599,231.75
2003-12-22,133.36567,134.02157,132.513,134.02157,SL,65.59,85.27,93.7,-66.59,207.75
2003-12-23,133.36667,134.0154,132.52331,134.0154,SL,64.87,84.34,92.68,-65.8737,183.75
2003-12-24,133.18,133.81808,132.3505,133.81808,SL,63.81,82.95,91.15,-64.8079,158.25
2003-12-25,133.47,134.10431,132.6454,134.10431,SL,63.43,82.46,90.62,-64.431,136.25
2003-12-26,133.47,134.09367,132.65923,134.09367,SL,62.37,81.08,89.1,-63.3666,113.5
2003-12-28,133.53,134.12834,132.75215,134.12834,SL,59.83,77.78,85.48,-60.8345,65.5
2003-12-29,133.395,133.98236,132.63143,133.98236,SL,58.74,76.36,83.91,-59.736,39.5
2003-12-30,133.49333,134.07861,132.73247,134.07861,SL,58.53,76.09,83.61,-59.5281,16.75
2004-01-01,134.76667,135.36638,133.98705,133.98705,TP,59.97,77.96,85.67,76.9621,1.5
2004-01-02,134.77,135.38425,133.97147,135.38425,SL,61.43,79.85,87.75,-62.4251,72.0
2004-01-04,134.69,135.28925,133.91098,135.28925,SL,59.92,77.9,85.61,-60.9246,24.0
2004-01-05,134.98133,135.57533,134.20914,135.57533,SL,59.4,77.22,84.86,-60.3995,24.5
2004-01-06,134.94333,135.55229,134.15168,135.55229,SL,60.9,79.16,86.99,-61.8961,11.0
2004-01-07,135.18333,135.80886,134.37015,134.37015,TP,62.55,81.32,89.36,80.3188,8.5
2004-01-08,134.51667,135.15285,133.68963,133.68963,TP,63.62,82.7,90.88,81.7032,1.75
2004-01-12,136.975,137.64293,136.10669,136.10669,TP,66.79,86.83,95.42,85.8312,17.25
2004-01-13,136.25333,136.93587,135.36604,135.36604,TP,68.25,88.73,97.5,87.7295,14.5
2004-01-14,135.69,136.37615,134.798,134.798,TP,68.62,89.2,98.02,88.1995,8.0
2004-01-15,134.75,135.45598,133.83223,133.83223,TP,70.6,91.78,100.85,90.7772,13.75
2004-01-16,133.96667,134.67758,133.04248,133.04248,TP,71.09,92.42,101.56,91.4186,7.0
2004-01-17,132.58667,133.32895,131.6217,131.6217,TP,74.23,96.5,106.04,95.4967,50.0
2004-01-18,132.2,132.91754,131.2672,132.91754,SL,71.75,93.28,102.51,-72.7539,33.0
2004-01-19,132.03567,132.74261,131.11664,132.74261,SL,70.69,91.9,100.99,-71.6945,9.0
2004-01-22,135.02667,135.77724,134.05092,134.05092,TP,75.06,97.58,107.23,96.5751,40.0
2004-01-23,135.02,135.77239,134.04189,134.04189,TP,75.24,97.81,107.48,96.8109,16.0
2004-01-24,134.35667,135.13088,133.35019,133.35019,TP,77.42,100.65,110.6,99.6476,53.5
2004-01-25,134.24,134.9884,133.26707,133.26707,TP,74.84,97.29,106.91,96.2926,9.0
2004-01-26,134.043,134.77761,133.08801,133.08801,TP,73.46,95.5,104.94,94.4995,7.25
2004-01-27,133.14,133.89049,132.16436,132.16436,TP,75.05,97.56,107.21,96.5638,1.5
2004-01-28,133.02,133.78701,132.02289,132.02289,TP,76.7,99.71,109.57,98.711,7.5
2004-01-29,132.64,133.43907,131.6012,131.6012,TP,79.91,103.88,114.15,102.8797,13.5
2004-01-30,131.74667,132.56134,130.68759,130.68759,TP,81.47,105.91,116.38,104.9074,9.5
2004-02-01,131.83,132.62284,130.7993,132.62284,SL,79.28,103.07,113.26,-80.2843,37.0
2004-02-02,131.75767,132.533,130.74974,132.533,SL,77.53,100.79,110.76,-78.5329,35.0
2004-02-03,131.32333,132.10105,130.3123,132.10105,SL,77.77,101.1,111.1,-78.7718,7.75
2004-02-04,132.11667,132.91699,131.07624,132.91699,SL,80.03,104.04,114.33,-81.0327,35.25
2004-02-05,132.16333,132.95378,131.13575,132.95378,SL,79.04,102.76,112.92,-80.045,12.0
2004-02-06,132.68667,133.47923,131.65633,133.47923,SL,79.26,103.03,113.22,-80.2568,8.5
2004-02-08,134.09,134.87008,133.07589,134.87008,SL,78.01,101.41,111.44,-79.0083,33.0
2004-02-09,133.60533,134.3817,132.59606,134.3817,SL,77.64,100.93,110.91,-78.6363,2.25
2004-02-10,134.24,135.02455,133.22008,135.02455,SL,78.46,101.99,112.08,-79.4551,40.75
2004-02-11,134.13,134.91383,133.11102,134.91383,SL,78.38,101.9,111.98,-79.3833,16.5
2004-02-13,135.01667,135.80666,133.98968,135.80666,SL,79.0,102.7,112.86,-79.9988,14.75
2004-02-14,134.75,135.55192,133.7075,135.55192,SL,80.19,104.25,114.56,-81.1922,79.25
2004-02-15,134.23,135.00519,133.22225,135.00519,SL,77.52,100.77,110.74,-78.5191,28.75
2004-02-16,134.27467,135.02992,133.29284,135.02992,SL,75.53,98.18,107.89,-76.5255,27.0
2004-02-18,135.44667,136.2057,134.45993,136.2057,SL,75.9,98.67,108.43,-76.9029,20.5
2004-02-19,135.66,136.4243,134.66642,136.4243,SL,76.43,99.36,109.19,-77.4295,23.25
2004-02-20,136.05667,136.82722,135.05495,136.82722,SL,77.06,100.17,110.08,-78.0552,6.25
2004-02-22,136.67,137.41733,135.69847,135.69847,TP,74.73,97.15,106.76,96.1529,31.5
2004-02-23,136.15533,136.89703,135.19113,136.89703,SL,74.17,96.42,105.96,-75.1692,39.25
2004-02-24,136.02333,136.76387,135.06064,136.76387,SL,74.05,96.27,105.79,-75.0536,14.5
2004-02-25,136.82333,137.57535,135.84571,135.84571,TP,75.2,97.76,107.43,96.7624,15.0
2004-02-26,136.58,137.34638,135.5837,135.5837,TP,76.64,99.63,109.48,98.63,31.0
2004-02-27,136.24333,137.0047,135.25355,135.25355,TP,76.14,98.98,108.77,97.9783,9.5
2004-02-29,136.31,137.05958,135.33555,135.33555,TP,74.96,97.45,107.08,96.4452,40.75
2004-03-01,136.44067,137.18201,135.47692,135.47692,TP,74.13,96.37,105.91,95.3749,7.0
