pair,date,ref_mode,leg_tag,side,size,entry,exit,reason,pips,weighted_pips,open_bar,close_bar
EURUSD,2017-08-16,pivot,BUY1,BUY,100.0,1.17403,1.16872,SL,-53.1,-5310.0,117003,117016
EURUSD,2017-08-16,pivot,SELL1,SELL,130.0,1.17403,1.16872,TP,53.1,6903.0,117003,117016
EURUSD,2017-08-29,pivot,BUY1,BUY,100.0,1.1964,1.20057,TP,41.7,4170.0,117315,117321
EURUSD,2017-08-29,pivot,SELL1,SELL,130.0,1.1964,1.19168,TP,47.2,6136.0,117315,117351
EURUSD,2017-09-08,pivot,BUY1,BUY,100.0,1.20277,1.20792,TP,51.5,5150.0,117555,117557
EURUSD,2017-09-08,pivot,SELL1,SELL,130.0,1.20277,1.1914,TP,113.7,14781.0,117555,117689
EURUSD,2017-09-16,pivot,BUY1,BUY,100.0,1.19447,1.20073,TP,62.6,6260.0,117747,117844
EURUSD,2017-09-16,pivot,SELL1,SELL,130.0,1.19447,1.19011,TP,43.6,5668.0,117747,117861
EURUSD,2017-09-29,pivot,BUY1,BUY,100.0,1.17813,1.1824,TP,42.7,4270.0,118059,118071
EURUSD,2017-09-29,pivot,SELL1,SELL,130.0,1.17813,1.17212,TP,60.1,7813.0,118059,118155
EURUSD,2017-10-04,pivot,BUY1,BUY,100.0,1.17476,1.16961,SL,-51.5,-5150.0,118179,118230
EURUSD,2017-10-04,pivot,SELL1,SELL,130.0,1.17476,1.16961,TP,51.5,6695.0,118179,118230
EURUSD,2017-10-18,pivot,BUY1,BUY,100.0,1.1771,1.17361,SL,-34.9,-3490.0,118515,118524
EURUSD,2017-10-18,pivot,SELL1,SELL,130.0,1.1771,1.17361,TP,34.9,4537.0,118515,118524
EURUSD,2017-10-24,pivot,BUY1,BUY,100.0,1.17548,1.17974,TP,42.6,4260.0,118659,118696
EURUSD,2017-10-24,pivot,SELL1,SELL,130.0,1.17548,1.1725,TP,29.8,3874.0,118659,118720
EURUSD,2017-11-03,pivot,BUY1,BUY,100.0,1.16588,1.16261,SL,-32.7,-3270.0,118899,118913
EURUSD,2017-11-03,pivot,SELL1,SELL,130.0,1.16588,1.16261,TP,32.7,4251.0,118899,118913
EURUSD,2017-11-30,pivot,BUY1,BUY,100.0,1.18519,1.18167,SL,-35.2,-3520.0,119547,119557
EURUSD,2017-11-30,pivot,SELL1,SELL,130.0,1.18519,1.18167,TP,35.2,4576.0,119547,119557
EURUSD,2017-12-01,pivot,BUY1,BUY,100.0,1.1898,1.1809,SL,-89.0,-8900.0,119571,119683
EURUSD,2017-12-01,pivot,SELL1,SELL,130.0,1.1898,1.1809,TP,89.0,11570.0,119571,119683
EURUSD,2017-12-21,pivot,BUY1,BUY,100.0,1.18776,1.18289,SL,-48.7,-4870.0,120051,120075
EURUSD,2017-12-21,pivot,SELL1,SELL,130.0,1.18776,1.18289,TP,48.7,6331.0,120051,120075
EURUSD,2017-12-30,pivot,BUY1,BUY,100.0,1.19985,1.20454,TP,46.9,4690.0,120267,120347
EURUSD,2017-12-30,pivot,SELL1,SELL,130.0,1.19985,1.19369,TP,61.6,8008.0,120267,120515
EURUSD,2018-01-05,pivot,BUY1,BUY,100.0,1.20663,1.20044,SL,-61.9,-6190.0,120411,120490
EURUSD,2018-01-05,pivot,SELL1,SELL,130.0,1.20663,1.20044,TP,61.9,8047.0,120411,120490
EURUSD,2018-01-16,pivot,BUY1,BUY,100.0,1.22666,1.23164,TP,49.8,4980.0,120675,120699
EURUSD,2018-01-16,pivot,SELL1,SELL,130.0,1.22666,1.21876,TP,79.0,10270.0,120675,120720
EURUSD,2018-01-19,pivot,BUY1,BUY,100.0,1.2234,1.22848,TP,50.8,5080.0,120747,120756
EURUSD,2018-01-19,pivot,SELL1,SELL,130.0,1.2234,1.23666,TIME_EXIT,-132.6,-17238.0,120747,121178
EURUSD,2018-01-25,pivot,BUY1,BUY,100.0,1.23921,1.24349,TP,42.8,4280.0,120891,120894
EURUSD,2018-01-25,pivot,SELL1,SELL,130.0,1.23921,1.2292,TP,100.1,13013.0,120891,121218
EURUSD,2018-01-31,pivot,BUY1,BUY,100.0,1.24084,1.24738,TP,65.4,6540.0,121035,121050
EURUSD,2018-01-31,pivot,SELL1,SELL,130.0,1.24084,1.2335,TP,73.4,9542.0,121035,121191
EURUSD,2018-02-07,pivot,BUY1,BUY,100.0,1.23803,1.23138,SL,-66.5,-6650.0,121203,121218
EURUSD,2018-02-07,pivot,SELL1,SELL,130.0,1.23803,1.23138,TP,66.5,8645.0,121203,121218
EURUSD,2018-02-09,pivot,BUY1,BUY,100.0,1.22607,1.2212,SL,-48.7,-4870.0,121251,121268
EURUSD,2018-02-09,pivot,SELL1,SELL,130.0,1.22607,1.2212,TP,48.7,6331.0,121251,121268
EURUSD,2018-02-10,pivot,BUY1,BUY,100.0,1.2251,1.23073,TP,56.3,5630.0,121275,121352
EURUSD,2018-02-10,pivot,SELL1,SELL,130.0,1.2251,1.22259,TIME_EXIT,25.1,3263.0,121275,121706
EURUSD,2018-02-23,pivot,BUY1,BUY,100.0,1.23256,1.22597,SL,-65.9,-6590.0,121587,121698
EURUSD,2018-02-23,pivot,SELL1,SELL,130.0,1.23256,1.22597,TP,65.9,8567.0,121587,121698
EURUSD,2018-03-10,pivot,BUY1,BUY,100.0,1.23041,1.23542,TP,50.1,5010.0,121947,122031
