pair,date,leg,entry,exit,reason,pips,atr_pips,dist_pips
USDJPY,2022-01-25,SELL,113.858,114.10839,SL,-27.039,44.13899,44.13899
USDJPY,2022-01-26,BUY,113.904667,114.349386,TP,42.4719,44.471919,44.471919
USDJPY,2022-01-26,SELL,113.904667,114.303719,SL,-41.9053,44.471919,44.471919
USDJPY,2022-01-27,BUY,114.413,114.894954,TP,46.1954,48.195353,48.195353
USDJPY,2022-01-27,SELL,114.413,114.631954,SL,-23.8954,48.195353,48.195353
USDJPY,2022-01-28,BUY,115.104333,114.670972,SL,-45.3362,52.002828,52.002828
USDJPY,2022-01-28,SELL,115.104333,114.584305,TP,50.0028,52.002828,52.002828
USDJPY,2022-01-29,BUY,115.329,115.066831,SL,-28.2169,52.316912,52.316912
USDJPY,2022-01-29,SELL,115.329,114.805831,TP,50.3169,52.316912,52.316912
USDJPY,2022-01-30,BUY,115.181,115.1042,SL,-9.68,48.57999,48.57999
USDJPY,2022-01-30,SELL,115.181,114.6952,TP,46.58,48.57999,48.57999
USDJPY,2022-01-31,BUY,115.272333,115.125114,SL,-16.7219,46.488562,46.488562
USDJPY,2022-01-31,SELL,115.272333,114.807448,TP,44.4886,46.488562,46.488562
USDJPY,2022-02-01,BUY,115.211,114.911678,SL,-31.9322,47.932236,47.932236
USDJPY,2022-02-01,SELL,115.211,115.342322,SL,-15.1322,47.932236,47.932236
USDJPY,2022-02-02,BUY,114.83,114.901272,BOTH_SL,5.1272,48.97279,48.97279
USDJPY,2022-02-02,SELL,114.83,115.221728,SL,-41.1728,48.97279,48.97279
USDJPY,2022-02-03,BUY,114.443667,114.944985,TP,48.1319,50.131877,50.131877
USDJPY,2022-02-03,SELL,114.443667,114.826319,SL,-40.2652,50.131877,50.131877
USDJPY,2022-02-04,BUY,114.756,114.608,TIME_EXIT,-16.8,51.272457,51.272457
USDJPY,2022-02-04,SELL,114.756,114.608,TIME_EXIT,12.8,51.272457,51.272457
USDJPY,2022-02-05,BUY,115.118333,115.64122,TP,50.2887,52.28871,52.28871
USDJPY,2022-02-05,SELL,115.118333,115.435887,SL,-33.7554,52.28871,52.28871
USDJPY,2022-02-06,BUY,115.154,115.639538,TP,46.5538,48.553802,48.553802
USDJPY,2022-02-06,SELL,115.154,115.398538,SL,-26.4538,48.553802,48.553802
USDJPY,2022-02-07,BUY,115.233667,114.913143,SL,-34.0523,46.285674,46.285674
USDJPY,2022-02-07,SELL,115.233667,115.375857,SL,-16.219,46.285674,46.285674
USDJPY,2022-02-08,BUY,115.117333,115.5802,TP,44.2867,46.286697,46.286697
USDJPY,2022-02-08,SELL,115.117333,115.521867,SL,-42.4534,46.286697,46.286697
USDJPY,2022-02-09,BUY,115.424333,115.898424,TP,45.4091,47.409076,47.409076
USDJPY,2022-02-09,SELL,115.424333,115.794091,SL,-38.9757,47.409076,47.409076
USDJPY,2022-02-10,BUY,115.506333,115.966632,TP,44.0299,46.029856,46.029856
USDJPY,2022-02-10,SELL,115.506333,115.941299,SL,-45.4965,46.029856,46.029856
USDJPY,2022-02-11,BUY,115.956333,115.679437,SL,-29.6896,48.856295,48.856295
USDJPY,2022-02-11,SELL,115.956333,115.767563,BOTH_SL,16.877,48.856295,48.856295
USDJPY,2022-02-12,BUY,115.531333,115.05712,SL,-49.4213,53.687988,53.687988
USDJPY,2022-02-12,SELL,115.531333,115.54688,SL,-3.5547,53.687988,53.687988
USDJPY,2022-02-13,BUY,115.411,115.095469,SL,-33.5531,49.853132,49.853132
USDJPY,2022-02-13,SELL,115.411,115.508531,SL,-11.7531,49.853132,49.853132
USDJPY,2022-02-14,BUY,115.497,115.111292,SL,-40.5708,48.270765,48.270765
USDJPY,2022-02-14,SELL,115.497,115.014292,TP,46.2708,48.270765,48.270765
USDJPY,2022-02-15,BUY,115.431333,115.3722,SL,-7.9133,50.079996,50.079996
USDJPY,2022-02-15,SELL,115.431333,115.7578,SL,-34.6467,50.079996,50.079996
USDJPY,2022-02-16,BUY,115.589667,115.269971,SL,-33.9695,50.902854,50.902854
USDJPY,2022-02-16,SELL,115.589667,115.080638,TP,48.9029,50.902854,50.902854
USDJPY,2022-02-17,BUY,115.505,115.030974,SL,-49.4026,50.50265,50.50265
USDJPY,2022-02-17,SELL,115.505,114.999974,TP,48.5026,50.50265,50.50265
USDJPY,2022-02-18,BUY,115.064333,114.77419,SL,-31.0144,52.181032,52.181032
USDJPY,2022-02-18,SELL,115.064333,114.542523,TP,50.181,52.181032,52.181032
USDJPY,2022-02-19,BUY,115.024667,114.602105,SL,-44.2562,52.08953,52.08953
USDJPY,2022-02-19,SELL,115.024667,114.503771,TP,50.0895,52.08953,52.08953
USDJPY,2022-02-20,BUY,114.991,114.639312,SL,-37.1688,48.368849,48.368849
USDJPY,2022-02-20,SELL,114.991,114.507312,TP,46.3688,48.368849,48.368849
USDJPY,2022-02-21,BUY,114.963,114.660432,SL,-32.2568,46.256788,46.256788
USDJPY,2022-02-21,SELL,114.963,114.500432,TP,44.2568,46.256788,46.256788
USDJPY,2022-02-22,BUY,114.743,115.21717,TP,45.417,47.417018,47.417018
USDJPY,2022-02-22,SELL,114.743,114.99317,SL,-27.017,47.417018,47.417018
USDJPY,2022-02-23,BUY,114.953333,114.625056,SL,-34.8277,49.194374,49.194374
USDJPY,2022-02-23,SELL,114.953333,114.46139,TP,47.1944,49.194374,49.194374
USDJPY,2022-02-24,BUY,114.99,114.636909,SL,-37.3091,48.009061,48.009061
USDJPY,2022-02-24,SELL,114.99,114.509909,TP,46.0091,48.009061,48.009061
USDJPY,2022-02-25,BUY,115.216333,115.754132,TP,51.7798,53.779843,53.779843
USDJPY,2022-02-25,SELL,115.216333,115.682798,SL,-48.6465,53.779843,53.779843
USDJPY,2022-02-26,BUY,115.468333,115.221759,SL,-26.6575,54.32414,54.32414
USDJPY,2022-02-26,SELL,115.468333,115.691241,SL,-24.2908,54.32414,54.32414
USDJPY,2022-02-27,BUY,115.501,115.260562,SL,-26.0438,50.443844,50.443844
USDJPY,2022-02-27,SELL,115.501,115.652438,SL,-17.1438,50.443844,50.443844
USDJPY,2022-02-28,BUY,115.500333,115.177521,SL,-34.2812,51.247855,51.247855
USDJPY,2022-02-28,SELL,115.500333,114.987855,TP,49.2479,51.247855,51.247855
USDJPY,2022-03-01,BUY,115.211667,114.753841,SL,-47.7825,53.515865,53.515865
USDJPY,2022-03-01,SELL,115.211667,115.233159,SL,-4.1492,53.515865,53.515865
USDJPY,2022-03-02,BUY,114.942333,115.481481,TP,51.9147,53.914732,53.914732
USDJPY,2022-03-02,SELL,114.942333,115.330147,SL,-40.7814,53.914732,53.914732
USDJPY,2022-03-03,BUY,115.330667,114.991435,SL,-35.9232,56.456537,56.456537
USDJPY,2022-03-03,SELL,115.330667,114.766101,TP,54.4565,56.456537,56.456537
USDJPY,2022-03-04,BUY,115.556333,116.110787,TP,53.4454,55.445356,55.445356
USDJPY,2022-03-04,SELL,115.556333,115.933454,SL,-39.712,55.445356,55.445356
USDJPY,2022-03-05,BUY,114.998,115.577635,TP,55.9635,57.963545,57.963545
USDJPY,2022-03-05,SELL,114.998,115.410635,SL,-43.2635,57.963545,57.963545
USDJPY,2022-03-06,BUY,114.789,115.327233,TP,51.8233,53.823291,53.823291
USDJPY,2022-03-06,SELL,114.789,115.327233,SL,-55.8233,53.823291,53.823291
USDJPY,2022-03-07,BUY,114.899667,115.411526,TP,49.1859,51.185913,51.185913
USDJPY,2022-03-07,SELL,114.899667,115.342859,SL,-46.3192,51.185913,51.185913
USDJPY,2022-03-09,BUY,115.611667,116.128821,TP,49.7154,51.715405,51.715405
USDJPY,2022-03-09,SELL,115.611667,116.071154,SL,-47.9487,51.715405,51.715405
USDJPY,2022-03-13,BUY,117.224,117.736535,TP,49.2535,51.253503,51.253503
USDJPY,2022-03-13,SELL,117.224,117.736535,SL,-53.2535,51.253503,51.253503
USDJPY,2022-03-15,BUY,117.991,117.828784,SL,-18.2216,52.721643,52.721643
USDJPY,2022-03-15,SELL,117.991,118.222216,SL,-25.1216,52.721643,52.721643
USDJPY,2022-03-17,BUY,118.721333,119.293719,TP,55.2386,57.23856,57.23856
USDJPY,2022-03-17,SELL,118.721333,118.937386,SL,-23.6052,57.23856,57.23856
USDJPY,2022-03-18,BUY,118.625,119.203572,TP,55.8572,57.857234,57.857234
USDJPY,2022-03-18,SELL,118.625,119.047572,SL,-44.2572,57.857234,57.857234
USDJPY,2022-03-19,BUY,118.994667,119.598341,TP,58.3674,60.367432,60.367432
USDJPY,2022-03-19,SELL,118.994667,119.582674,SL,-60.8008,60.367432,60.367432
USDJPY,2022-03-20,BUY,119.116,119.676555,TP,54.0555,56.055472,56.055472
USDJPY,2022-03-20,SELL,119.116,119.539555,SL,-44.3555,56.055472,56.055472
USDJPY,2022-03-21,BUY,119.182667,119.726539,TP,52.3872,54.387224,54.387224
USDJPY,2022-03-21,SELL,119.182667,119.646872,SL,-48.4206,54.387224,54.387224
USDJPY,2022-03-23,BUY,120.776333,121.410693,TP,61.4359,63.435923,63.435923
USDJPY,2022-03-23,SELL,120.776333,121.225359,SL,-46.9026,63.435923,63.435923
USDJPY,2022-03-24,BUY,121.018,121.660834,TP,62.2834,64.283357,64.283357
USDJPY,2022-03-24,SELL,121.018,121.592834,SL,-59.4834,64.283357,64.283357
USDJPY,2022-03-25,BUY,121.911,121.389155,SL,-54.1845,70.284546,70.284546
USDJPY,2022-03-25,SELL,121.911,121.208155,TP,68.2845,70.284546,70.284546
USDJPY,2022-03-26,BUY,121.844667,121.615144,SL,-24.9523,73.68565,73.68565
USDJPY,2022-03-26,SELL,121.844667,122.045856,SL,-22.119,73.68565,73.68565
USDJPY,2022-03-27,BUY,121.999,122.292776,BOTH_SL,27.3776,68.422389,68.422389
USDJPY,2022-03-27,SELL,121.999,122.667224,SL,-68.8224,68.422389,68.422389
USDJPY,2022-03-28,BUY,122.205333,122.314506,BOTH_SL,8.9173,66.249361,66.249361
USDJPY,2022-03-28,SELL,122.205333,122.803494,SL,-61.816,66.249361,66.249361
USDJPY,2022-03-29,BUY,123.613333,123.474685,SL,-15.8649,82.63155,82.63155
USDJPY,2022-03-29,SELL,123.613333,124.134315,SL,-54.0982,82.63155,82.63155
USDJPY,2022-03-30,BUY,123.135,124.068222,TP,91.3222,93.322153,93.322153
USDJPY,2022-03-30,SELL,123.135,123.733222,SL,-61.8222,93.322153,93.322153
USDJPY,2022-03-31,BUY,122.151,121.456651,SL,-71.4349,99.634857,99.634857
USDJPY,2022-03-31,SELL,122.151,122.277349,SL,-14.6349,99.634857,99.634857
USDJPY,2022-04-01,BUY,121.825667,122.834562,TP,98.8895,100.88951,100.88951
USDJPY,2022-04-01,SELL,121.825667,122.750895,SL,-94.5228,100.88951,100.88951
USDJPY,2022-04-02,BUY,122.417333,123.446379,TP,100.9045,102.904545,102.904545
USDJPY,2022-04-02,SELL,122.417333,123.291045,SL,-89.3712,102.904545,102.904545
USDJPY,2022-04-03,BUY,122.477,123.432542,TP,93.5542,95.55422,95.55422
USDJPY,2022-04-03,SELL,122.477,123.217542,SL,-76.0542,95.55422,95.55422
USDJPY,2022-04-04,BUY,122.613333,123.518623,TP,88.5289,90.528919,90.528919
USDJPY,2022-04-04,SELL,122.613333,123.167289,SL,-57.3956,90.528919,90.528919
USDJPY,2022-04-05,BUY,122.672667,123.563007,TP,87.034,89.033996,89.033996
USDJPY,2022-04-05,SELL,122.672667,123.26034,SL,-60.7673,89.033996,89.033996
USDJPY,2022-04-07,BUY,123.742,124.641416,TP,87.9416,89.941558,89.941558
USDJPY,2022-04-07,SELL,123.742,124.488416,SL,-76.6416,89.941558,89.941558
USDJPY,2022-04-08,BUY,123.931,124.820457,TP,86.9457,88.945732,88.945732
USDJPY,2022-04-08,SELL,123.931,124.552457,SL,-64.1457,88.945732,88.945732
USDJPY,2022-04-09,BUY,124.206,125.104282,TP,87.8282,89.82818,89.82818
USDJPY,2022-04-09,SELL,124.206,124.906282,SL,-72.0282,89.82818,89.82818
USDJPY,2022-04-10,BUY,124.279,125.113119,TP,81.4119,83.411881,83.411881
USDJPY,2022-04-10,SELL,124.279,124.842119,SL,-58.3119,83.411881,83.411881
USDJPY,2022-04-12,BUY,125.178333,124.90478,SL,-29.3553,85.321979,85.321979
USDJPY,2022-04-12,SELL,125.178333,125.61522,SL,-45.6886,85.321979,85.321979
USDJPY,2022-04-13,BUY,125.316,126.179418,TP,84.3418,86.341838,86.341838
USDJPY,2022-04-13,SELL,125.316,125.944418,SL,-64.8418,86.341838,86.341838
USDJPY,2022-04-14,BUY,125.673667,126.544412,TP,85.0746,87.074564,87.074564
USDJPY,2022-04-14,SELL,125.673667,126.342746,SL,-68.9079,87.074564,87.074564
USDJPY,2022-04-16,BUY,126.363,127.233189,TP,85.0189,87.018884,87.018884
USDJPY,2022-04-16,SELL,126.363,127.109189,SL,-76.6189,87.018884,87.018884
USDJPY,2022-04-17,BUY,126.352,127.160032,TP,78.8032,80.803249,80.803249
USDJPY,2022-04-17,SELL,126.352,127.047032,SL,-71.5032,80.803249,80.803249
USDJPY,2022-04-18,BUY,126.558333,127.336935,TP,75.8602,77.86016,77.86016
USDJPY,2022-04-18,SELL,126.558333,127.017602,SL,-47.9268,77.86016,77.86016
USDJPY,2022-04-20,BUY,128.573,128.26767,SL,-32.533,90.932995,90.932995
USDJPY,2022-04-20,SELL,128.573,127.66367,TP,88.933,90.932995,90.932995
USDJPY,2022-04-21,BUY,128.28,128.123551,SL,-17.6449,98.344924,98.344924
USDJPY,2022-04-21,SELL,128.28,128.717449,SL,-45.7449,98.344924,98.344924
USDJPY,2022-04-22,BUY,128.314,128.129226,SL,-20.4774,97.77743,97.77743
USDJPY,2022-04-22,SELL,128.314,128.711774,SL,-41.7774,97.77743,97.77743
USDJPY,2022-04-23,BUY,128.43,127.860995,SL,-58.9005,100.60047,100.60047
USDJPY,2022-04-23,SELL,128.43,127.423995,TP,98.6005,100.60047,100.60047
USDJPY,2022-04-24,BUY,128.449,127.932853,SL,-53.6147,93.414722,93.414722
USDJPY,2022-04-24,SELL,128.449,127.514853,TP,91.4147,93.414722,93.414722
USDJPY,2022-04-25,BUY,128.617667,127.966935,SL,-67.0732,90.006528,90.006528
USDJPY,2022-04-25,SELL,128.617667,127.717601,TP,88.0065,90.006528,90.006528
USDJPY,2022-04-26,BUY,128.053,127.269011,SL,-80.3989,93.198919,93.198919
USDJPY,2022-04-26,SELL,128.053,127.121011,TP,91.1989,93.198919,93.198919
USDJPY,2022-04-27,BUY,127.468667,128.424085,TP,93.5419,95.541853,95.541853
USDJPY,2022-04-27,SELL,127.468667,128.198419,SL,-74.9752,95.541853,95.541853
USDJPY,2022-04-28,BUY,128.091,127.75554,SL,-35.546,98.346007,98.346007
USDJPY,2022-04-28,SELL,128.091,128.50046,SL,-42.946,98.346007,98.346007
USDJPY,2022-04-29,BUY,130.128,129.374501,SL,-77.3499,112.049863,112.049863
USDJPY,2022-04-29,SELL,130.128,130.434499,SL,-32.6499,112.049863,112.049863
USDJPY,2022-04-30,BUY,129.986333,129.327894,SL,-67.8439,114.810587,114.810587
USDJPY,2022-04-30,SELL,129.986333,129.767106,BOTH_SL,19.9227,114.810587,114.810587
USDJPY,2022-05-01,BUY,129.824,129.409902,SL,-43.4098,106.609831,106.609831
USDJPY,2022-05-01,SELL,129.824,129.685098,BOTH_SL,11.8902,106.609831,106.609831
USDJPY,2022-05-02,BUY,130.006333,129.44498,SL,-58.1353,103.101986,103.101986
USDJPY,2022-05-02,SELL,130.006333,129.65002,BOTH_SL,33.6313,103.101986,103.101986
USDJPY,2022-05-03,BUY,130.062333,129.359767,SL,-72.2566,101.923273,101.923273
USDJPY,2022-05-03,SELL,130.062333,129.638233,BOTH_SL,40.4101,101.923273,101.923273
USDJPY,2022-05-04,BUY,130.036333,129.390427,SL,-66.5907,98.857325,98.857325
USDJPY,2022-05-04,SELL,130.036333,129.607573,BOTH_SL,40.876,98.857325,98.857325
USDJPY,2022-05-05,BUY,129.409667,130.453342,TP,102.3675,104.367516,104.367516
USDJPY,2022-05-05,SELL,129.409667,130.279675,SL,-89.0008,104.367516,104.367516
USDJPY,2022-05-06,BUY,129.876,129.712873,SL,-18.3127,109.812693,109.812693
USDJPY,2022-05-06,SELL,129.876,130.681127,SL,-82.5127,109.812693,109.812693
USDJPY,2022-05-09,BUY,130.483667,129.786811,SL,-71.6856,106.718929,106.718929
USDJPY,2022-05-09,SELL,130.483667,130.650189,SL,-18.6523,106.718929,106.718929
USDJPY,2022-05-10,BUY,130.611667,129.731896,SL,-89.9771,107.910434,107.910434
USDJPY,2022-05-10,SELL,130.611667,129.532562,TP,105.9104,107.910434,107.910434
USDJPY,2022-05-11,BUY,130.236667,129.754832,SL,-50.1835,105.616832,105.616832
USDJPY,2022-05-11,SELL,130.236667,130.639168,SL,-42.2502,105.616832,105.616832
USDJPY,2022-05-13,BUY,128.675333,128.607942,SL,-8.7392,117.20584,117.20584
USDJPY,2022-05-13,SELL,128.675333,129.517058,SL,-86.1725,117.20584,117.20584
USDJPY,2022-05-14,BUY,128.993,128.612589,SL,-40.0411,116.741137,116.741137
USDJPY,2022-05-14,SELL,128.993,127.825589,TP,114.7411,116.741137,116.741137
USDJPY,2022-05-15,BUY,129.182,128.695975,SL,-50.6025,108.402484,108.402484
USDJPY,2022-05-15,SELL,129.182,128.097975,TP,106.4025,108.402484,108.402484
USDJPY,2022-05-16,BUY,129.362333,128.750691,SL,-63.1642,102.930878,102.930878
USDJPY,2022-05-16,SELL,129.362333,129.727309,SL,-38.4975,102.930878,102.930878
USDJPY,2022-05-17,BUY,129.095,128.756999,SL,-35.8001,102.300101,102.300101
USDJPY,2022-05-17,SELL,129.095,128.071999,TP,100.3001,102.300101,102.300101
USDJPY,2022-05-18,BUY,129.342667,128.442928,SL,-91.9739,101.807237,101.807237
USDJPY,2022-05-18,SELL,129.342667,128.324594,TP,99.8072,101.807237,101.807237
USDJPY,2022-05-19,BUY,128.432,127.885647,SL,-56.6353,105.635291,105.635291
USDJPY,2022-05-19,SELL,128.432,127.375647,TP,103.6353,105.635291,105.635291
USDJPY,2022-05-20,BUY,127.938333,127.179101,SL,-77.9232,111.789913,111.789913
USDJPY,2022-05-20,SELL,127.938333,126.820434,TP,109.7899,111.789913,111.789913
USDJPY,2022-05-21,BUY,127.865333,126.989951,SL,-89.5383,109.30492,109.30492
USDJPY,2022-05-21,SELL,127.865333,126.772284,TP,107.3049,109.30492,109.30492
USDJPY,2022-05-22,BUY,127.772,127.068026,SL,-72.3974,101.497425,101.497425
USDJPY,2022-05-22,SELL,127.772,126.757026,TP,99.4974,101.497425,101.497425
USDJPY,2022-05-23,BUY,127.905333,127.119952,SL,-80.5381,96.304752,96.304752
USDJPY,2022-05-23,SELL,127.905333,126.942286,TP,94.3048,96.304752,96.304752
USDJPY,2022-05-24,BUY,127.640333,127.131313,SL,-52.902,95.168698,95.168698
USDJPY,2022-05-24,SELL,127.640333,126.688646,TP,93.1687,95.168698,95.168698
USDJPY,2022-05-25,BUY,127.058667,126.573148,SL,-50.5519,100.68522,100.68522
USDJPY,2022-05-25,SELL,127.058667,127.556852,SL,-51.8186,100.68522,100.68522
USDJPY,2022-05-26,BUY,127.098333,128.093482,TP,97.5148,99.514847,99.514847
USDJPY,2022-05-26,SELL,127.098333,127.545148,SL,-46.6815,99.514847,99.514847
USDJPY,2022-05-27,BUY,127.077667,128.075305,TP,97.7638,99.763787,99.763787
USDJPY,2022-05-27,SELL,127.077667,127.673638,SL,-61.5971,99.763787,99.763787
USDJPY,2022-05-28,BUY,127.006,127.973735,TP,94.7735,96.773516,96.773516
USDJPY,2022-05-28,SELL,127.006,127.825735,SL,-83.9735,96.773516,96.773516
USDJPY,2022-05-29,BUY,127.087,127.985611,TP,87.8611,89.861122,89.861122
USDJPY,2022-05-29,SELL,127.087,127.756611,SL,-68.9611,89.861122,89.861122
USDJPY,2022-05-30,BUY,127.204667,128.063591,TP,83.8925,85.892471,85.892471
USDJPY,2022-05-30,SELL,127.204667,127.716925,SL,-53.2258,85.892471,85.892471
USDJPY,2022-06-02,BUY,129.698667,130.639546,TP,92.088,94.087958,94.087958
USDJPY,2022-06-02,SELL,129.698667,130.45088,SL,-77.2213,94.087958,94.087958
USDJPY,2022-06-03,BUY,129.888,130.812245,TP,90.4245,92.424533,92.424533
USDJPY,2022-06-03,SELL,129.888,130.606245,SL,-73.8245,92.424533,92.424533
USDJPY,2022-06-04,BUY,130.481,131.431942,TP,93.0942,95.094209,95.094209
USDJPY,2022-06-04,SELL,130.481,131.379942,SL,-91.8942,95.094209,95.094209
USDJPY,2022-06-05,BUY,130.781,131.664018,TP,86.3018,88.301766,88.301766
USDJPY,2022-06-05,SELL,130.781,131.312018,SL,-55.1018,88.301766,88.301766
USDJPY,2022-06-06,BUY,130.807,131.647731,TP,82.0731,84.073068,84.073068
USDJPY,2022-06-06,SELL,130.807,131.269731,SL,-48.2731,84.073068,84.073068
USDJPY,2022-06-07,BUY,131.634333,131.787607,BOTH_SL,13.3274,91.439277,91.439277
USDJPY,2022-06-07,SELL,131.634333,132.406393,SL,-79.2059,91.439277,91.439277
USDJPY,2022-06-08,BUY,132.636,132.474135,SL,-18.1865,91.386472,91.386472
USDJPY,2022-06-08,SELL,132.636,133.224865,SL,-60.8865,91.386472,91.386472
USDJPY,2022-06-09,BUY,133.901,133.332911,SL,-58.8089,97.808867,97.808867
USDJPY,2022-06-09,SELL,133.901,134.160089,SL,-27.9089,97.808867,97.808867
USDJPY,2022-06-10,BUY,134.042333,133.385703,SL,-67.663,100.629662,100.629662
USDJPY,2022-06-10,SELL,134.042333,134.368297,SL,-34.5963,100.629662,100.629662
USDJPY,2022-06-11,BUY,134.075333,135.089609,TP,99.4275,101.427543,101.427543
USDJPY,2022-06-11,SELL,134.075333,134.604275,SL,-54.8942,101.427543,101.427543
USDJPY,2022-06-12,BUY,134.384,134.254173,SL,-14.9827,94.182719,94.182719
USDJPY,2022-06-12,SELL,134.384,134.531827,SL,-16.7827,94.182719,94.182719
USDJPY,2022-06-13,BUY,134.644333,134.005875,SL,-65.8459,91.412525,91.412525
USDJPY,2022-06-13,SELL,134.644333,133.730208,TP,89.4125,91.412525,91.412525
USDJPY,2022-06-14,BUY,134.340667,135.304212,TP,94.3545,96.354487,96.354487
USDJPY,2022-06-14,SELL,134.340667,134.976545,SL,-65.5878,96.354487,96.354487
USDJPY,2022-06-15,BUY,134.909667,134.286637,SL,-64.303,101.736309,101.736309
USDJPY,2022-06-15,SELL,134.909667,134.814363,BOTH_SL,7.5304,101.736309,101.736309
USDJPY,2022-06-16,BUY,134.285333,133.601877,SL,-70.3456,107.312287,107.312287
USDJPY,2022-06-16,SELL,134.285333,134.188123,BOTH_SL,7.721,107.312287,107.312287
USDJPY,2022-06-17,BUY,132.860667,133.415172,BOTH_SL,53.4505,122.382838,122.382838
USDJPY,2022-06-17,SELL,132.860667,133.397828,SL,-55.7162,122.382838,122.382838
USDJPY,2022-06-19,BUY,134.878,136.148602,TP,125.0602,127.060202,127.060202
USDJPY,2022-06-19,SELL,134.878,135.801602,SL,-94.3602,127.060202,127.060202
USDJPY,2022-06-20,BUY,135.185333,136.401107,TP,119.5773,121.577331,121.577331
