be_mode,n_cal_days,main_n_trades,main_total_pips,main_cal_ppd,main_win_rate,main_ter,main_best_day,main_worst_day,addon_n_trades,addon_total_pips,addon_cal_ppd,addon_win_rate,addon_ter,sar_n_trades,sar_total_pips,sar_cal_ppd,sar_win_rate,sar_ter,total_pips,total_cal_ppd,be_tp_count,sl_count,tp_count,time_exit_count,split,pair,layer
N/A,2557,6054,21574.87,8.4376,0.4823,0.1031,585.53,-516.57,0,0.0,0.0,0.0,0.0,2844,4819.66,1.8849,0.2553,0.0243,26394.53,10.3225,0,2846,2584,624,train,usdjpy,L3
N/A,1826,4287,-4890.54,-2.6783,0.4742,0.1054,680.87,-590.83,0,0.0,0.0,0.0,0.0,2035,-2529.31,-1.3852,0.2388,0.0187,-7419.86,-4.0634,0,2036,1799,452,adjust,usdjpy,L3
N/A,1526,3493,-22796.31,-14.9386,0.4592,0.0744,771.56,-669.09,0,0.0,0.0,0.0,0.0,1765,9511.4,6.2329,0.2895,0.0227,-13284.92,-8.7057,0,1765,1468,260,oos,usdjpy,L3
