source,date,entry_px,exit_px,net_pips
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2004-03-02,135.97667,134.99853,96.8138
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2004-03-07,138.51,137.31241,118.7588
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2004-03-08,138.632,137.49818,112.3821
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2004-03-09,138.30333,137.15755,113.5784
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2004-03-10,137.56,136.37126,117.8742
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2004-04-24,129.52567,128.19312,132.2544
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2004-05-19,136.40333,135.24842,114.4911
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2004-05-26,135.62,134.52389,108.6108
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2004-05-29,134.98833,133.86662,111.1711
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2004-05-30,134.72,133.67159,103.8414
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2004-05-31,134.97767,133.97027,99.7392
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2004-06-07,136.48667,135.37574,110.0924
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2004-07-19,135.41667,134.58051,82.6154
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2004-07-20,134.77333,133.9059,85.7429
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2004-07-21,134.25667,133.3316,91.5069
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2004-07-30,134.91667,134.03005,87.6614
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2004-08-11,136.05,135.25769,78.2307
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2004-08-16,136.73,135.96164,75.8356
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2004-08-17,136.52333,135.74551,76.7823
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2004-09-15,134.44,133.67001,75.9989
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2004-09-16,133.87667,133.10968,75.699
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2004-09-29,137.07,136.3414,71.86
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2004-10-01,136.79667,136.0447,74.1964
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2004-10-05,136.51,135.8011,69.8896
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2004-10-08,136.7,135.99205,69.7952
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2004-10-11,135.89333,135.2518,63.1538
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2004-10-19,136.55,135.92057,61.9426
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2004-10-27,136.26667,135.55645,70.0212
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2004-11-07,136.87,136.17746,68.2541
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2004-11-13,137.09,136.34735,73.2653
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2004-11-14,136.93,136.24039,67.9606
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2004-11-15,136.97667,136.32286,64.3804
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2004-12-02,136.82667,136.20496,61.1707
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2004-12-16,139.79667,139.09273,69.3938
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2004-12-17,139.05,138.28649,75.3506
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2004-12-31,140.67,139.96718,69.2817
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2005-01-01,139.38667,138.6346,74.2066
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2005-01-02,139.07,138.37165,68.8347
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2005-01-04,138.57333,137.87889,68.4446
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2005-02-02,135.27667,134.52114,74.5529
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2005-02-03,135.26,134.50059,74.9412
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2005-02-20,138.08,137.35861,71.1395
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2005-02-22,137.83,137.15298,66.7023
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2005-02-27,139.36,138.69063,65.9366
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2005-02-28,139.043,138.38342,64.958
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2005-03-01,138.44667,137.75945,67.7217
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2005-03-31,138.94933,138.3336,60.5734
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2005-04-11,139.98267,139.40467,56.7998
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2005-04-12,139.82967,139.25005,56.9613
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2005-04-22,139.68333,139.02496,64.8374
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2005-07-02,133.76067,132.95395,79.6716
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2005-07-04,133.40667,132.67769,71.8973
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2005-07-22,135.06,134.13361,91.639
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2005-08-10,138.30667,137.60349,69.3177
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2005-08-11,137.19667,136.44167,74.5
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2005-08-12,136.81333,136.07326,73.0071
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2005-09-06,137.0,136.35366,63.6338
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2005-10-10,137.87667,137.28663,58.0035
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2005-10-11,137.71333,137.11214,59.119
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2005-10-19,138.29,137.74596,53.4037
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2005-10-22,138.635,138.04743,57.7574
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2005-11-04,140.36,139.72341,62.6586
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2005-11-05,139.96667,139.28,67.6666
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2005-11-06,139.71,139.07238,62.7618
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2005-11-07,139.613,139.00994,59.3059
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2005-11-17,139.26667,138.61045,64.6214
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2005-12-07,142.43667,141.8002,62.6468
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2005-12-08,141.96667,141.30871,64.7956
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2006-01-06,140.42333,139.66829,74.5038
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2006-02-04,143.021,142.33151,67.9486
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2006-02-05,142.975,142.33457,63.0432
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2006-02-06,142.96867,142.36319,59.5476
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2006-02-07,142.53,141.91447,60.5528
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2006-02-23,141.115,140.46479,64.0212
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2006-03-08,140.35,139.60147,73.8529
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2006-03-14,142.01333,141.24877,75.4561
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2006-03-18,141.569,140.77333,78.5671
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2006-04-07,144.04833,143.24106,79.7273
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2006-04-12,143.57667,142.83984,72.6831
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2006-04-21,144.785,144.08663,68.837
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2006-04-22,144.234,143.50218,72.1816
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2006-06-09,144.57,143.84648,71.3518
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2006-06-18,145.54,144.93343,59.6565
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2006-06-20,145.27667,144.67703,58.9633
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2006-06-28,146.32333,145.70898,60.4349
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2006-07-08,146.415,145.69573,70.9274
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2006-07-17,146.93,146.31056,60.9439
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2006-07-26,147.37833,146.76687,60.1465
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2006-07-28,147.27667,146.6001,66.657
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2006-08-06,147.57,146.90809,65.1911
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2006-08-23,149.21,148.59352,60.6479
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2006-08-28,149.61667,149.03365,57.3016
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2006-09-01,150.385,149.78974,58.5264
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2006-09-20,149.28667,148.50388,77.279
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2006-09-22,148.815,148.03451,77.0489
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2006-10-05,149.86667,149.20309,65.3572
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2006-11-14,151.02,150.55982,45.0181
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2006-11-21,151.36333,150.92416,42.9177
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2006-12-03,153.92,153.40148,50.8521
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2006-12-05,153.87667,153.38294,48.3725
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2006-12-06,153.17667,152.63566,53.1009
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2006-12-14,155.19667,154.6033,58.3363
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2006-12-15,155.08333,154.47775,59.558
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2006-12-21,156.08,155.4305,63.9496
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2007-02-13,158.09667,157.46687,61.9802
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2007-02-15,158.19333,157.53308,65.0252
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2007-02-16,157.16667,156.45803,69.8641
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2007-02-25,159.37,158.7291,63.0904
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2007-03-28,157.55333,156.56458,97.8755
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2007-04-16,161.847,161.02657,81.0426
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2007-04-18,161.55167,160.72515,81.6521
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2007-04-22,161.49333,160.61035,87.2981
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2007-04-29,163.17,162.32305,83.6948
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2007-05-02,163.02,162.21922,79.0775
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2007-05-04,163.27667,162.49386,77.2811
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2007-05-06,163.45,162.72882,71.118
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2008-01-02,168.28,167.64345,62.6549
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2009-03-12,124.725,123.01516,169.984
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2009-03-25,132.83333,131.20214,162.1198
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2009-03-28,131.07333,129.26084,180.2498
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2009-03-29,130.06,128.37372,167.6284
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2009-04-07,134.98333,133.07693,189.6407
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2009-04-15,132.13167,130.34734,177.4326
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2009-05-06,131.81,130.25607,154.3928
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2009-05-10,134.21,132.62027,157.9734
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2009-06-07,137.89,136.31782,156.2175
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2009-06-11,137.465,135.94549,150.951
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2009-06-14,137.86,136.4763,137.3701
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2009-06-15,137.61933,136.30918,130.0151
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2009-07-21,133.94333,132.51883,141.4502
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2009-08-09,138.33,137.00545,131.4555
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2009-08-10,138.29167,137.0289,125.2769
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2009-08-11,137.42,136.15285,125.7146
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2009-08-12,136.12667,134.81223,130.4436
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2009-08-14,136.46833,134.99293,146.5405
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2009-09-23,134.57333,133.5999,96.3428
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2009-09-24,134.65667,133.69297,95.3698
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2009-10-25,138.17,137.23237,92.7629
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2009-10-26,138.154,137.26917,87.4825
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2009-10-27,137.42667,136.49584,92.0824
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2009-11-11,134.65833,133.29408,135.4249
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2009-11-13,134.35333,133.01224,133.1092
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2009-11-17,133.62333,132.42528,118.8056
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2009-12-06,134.49,133.19646,128.3541
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2009-12-07,134.04667,132.79612,124.0546
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2010-01-02,133.301,132.4185,87.2498
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2010-01-03,133.22,132.40015,80.9853
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2010-01-12,133.82667,132.88339,93.3281
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2010-03-14,124.57,123.44515,111.4852
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2010-03-18,124.39,123.27345,110.6546
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2010-04-04,127.72,126.72642,98.3576
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2010-04-05,127.665,126.71737,93.7631
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2010-04-06,127.23833,126.30054,92.7793
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2010-04-13,126.87833,125.8762,99.2129
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2010-06-22,112.465,111.13298,132.2019
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2010-07-10,112.06167,110.86801,118.3659
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2010-07-11,111.98,110.87095,109.9048
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2010-07-15,112.58333,111.44917,112.4166
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2010-07-22,111.45,110.26507,117.4935
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2010-07-29,113.86,112.66285,118.7155
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2010-07-30,113.58333,112.40311,117.0219
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2010-08-04,113.57667,112.53575,103.0916
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2010-08-06,113.25167,112.2215,102.0171
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2010-08-08,113.54,112.58291,94.709
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2010-08-09,113.4,112.49307,89.6926
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2010-08-10,113.61333,112.73251,87.0821
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2010-10-03,114.85,113.98348,85.652
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2010-10-04,114.84167,114.02177,80.9901
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2010-10-08,114.865,113.94281,91.2192
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2010-11-06,114.319,113.35339,95.5614
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2010-11-07,114.0,113.10219,88.7812
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2011-01-05,109.37567,108.58257,78.3095
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2011-01-16,110.93,110.08794,83.2058
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2011-01-29,112.35667,111.4411,90.5571
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2011-02-04,111.716,110.83221,87.3788
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2011-02-12,113.071,112.27918,78.1825
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2011-02-13,113.05,112.31233,72.7671
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2011-02-14,112.824,112.11608,69.7925
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2011-02-20,113.91,113.24414,65.5861
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2011-02-22,113.78733,113.16134,61.5991
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2011-03-05,115.31733,114.47706,83.0276
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2011-03-08,114.90067,114.16536,72.5309
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2011-03-11,114.624,113.89965,71.4345
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2011-04-10,122.73,121.65346,106.6538
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2011-04-12,122.255,121.18123,106.3765
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2011-04-14,121.308,120.16531,113.2693
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2011-04-29,121.10867,119.89319,120.5476
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2011-04-30,120.45567,119.25681,118.8856
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2011-05-01,120.187,119.07365,110.3354
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2011-05-03,120.40633,119.35722,103.9112
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2011-05-05,119.86067,118.77134,107.9326
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2011-05-21,116.12267,114.8536,125.9065
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2011-05-22,115.68,114.50106,116.8937
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2011-06-05,117.48,116.40139,106.8607
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2011-07-03,117.42,116.52173,88.827
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2011-07-06,117.109,116.26612,83.2883
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2011-08-05,111.98233,110.67084,130.1493
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2011-08-07,111.978,110.72813,123.9867
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2011-08-08,112.13467,110.91642,120.8245
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2011-10-16,107.15,106.02414,111.586
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2011-10-18,106.21267,105.06625,113.642
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2011-10-23,105.928,104.85413,106.3873
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2011-11-01,109.03733,107.83307,119.4263
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2011-11-02,107.54833,106.25166,128.6669
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2011-11-06,107.869,106.70655,115.245
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2011-11-07,107.848,106.73881,109.9188
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2011-11-14,106.401,105.39039,100.0612
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2011-12-03,104.738,103.85012,87.7882
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2011-12-04,104.43,103.60456,81.5437
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2011-12-06,104.38033,103.58313,78.7199
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2011-12-08,104.126,103.34749,76.8506
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2012-01-21,99.76533,99.05638,69.895
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2012-01-27,101.65633,100.90908,73.7252
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2012-01-30,101.37133,100.70839,65.2942
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2012-02-28,108.26967,107.30005,95.9618
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2012-03-03,107.99467,107.05423,93.0432
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2012-03-04,107.93,107.05518,86.4818
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2012-03-05,107.75267,106.91154,83.1126
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2012-03-19,109.97233,109.18445,77.7879
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2012-03-22,110.42367,109.58123,83.2433
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2012-03-28,110.772,109.88989,87.2111
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2012-03-29,110.387,109.49971,87.7288
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2012-04-01,110.57,109.6661,89.3897
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2012-04-02,110.73767,109.87292,85.4748
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2012-06-22,100.81767,99.7828,102.4866
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2012-06-24,101.1,100.15903,93.0974
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2012-07-01,101.07,100.09685,96.3151
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2012-07-02,101.10767,100.18602,91.1645
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2012-09-02,98.6,98.00757,58.2425
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2012-09-05,98.55033,97.98883,55.1508
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2012-09-09,100.2,99.62658,56.342
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2012-09-10,100.131,99.58352,53.7476
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2012-09-18,103.184,102.50017,67.3834
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2012-09-20,102.69533,101.95713,72.82
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2012-09-21,101.596,100.81595,77.0046
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2012-09-22,101.57267,100.79335,76.9318
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2012-09-23,101.44,100.71193,71.8073
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2012-09-24,101.352,100.65806,68.3943
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2012-09-25,100.84033,100.12725,70.308
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2012-10-07,102.55,101.89561,64.4388
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2012-10-08,102.45733,101.83942,60.7916
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2012-10-24,103.79133,103.06598,71.5355
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2012-10-26,103.90667,103.17176,72.4908
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2012-10-27,103.207,102.44379,75.3209
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2012-10-28,103.03,102.32053,69.9474
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2012-10-29,102.96267,102.29119,66.1473
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2012-11-03,103.35333,102.65434,68.8998
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2012-11-04,103.31,102.65092,64.908
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2012-11-27,106.518,105.74885,75.9154
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2012-11-28,106.425,105.65586,75.914
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2012-12-07,107.117,106.39155,71.5454
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2012-12-20,111.52933,110.71179,80.754
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2013-01-03,115.069,114.24273,81.6274
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2013-01-07,115.33333,114.54756,77.5776
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2013-01-08,114.63367,113.8279,79.5764
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2013-01-16,118.56733,117.46661,109.0719
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2013-01-19,120.013,118.73003,127.2973
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2013-01-22,119.41933,118.29184,111.7492
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2013-01-23,118.442,117.21129,122.0712
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2013-02-04,126.65967,125.47851,117.1156
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2013-02-07,126.65,125.24221,139.7793
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2013-02-08,125.74333,124.24292,149.0417
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2013-02-13,125.819,124.3477,146.1298
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2013-02-14,125.559,124.07618,147.2815
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2013-02-15,124.61667,123.10047,150.6195
sell_pp_s1_atr14_adx_di_plus_greater_ledger.csv,2013-02-18,125.14433,123.76133,137.3007
