be_mode,n_cal_days,main_n_trades,main_total_pips,main_cal_ppd,main_win_rate,main_ter,main_best_day,main_worst_day,addon_n_trades,addon_total_pips,addon_cal_ppd,addon_win_rate,addon_ter,sar_n_trades,sar_total_pips,sar_cal_ppd,sar_win_rate,sar_ter,total_pips,total_cal_ppd,be_tp_count,sl_count,tp_count,time_exit_count,split,pair,layer
N/A,2557,6054,23484.81,9.1845,0.4092,0.0479,585.53,-374.45,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,23484.81,9.1845,0,3493,2271,290,train,usdjpy,L1
N/A,1826,4287,-9570.84,-5.2414,0.3965,0.0518,680.87,-423.16,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,-9570.84,-5.2414,0,2511,1554,222,adjust,usdjpy,L1
N/A,1526,3493,-16334.83,-10.7043,0.3839,0.0392,771.56,-480.9,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,-16334.83,-10.7043,0,2104,1252,137,oos,usdjpy,L1
