side,bucket,trades,avg_pips_first_event,pivot_first_rate,sl_first_rate,avg_mfe_pips,med_mfe_pips
SELL,10-15%,248,2.619428763440788,0.830645,0.169355,18.056854838709675,14.49999999999818
SELL,15-20%,269,2.245780669145008,0.739777,0.260223,21.50706319702605,18.999999999999773
SELL,20-25%,350,1.367861904762086,0.614286,0.385714,28.78885714285713,24.09999999999997
SELL,30-35%,169,0.8569625246548407,0.47929,0.52071,30.168047337278047,26.49999999999864
