pair,buy_tp_above_yh_pips,sell_tp_after_buytp_below_yh_pips,sell_sl_above_yh_pips,shared_selltp_buysl_offset_from_yl_pips,traded_days,total_pips,raw_pips_per_day,total_weighted_pips,weighted_pips_per_day_per_100_units
EURJPY,20,5,350,-20,836,6458.9,3.5372,871784.0,4.7743
EURJPY,20,5,350,-10,836,5865.0,3.2119,786162.0,4.3054
EURJPY,20,5,350,0,836,5719.5,3.1323,763764.0,4.1827
EURJPY,20,5,350,10,836,5004.5,2.7407,655643.0,3.5906
EURJPY,20,5,350,20,836,4171.9,2.2847,554422.0,3.0363
EURJPY,20,5,400,-20,836,6389.1,3.499,862710.0,4.7246
EURJPY,20,5,400,-10,836,5795.2,3.1737,777088.0,4.2557
EURJPY,20,5,400,0,836,5294.7,2.8996,708540.0,3.8803
EURJPY,20,5,400,10,836,4679.7,2.5628,613419.0,3.3594
EURJPY,20,5,400,20,836,3897.1,2.1342,518698.0,2.8406
EURJPY,20,10,150,-20,836,4606.9,2.5229,631024.0,3.4558
EURJPY,20,10,150,-10,836,4466.9,2.4463,604409.0,3.31
EURJPY,20,10,150,0,836,4706.9,2.5777,632126.0,3.4618
EURJPY,20,10,150,10,836,3956.9,2.167,519455.0,2.8448
EURJPY,20,10,150,20,836,3565.8,1.9528,475629.0,2.6048
EURJPY,20,10,200,-20,836,4087.7,2.2386,563528.0,3.0861
EURJPY,20,10,200,-10,836,3788.8,2.0749,516256.0,2.8273
EURJPY,20,10,200,0,836,4058.8,2.2228,547873.0,3.0004
EURJPY,20,10,200,10,836,3398.8,1.8613,446902.0,2.4474
EURJPY,20,10,200,20,836,3087.7,1.691,413476.0,2.2644
EURJPY,20,10,250,-20,836,6045.9,3.311,818094.0,4.4803
EURJPY,20,10,250,-10,836,5587.0,3.0597,750022.0,4.1075
EURJPY,20,10,250,0,836,5619.5,3.0775,750764.0,4.1115
EURJPY,20,10,250,10,836,4429.5,2.4258,580893.0,3.1812
EURJPY,20,10,250,20,836,3958.6,2.1679,526693.0,2.8844
EURJPY,20,10,300,-20,836,6779.8,3.7129,913501.0,5.0027
EURJPY,20,10,300,-10,836,6060.9,3.3192,811629.0,4.4448
EURJPY,20,10,300,0,836,6293.4,3.4465,838371.0,4.5913
EURJPY,20,10,300,10,836,5203.4,2.8496,681500.0,3.7322
EURJPY,20,10,300,20,836,4381.5,2.3995,581670.0,3.1855
EURJPY,20,10,350,-20,836,6163.0,3.3751,833317.0,4.5636
EURJPY,20,10,350,-10,836,5444.1,2.9814,731445.0,4.0057
EURJPY,20,10,350,0,836,5838.6,3.1975,779247.0,4.2675
EURJPY,20,10,350,10,836,4848.6,2.6553,635376.0,3.4796
EURJPY,20,10,350,20,836,4126.7,2.26,548546.0,3.0041
EURJPY,20,10,400,-20,836,6001.9,3.2869,812374.0,4.4489
EURJPY,20,10,400,-10,836,5283.0,2.8932,710502.0,3.891
EURJPY,20,10,400,0,836,5263.8,2.8827,704523.0,3.8583
EURJPY,20,10,400,10,836,4373.8,2.3953,573652.0,3.1416
EURJPY,20,10,400,20,836,3751.9,2.0547,499822.0,2.7373
EURJPY,20,15,150,-20,836,3247.6,1.7785,454315.0,2.488
EURJPY,20,15,150,-10,836,2997.6,1.6416,413400.0,2.264
EURJPY,20,15,150,0,836,3247.6,1.7785,442417.0,2.4229
EURJPY,20,15,150,10,836,2902.6,1.5896,382396.0,2.0942
EURJPY,20,15,150,20,836,2556.5,1.4001,344420.0,1.8862
EURJPY,20,15,200,-20,836,2887.1,1.5811,407450.0,2.2314
EURJPY,20,15,200,-10,836,2473.2,1.3544,345228.0,1.8906
EURJPY,20,15,200,0,836,2793.2,1.5297,383345.0,2.0994
EURJPY,20,15,200,10,836,2518.2,1.3791,332424.0,1.8205
EURJPY,20,15,200,20,836,2232.6,1.2227,302313.0,1.6556
EURJPY,20,15,250,-20,836,5139.2,2.8145,700223.0,3.8347
EURJPY,20,15,250,-10,836,4560.3,2.4974,616551.0,3.3765
EURJPY,20,15,250,0,836,4422.8,2.4221,595193.0,3.2595
EURJPY,20,15,250,10,836,3487.8,1.9101,458472.0,2.5108
EURJPY,20,15,250,20,836,3137.4,1.7182,419937.0,2.2998
EURJPY,20,15,300,-20,836,6259.9,3.4282,845914.0,4.6326
EURJPY,20,15,300,-10,836,5527.5,3.0271,742287.0,4.0651
EURJPY,20,15,300,0,836,5590.0,3.0613,746929.0,4.0905
EURJPY,20,15,300,10,836,4540.0,2.4863,595258.0,3.2599
EURJPY,20,15,300,20,836,3728.4,2.0418,496767.0,2.7205
EURJPY,20,15,350,-20,836,5343.1,2.9261,726730.0,3.9799
EURJPY,20,15,350,-10,836,4610.7,2.525,623103.0,3.4124
EURJPY,20,15,350,0,836,4835.2,2.648,648805.0,3.5531
EURJPY,20,15,350,10,836,3935.2,2.1551,516634.0,2.8293
EURJPY,20,15,350,20,836,3223.6,1.7654,431143.0,2.3611
EURJPY,20,15,400,-20,836,5400.2,2.9574,734153.0,4.0206
EURJPY,20,15,400,-10,836,4667.8,2.5563,630526.0,3.453
EURJPY,20,15,400,0,836,4473.6,2.4499,601797.0,3.2957
EURJPY,20,15,400,10,836,3723.6,2.0392,489126.0,2.6787
EURJPY,20,15,400,20,836,3112.0,1.7043,416635.0,2.2817
EURJPY,20,20,150,-20,836,2055.7,1.1258,299368.0,1.6395
EURJPY,20,20,150,-10,836,1695.7,0.9286,244153.0,1.3371
EURJPY,20,20,150,0,836,1965.7,1.0765,275770.0,1.5102
EURJPY,20,20,150,10,836,2065.7,1.1313,273599.0,1.4984
EURJPY,20,20,150,20,836,1784.6,0.9773,244073.0,1.3367
EURJPY,20,20,200,-20,836,2304.4,1.262,331699.0,1.8165
EURJPY,20,20,200,-10,836,1775.5,0.9723,254527.0,1.3939
EURJPY,20,20,200,0,836,2038.7,1.1165,285260.0,1.5622
EURJPY,20,20,200,10,836,2178.7,1.1932,288289.0,1.5788
EURJPY,20,20,200,20,836,2048.1,1.1216,278328.0,1.5242
EURJPY,20,20,250,-20,836,4247.6,2.3262,584315.0,3.2
EURJPY,20,20,250,-10,836,3548.7,1.9434,485043.0,2.6563
EURJPY,20,20,250,0,836,3344.4,1.8315,455001.0,2.4918
EURJPY,20,20,250,10,836,2814.7,1.5415,370969.0,2.0316
EURJPY,20,20,250,20,836,2714.3,1.4865,364934.0,1.9985
EURJPY,20,20,300,-20,836,5325.0,2.9162,724377.0,3.967
EURJPY,20,20,300,-10,836,4472.6,2.4494,605150.0,3.3141
EURJPY,20,20,300,0,836,4468.3,2.447,601108.0,3.2919
EURJPY,20,20,300,10,836,3788.2,2.0746,497524.0,2.7247
EURJPY,20,20,300,20,836,3206.8,1.7562,428959.0,2.3492
EURJPY,20,20,350,-20,836,4478.2,2.4525,614293.0,3.3641
EURJPY,20,20,350,-10,836,3625.8,1.9857,495066.0,2.7112
EURJPY,20,20,350,0,836,3783.5,2.072,512084.0,2.8044
EURJPY,20,20,350,10,836,3303.4,1.8091,434500.0,2.3795
EURJPY,20,20,350,20,836,2822.0,1.5455,378935.0,2.0752
EURJPY,20,20,400,-20,836,4567.9,2.5016,625954.0,3.428
EURJPY,20,20,400,-10,836,3715.5,2.0348,506727.0,2.7751
EURJPY,20,20,400,0,836,3449.5,1.8891,468664.0,2.5666
EURJPY,20,20,400,10,836,3169.4,1.7357,417080.0,2.2841
EURJPY,20,20,400,20,836,2788.0,1.5268,374515.0,2.051
EURJPY,20,25,150,-20,836,1765.7,0.967,261668.0,1.433
EURJPY,20,25,150,-10,836,1295.7,0.7096,192153.0,1.0523
EURJPY,20,25,150,0,836,1420.7,0.778,204920.0,1.1222
EURJPY,20,25,150,10,836,1480.7,0.8109,197549.0,1.0819
EURJPY,20,25,150,20,836,1634.6,0.8952,224573.0,1.2299
EURJPY,20,25,200,-20,836,2165.6,1.186,313655.0,1.7177
EURJPY,20,25,200,-10,836,1521.7,0.8334,221533.0,1.2132
EURJPY,20,25,200,0,836,1629.9,0.8926,232116.0,1.2712
EURJPY,20,25,200,10,836,1764.9,0.9665,234495.0,1.2842
EURJPY,20,25,200,20,836,2034.3,1.1141,276534.0,1.5144
EURJPY,20,25,250,-20,836,4244.6,2.3245,583925.0,3.1978
EURJPY,20,25,250,-10,836,3425.7,1.8761,469053.0,2.5687
EURJPY,20,25,250,0,836,3056.4,1.6738,417561.0,2.2868
EURJPY,20,25,250,10,836,2683.1,1.4694,353861.0,1.9379
EURJPY,20,25,250,20,836,2991.0,1.638,400905.0,2.1955
EURJPY,20,25,300,-20,836,5341.7,2.9254,726548.0,3.9789
EURJPY,20,25,300,-10,836,4369.3,2.3928,591721.0,3.2405
EURJPY,20,25,300,0,836,4200.0,2.3001,566229.0,3.1009
EURJPY,20,25,300,10,836,3756.6,2.0573,493416.0,2.7022
EURJPY,20,25,300,20,836,3678.5,2.0145,490280.0,2.685
EURJPY,20,25,350,-20,836,4392.0,2.4053,603087.0,3.3028
EURJPY,20,25,350,-10,836,3419.6,1.8727,468260.0,2.5644
EURJPY,20,25,350,0,836,3412.3,1.8687,463828.0,2.5401
EURJPY,20,25,350,10,836,3218.9,1.7628,423515.0,2.3194
EURJPY,20,25,350,20,836,3198.7,1.7518,427906.0,2.3434
EURJPY,20,25,400,-20,836,4291.7,2.3503,590048.0,3.2314
EURJPY,20,25,400,-10,836,3319.3,1.8178,455221.0,2.493
EURJPY,20,25,400,0,836,2883.3,1.579,395058.0,2.1635
EURJPY,20,25,400,10,836,2939.9,1.61,387245.0,2.1207
EURJPY,20,25,400,20,836,3069.7,1.6811,411136.0,2.2516
EURJPY,20,30,150,-20,836,1207.6,0.6613,189115.0,1.0357
EURJPY,20,30,150,-10,836,627.6,0.3437,105300.0,0.5767
EURJPY,20,30,150,0,836,787.6,0.4313,122617.0,0.6715
EURJPY,20,30,150,10,836,997.6,0.5463,134746.0,0.7379
EURJPY,20,30,150,20,836,1266.5,0.6936,176720.0,0.9678
EURJPY,20,30,200,-20,836,1732.5,0.9488,257352.0,1.4094
EURJPY,20,30,200,-10,836,973.6,0.5332,150280.0,0.823
EURJPY,20,30,200,0,836,1156.8,0.6335,170613.0,0.9344
EURJPY,20,30,200,10,836,1296.8,0.7102,173642.0,0.9509
EURJPY,20,30,200,20,836,1766.2,0.9673,241681.0,1.3236
EURJPY,20,30,250,-20,836,3904.2,2.1381,539673.0,2.9555
EURJPY,20,30,250,-10,836,2965.3,1.6239,409201.0,2.241
EURJPY,20,30,250,0,836,2827.3,1.5484,387778.0,2.1236
EURJPY,20,30,250,10,836,2494.0,1.3658,329278.0,1.8033
EURJPY,20,30,250,20,836,2977.9,1.6308,399202.0,2.1862
EURJPY,20,30,300,-20,836,5190.8,2.8427,706931.0,3.8715
EURJPY,20,30,300,-10,836,4098.4,2.2445,556504.0,3.0477
EURJPY,20,30,300,0,836,4210.4,2.3058,567581.0,3.1083
EURJPY,20,30,300,10,836,3635.2,1.9908,477634.0,2.6157
EURJPY,20,30,300,20,836,3778.1,2.0691,503228.0,2.7559
EURJPY,20,30,350,-20,836,4256.2,2.3309,585433.0,3.2061
EURJPY,20,30,350,-10,836,3163.8,1.7326,435006.0,2.3823
EURJPY,20,30,350,0,836,3487.8,1.9101,473643.0,2.5939
EURJPY,20,30,350,10,836,3162.6,1.732,416196.0,2.2793
EURJPY,20,30,350,20,836,3413.4,1.8693,455817.0,2.4963
EURJPY,20,30,400,-20,836,4015.9,2.1993,554194.0,3.035
EURJPY,20,30,400,-10,836,2923.5,1.601,403767.0,2.2112
EURJPY,20,30,400,0,836,2863.8,1.5683,392523.0,2.1496
EURJPY,20,30,400,10,836,2788.6,1.5272,367576.0,2.013
EURJPY,20,30,400,20,836,3239.4,1.774,433197.0,2.3724
EURJPY,25,5,150,-20,836,3064.1,1.678,466004.0,2.552
EURJPY,25,5,150,-10,836,2816.9,1.5427,424139.0,2.3228
EURJPY,25,5,150,0,836,3196.9,1.7508,462514.0,2.5329
EURJPY,25,5,150,10,836,3336.9,1.8274,456450.0,2.4997
EURJPY,25,5,150,20,836,2730.8,1.4955,378494.0,2.0728
EURJPY,25,5,200,-20,836,2228.2,1.2203,357337.0,1.9569
EURJPY,25,5,200,-10,836,1982.1,1.0855,315615.0,1.7285
EURJPY,25,5,200,0,836,2452.1,1.3429,365690.0,2.0027
EURJPY,25,5,200,10,836,2682.1,1.4688,371326.0,2.0335
EURJPY,25,5,200,20,836,2066.0,1.1314,292070.0,1.5995
EURJPY,25,5,250,-20,836,3979.5,2.1794,585006.0,3.2038
EURJPY,25,5,250,-10,836,3578.4,1.9597,523134.0,2.8649
EURJPY,25,5,250,0,836,3355.9,1.8378,483184.0,2.6461
EURJPY,25,5,250,10,836,3081.2,1.6874,423209.0,2.3177
EURJPY,25,5,250,20,836,2215.3,1.2132,311479.0,1.7058
EURJPY,25,5,300,-20,836,5058.4,2.7702,725263.0,3.9719
EURJPY,25,5,300,-10,836,4402.3,2.4109,630241.0,3.4515
EURJPY,25,5,300,0,836,4329.8,2.3712,609791.0,3.3395
EURJPY,25,5,300,10,836,4033.3,2.2088,546982.0,2.9955
EURJPY,25,5,300,20,836,2960.7,1.6214,408381.0,2.2365
EURJPY,25,5,350,-20,836,4341.6,2.3777,632079.0,3.4615
EURJPY,25,5,350,-10,836,3685.5,2.0183,537057.0,2.9412
EURJPY,25,5,350,0,836,3725.0,2.04,531167.0,2.9089
EURJPY,25,5,350,10,836,3578.5,1.9597,487858.0,2.6717
EURJPY,25,5,350,20,836,2555.9,1.3997,355757.0,1.9483
EURJPY,25,5,400,-20,836,4326.8,2.3696,630155.0,3.451
EURJPY,25,5,400,-10,836,3670.7,2.0102,535133.0,2.9306
EURJPY,25,5,400,0,836,3405.2,1.8648,489593.0,2.6812
EURJPY,25,5,400,10,836,3408.7,1.8668,465784.0,2.5508
EURJPY,25,5,400,20,836,2436.1,1.3341,340183.0,1.863
EURJPY,25,10,150,-20,836,2994.1,1.6397,456904.0,2.5022
EURJPY,25,10,150,-10,836,2796.9,1.5317,421539.0,2.3085
EURJPY,25,10,150,0,836,3191.9,1.748,461864.0,2.5294
EURJPY,25,10,150,10,836,3306.9,1.811,452550.0,2.4784
EURJPY,25,10,150,20,836,2750.8,1.5065,381094.0,2.087
EURJPY,25,10,200,-20,836,1791.1,0.9809,300514.0,1.6458
EURJPY,25,10,200,-10,836,1435.0,0.7859,244492.0,1.3389
EURJPY,25,10,200,0,836,1960.0,1.0734,301717.0,1.6523
EURJPY,25,10,200,10,836,2205.0,1.2076,309303.0,1.6939
EURJPY,25,10,200,20,836,1728.9,0.9468,248247.0,1.3595
EURJPY,25,10,250,-20,836,4116.4,2.2543,602803.0,3.3012
EURJPY,25,10,250,-10,836,3600.3,1.9717,525981.0,2.8805
EURJPY,25,10,250,0,836,3467.8,1.8991,497731.0,2.7258
EURJPY,25,10,250,10,836,2983.1,1.6337,410456.0,2.2478
EURJPY,25,10,250,20,836,2347.2,1.2854,328626.0,1.7997
EURJPY,25,10,300,-20,836,5257.5,2.8792,751146.0,4.1136
EURJPY,25,10,300,-10,836,4481.4,2.4542,640524.0,3.5078
EURJPY,25,10,300,0,836,4548.9,2.4912,638274.0,3.4955
EURJPY,25,10,300,10,836,4042.4,2.2138,548165.0,3.002
EURJPY,25,10,300,20,836,3055.5,1.6733,420705.0,2.304
EURJPY,25,10,350,-20,836,4650.7,2.5469,672262.0,3.6816
EURJPY,25,10,350,-10,836,3874.6,2.1219,561640.0,3.0758
EURJPY,25,10,350,0,836,4104.1,2.2476,580450.0,3.1788
EURJPY,25,10,350,10,836,3747.6,2.0524,509841.0,2.7921
EURJPY,25,10,350,20,836,2860.7,1.5666,395381.0,2.1653
EURJPY,25,10,400,-20,836,4599.6,2.5189,665619.0,3.6452
EURJPY,25,10,400,-10,836,3823.5,2.0939,554997.0,3.0394
EURJPY,25,10,400,0,836,3639.3,1.993,520026.0,2.8479
EURJPY,25,10,400,10,836,3432.8,1.88,468917.0,2.568
EURJPY,25,10,400,20,836,2645.9,1.449,367457.0,2.0124
EURJPY,25,15,150,-20,836,2509.8,1.3745,393945.0,2.1574
EURJPY,25,15,150,-10,836,2207.6,1.209,344930.0,1.889
EURJPY,25,15,150,0,836,2462.6,1.3486,367055.0,2.0102
EURJPY,25,15,150,10,836,2727.6,1.4938,377241.0,2.0659
EURJPY,25,15,150,20,836,2241.5,1.2275,314885.0,1.7245
EURJPY,25,15,200,-20,836,1820.5,0.997,304336.0,1.6667
EURJPY,25,15,200,-10,836,1354.4,0.7417,234014.0,1.2816
EURJPY,25,15,200,0,836,1729.4,0.9471,271739.0,1.4882
EURJPY,25,15,200,10,836,1999.4,1.095,282575.0,1.5475
EURJPY,25,15,200,20,836,1573.8,0.8619,228084.0,1.2491
EURJPY,25,15,250,-20,836,4014.7,2.1986,589582.0,3.2288
EURJPY,25,15,250,-10,836,3383.6,1.853,497810.0,2.7262
EURJPY,25,15,250,0,836,3086.1,1.6901,448110.0,2.4541
EURJPY,25,15,250,10,836,2656.4,1.4548,367985.0,2.0153
EURJPY,25,15,250,20,836,2166.0,1.1862,305070.0,1.6707
EURJPY,25,15,300,-20,836,5462.3,2.9914,777770.0,4.2594
EURJPY,25,15,300,-10,836,4677.7,2.5617,666043.0,3.6476
EURJPY,25,15,300,0,836,4580.2,2.5083,642343.0,3.5178
EURJPY,25,15,300,10,836,3863.7,2.1159,524934.0,2.8748
EURJPY,25,15,300,20,836,2912.1,1.5948,402063.0,2.2019
EURJPY,25,15,350,-20,836,4710.5,2.5797,680036.0,3.7242
EURJPY,25,15,350,-10,836,3925.9,2.15,568309.0,3.1123
EURJPY,25,15,350,0,836,3990.4,2.1853,565669.0,3.0979
EURJPY,25,15,350,10,836,3423.9,1.8751,467760.0,2.5617
EURJPY,25,15,350,20,836,2572.3,1.4087,357889.0,1.96
EURJPY,25,15,400,-20,836,4617.6,2.5288,667959.0,3.658
EURJPY,25,15,400,-10,836,3833.0,2.0991,556232.0,3.0462
EURJPY,25,15,400,0,836,3478.8,1.9051,499161.0,2.7336
EURJPY,25,15,400,10,836,3062.3,1.6771,420752.0,2.3042
EURJPY,25,15,400,20,836,2310.7,1.2654,323881.0,1.7737
EURJPY,25,20,150,-20,836,1582.9,0.8669,273448.0,1.4975
EURJPY,25,20,150,-10,836,1175.7,0.6439,210783.0,1.1543
EURJPY,25,20,150,0,836,1460.7,0.7999,236808.0,1.2969
EURJPY,25,20,150,10,836,2065.7,1.1313,291194.0,1.5947
EURJPY,25,20,150,20,836,1839.6,1.0074,262638.0,1.4383
EURJPY,25,20,200,-20,836,1657.8,0.9079,283185.0,1.5508
EURJPY,25,20,200,-10,836,1081.7,0.5924,198563.0,1.0874
EURJPY,25,20,200,0,836,1409.9,0.7721,230204.0,1.2607
EURJPY,25,20,200,10,836,1934.9,1.0596,274190.0,1.5016
EURJPY,25,20,200,20,836,1909.3,1.0456,271699.0,1.4879
EURJPY,25,20,250,-20,836,3558.4,1.9487,530263.0,2.904
EURJPY,25,20,250,-10,836,2812.3,1.5401,423541.0,2.3195
EURJPY,25,20,250,0,836,2453.0,1.3434,365807.0,2.0033
EURJPY,25,20,250,10,836,2358.3,1.2915,329232.0,1.803
EURJPY,25,20,250,20,836,2412.9,1.3214,337167.0,1.8465
EURJPY,25,20,300,-20,836,5067.7,2.7753,726472.0,3.9785
EURJPY,25,20,300,-10,836,4168.1,2.2826,599795.0,3.2847
EURJPY,25,20,300,0,836,4008.8,2.1954,568061.0,3.111
EURJPY,25,20,300,10,836,3591.9,1.9671,489600.0,2.6813
EURJPY,25,20,300,20,836,3215.5,1.761,441505.0,2.4179
EURJPY,25,20,350,-20,836,4120.9,2.2568,603388.0,3.3044
EURJPY,25,20,350,-10,836,3221.3,1.7641,476711.0,2.6107
EURJPY,25,20,350,0,836,3224.0,1.7656,466037.0,2.5522
EURJPY,25,20,350,10,836,3007.1,1.6468,413576.0,2.2649
EURJPY,25,20,350,20,836,2780.7,1.5228,384981.0,2.1083
EURJPY,25,20,400,-20,836,4110.6,2.2512,602049.0,3.2971
EURJPY,25,20,400,-10,836,3211.0,1.7585,475372.0,2.6034
EURJPY,25,20,400,0,836,2790.0,1.5279,409617.0,2.2432
EURJPY,25,20,400,10,836,2773.1,1.5187,383156.0,2.0983
EURJPY,25,20,400,20,836,2696.7,1.4768,374061.0,2.0485
EURJPY,25,25,150,-20,836,1464.8,0.8022,258095.0,1.4134
EURJPY,25,25,150,-10,836,952.6,0.5217,181780.0,0.9955
EURJPY,25,25,150,0,836,1102.6,0.6038,190255.0,1.0419
EURJPY,25,25,150,10,836,1727.6,0.9461,247241.0,1.354
EURJPY,25,25,150,20,836,1966.5,1.0769,279135.0,1.5287
EURJPY,25,25,200,-20,836,1789.7,0.9801,300332.0,1.6448
EURJPY,25,25,200,-10,836,1103.6,0.6044,201410.0,1.103
EURJPY,25,25,200,0,836,1286.8,0.7047,214201.0,1.1731
EURJPY,25,25,200,10,836,1861.8,1.0196,264687.0,1.4495
EURJPY,25,25,200,20,836,2266.2,1.2411,318096.0,1.742
EURJPY,25,25,250,-20,836,3893.7,2.1324,573852.0,3.1427
EURJPY,25,25,250,-10,836,3032.6,1.6608,452180.0,2.4763
EURJPY,25,25,250,0,836,2513.3,1.3764,373646.0,2.0463
EURJPY,25,25,250,10,836,2630.0,1.4403,364553.0,1.9965
EURJPY,25,25,250,20,836,3122.9,1.7102,429467.0,2.352
EURJPY,25,25,300,-20,836,5152.7,2.8219,737522.0,4.039
EURJPY,25,25,300,-10,836,4138.1,2.2662,595895.0,3.2634
EURJPY,25,25,300,0,836,3818.8,2.0913,543361.0,2.9757
EURJPY,25,25,300,10,836,3693.6,2.0228,502821.0,2.7537
EURJPY,25,25,300,20,836,3850.5,2.1087,524055.0,2.87
EURJPY,25,25,350,-20,836,4103.0,2.247,601061.0,3.2917
EURJPY,25,25,350,-10,836,3088.4,1.6913,459434.0,2.5161
EURJPY,25,25,350,0,836,2931.1,1.6052,427960.0,2.3437
EURJPY,25,25,350,10,836,3055.9,1.6735,419920.0,2.2997
EURJPY,25,25,350,20,836,3320.7,1.8186,455181.0,2.4928
EURJPY,25,25,400,-20,836,3902.7,2.1373,575022.0,3.1491
EURJPY,25,25,400,-10,836,2888.1,1.5817,433395.0,2.3735
EURJPY,25,25,400,0,836,2302.1,1.2607,346190.0,1.8959
EURJPY,25,25,400,10,836,2676.9,1.466,370650.0,2.0298
EURJPY,25,25,400,20,836,3141.7,1.7205,431911.0,2.3653
EURJPY,25,30,150,-20,836,1174.8,0.6434,220395.0,1.207
EURJPY,25,30,150,-10,836,557.6,0.3054,130430.0,0.7143
EURJPY,25,30,150,0,836,752.6,0.4122,144755.0,0.7927
EURJPY,25,30,150,10,836,1227.6,0.6723,182241.0,0.998
EURJPY,25,30,150,20,836,1611.5,0.8825,232985.0,1.2759
EURJPY,25,30,200,-20,836,1729.7,0.9473,292532.0,1.602
EURJPY,25,30,200,-10,836,933.6,0.5113,179310.0,0.982
EURJPY,25,30,200,0,836,1201.8,0.6582,203151.0,1.1125
EURJPY,25,30,200,10,836,1606.8,0.88,231537.0,1.268
EURJPY,25,30,200,20,836,2241.2,1.2274,314846.0,1.7242
EURJPY,25,30,250,-20,836,4031.4,2.2078,591753.0,3.2407
EURJPY,25,30,250,-10,836,3055.3,1.6732,455131.0,2.4925
EURJPY,25,30,250,0,836,2772.3,1.5182,407316.0,2.2306
EURJPY,25,30,250,10,836,2704.0,1.4808,374173.0,2.0491
EURJPY,25,30,250,20,836,3402.9,1.8636,465867.0,2.5513
EURJPY,25,30,300,-20,836,5218.0,2.8576,746011.0,4.0855
EURJPY,25,30,300,-10,836,4088.4,2.239,589434.0,3.228
EURJPY,25,30,300,0,836,4055.4,2.2209,574119.0,3.1441
EURJPY,25,30,300,10,836,3745.2,2.051,509529.0,2.7904
EURJPY,25,30,300,20,836,4153.1,2.2744,563393.0,3.0854
EURJPY,25,30,350,-20,836,4183.4,2.291,611513.0,3.3489
EURJPY,25,30,350,-10,836,3053.8,1.6724,454936.0,2.4914
EURJPY,25,30,350,0,836,3232.8,1.7704,467181.0,2.5585
EURJPY,25,30,350,10,836,3172.6,1.7375,435091.0,2.3828
EURJPY,25,30,350,20,836,3738.4,2.0473,509482.0,2.7902
EURJPY,25,30,400,-20,836,3843.1,2.1047,567274.0,3.1066
EURJPY,25,30,400,-10,836,2713.5,1.486,410697.0,2.2492
EURJPY,25,30,400,0,836,2508.8,1.3739,373061.0,2.0431
EURJPY,25,30,400,10,836,2698.6,1.4779,373471.0,2.0453
EURJPY,25,30,400,20,836,3514.4,1.9246,480362.0,2.6307
EURJPY,30,5,150,-20,836,2251.6,1.2331,382441.0,2.0944
EURJPY,30,5,150,-10,836,1994.4,1.0922,340005.0,1.862
EURJPY,30,5,150,0,836,2388.8,1.3082,379628.0,2.079
EURJPY,30,5,150,10,836,2398.8,1.3137,352629.0,1.9312
EURJPY,30,5,150,20,836,2132.7,1.168,323841.0,1.7735
EURJPY,30,5,200,-20,836,738.1,0.4042,185686.0,1.0169
EURJPY,30,5,200,-10,836,532.0,0.2913,149893.0,0.8209
EURJPY,30,5,200,0,836,1066.4,0.584,207716.0,1.1375
EURJPY,30,5,200,10,836,1166.4,0.6388,192417.0,1.0538
EURJPY,30,5,200,20,836,1090.3,0.5971,188329.0,1.0314
EURJPY,30,5,250,-20,836,2044.4,1.1196,355505.0,1.9469
EURJPY,30,5,250,-10,836,1733.3,0.9492,306062.0,1.6761
EURJPY,30,5,250,0,836,1625.2,0.89,280360.0,1.5354
EURJPY,30,5,250,10,836,1220.5,0.6684,199450.0,1.0923
EURJPY,30,5,250,20,836,1094.6,0.5995,188888.0,1.0344
EURJPY,30,5,300,-20,836,2719.7,1.4894,443294.0,2.4277
EURJPY,30,5,300,-10,836,2203.6,1.2068,367201.0,2.011
EURJPY,30,5,300,0,836,2295.5,1.2571,367499.0,2.0126
EURJPY,30,5,300,10,836,1869.0,1.0235,283755.0,1.554
EURJPY,30,5,300,20,836,1566.5,0.8579,250235.0,1.3704
EURJPY,30,5,350,-20,836,1502.9,0.8231,285110.0,1.5614
EURJPY,30,5,350,-10,836,1036.8,0.5678,215517.0,1.1803
EURJPY,30,5,350,0,836,1290.7,0.7068,236875.0,1.2972
EURJPY,30,5,350,10,836,1014.2,0.5554,172631.0,0.9454
EURJPY,30,5,350,20,836,861.7,0.4719,158611.0,0.8686
EURJPY,30,5,400,-20,836,1393.1,0.7629,270836.0,1.4832
EURJPY,30,5,400,-10,836,977.0,0.535,207743.0,1.1377
EURJPY,30,5,400,0,836,975.9,0.5344,195951.0,1.0731
EURJPY,30,5,400,10,836,849.4,0.4652,151207.0,0.8281
EURJPY,30,5,400,20,836,846.9,0.4638,156687.0,0.8581
EURJPY,30,10,150,-20,836,1961.6,1.0743,344741.0,1.888
EURJPY,30,10,150,-10,836,1754.4,0.9608,308805.0,1.6912
EURJPY,30,10,150,0,836,2178.8,1.1932,352328.0,1.9295
EURJPY,30,10,150,10,836,2178.8,1.1932,324029.0,1.7745
EURJPY,30,10,150,20,836,1987.7,1.0886,304991.0,1.6703
EURJPY,30,10,200,-20,836,291.0,0.1594,127563.0,0.6986
EURJPY,30,10,200,-10,836,-25.1,-0.0137,77470.0,0.4243
EURJPY,30,10,200,0,836,579.3,0.3173,144393.0,0.7908
EURJPY,30,10,200,10,836,709.3,0.3884,132994.0,0.7283
EURJPY,30,10,200,20,836,798.2,0.4371,150356.0,0.8234
EURJPY,30,10,250,-20,836,2363.0,1.2941,396923.0,2.1737
EURJPY,30,10,250,-10,836,1936.9,1.0607,332530.0,1.8211
EURJPY,30,10,250,0,836,1933.8,1.059,320478.0,1.7551
EURJPY,30,10,250,10,836,1334.1,0.7306,214218.0,1.1732
