entry_below_yh_pips,buy_tp_above_yh_pips,sell_buy_ratio,buy_size,sell_size,trade_days,filled_days,filled_day_rate,buy_wins,buy_losses,sell_wins,sell_losses,sell_time_exits,weighted_buy_pips,weighted_sell_pips,weighted_total_pips,cal_ppd_weighted
15,125,1.0,100.0,100.0,7051,3845,0.545313,1473,2347,1745,2075,3800,853290.0,-929430.0,-76140.0,-10.7985
40,0,1.5,100.0,150.0,7051,3507,0.497376,1483,2008,1669,1822,3477,339220.0,-415620.0,-76400.0,-10.8353
30,100,1.4,100.0,140.0,7051,3704,0.525316,1366,2318,1725,1959,3666,916380.0,-995806.0,-79426.0,-11.2645
30,40,1.1,100.0,110.0,7051,3704,0.525316,1432,2252,1725,1959,3666,702220.0,-782419.0,-80199.0,-11.3741
30,75,1.3,100.0,130.0,7051,3704,0.525316,1374,2310,1725,1959,3666,843230.0,-924677.0,-81447.0,-11.5511
25,100,1.3,100.0,130.0,7051,3787,0.537087,1412,2351,1760,2003,3744,664550.0,-748020.0,-83470.0,-11.838
30,20,1.1,100.0,110.0,7051,3704,0.525316,1558,2126,1725,1959,3666,689800.0,-782419.0,-92619.0,-13.1356
30,125,1.5,100.0,150.0,7051,3704,0.525316,1362,2322,1725,1959,3666,964030.0,-1066935.0,-102905.0,-14.5944
40,0,1.6,100.0,160.0,7051,3507,0.497376,1483,2008,1669,1822,3477,339220.0,-443328.0,-104108.0,-14.765
30,10,1.0,100.0,100.0,7051,3704,0.525316,1663,2021,1725,1959,3666,605280.0,-711290.0,-106010.0,-15.0347
20,100,1.0,100.0,100.0,7051,3818,0.541483,1445,2348,1743,2050,3773,666210.0,-776800.0,-110590.0,-15.6843
20,125,1.1,100.0,110.0,7051,3818,0.541483,1439,2354,1743,2050,3773,740510.0,-854480.0,-113970.0,-16.1637
15,150,1.1,100.0,110.0,7051,3845,0.545313,1471,2349,1745,2075,3800,907680.0,-1022373.0,-114693.0,-16.2662
30,150,1.6,100.0,160.0,7051,3704,0.525316,1362,2322,1725,1959,3666,1022280.0,-1138064.0,-115784.0,-16.4209
25,125,1.5,100.0,150.0,7051,3787,0.537087,1408,2355,1760,2003,3744,747290.0,-863100.0,-115810.0,-16.4246
30,50,1.2,100.0,120.0,7051,3704,0.525316,1407,2277,1725,1959,3666,737660.0,-853548.0,-115888.0,-16.4357
25,75,1.2,100.0,120.0,7051,3787,0.537087,1420,2343,1760,2003,3744,566340.0,-690480.0,-124140.0,-17.606
25,150,1.6,100.0,160.0,7051,3787,0.537087,1407,2356,1760,2003,3744,790250.0,-920640.0,-130390.0,-18.4924
15,100,1.0,100.0,100.0,7051,3845,0.545313,1482,2338,1745,2075,3800,797720.0,-929430.0,-131710.0,-18.6796
25,100,1.4,100.0,140.0,7051,3787,0.537087,1412,2351,1760,2003,3744,664550.0,-805560.0,-141010.0,-19.9986
30,30,1.2,100.0,120.0,7051,3704,0.525316,1486,2198,1725,1959,3666,711470.0,-853548.0,-142078.0,-20.15
20,150,1.2,100.0,120.0,7051,3818,0.541483,1437,2356,1743,2050,3773,786970.0,-932160.0,-145190.0,-20.5914
30,100,1.5,100.0,150.0,7051,3704,0.525316,1366,2318,1725,1959,3666,916380.0,-1066935.0,-150555.0,-21.3523
30,40,1.2,100.0,120.0,7051,3704,0.525316,1432,2252,1725,1959,3666,702220.0,-853548.0,-151328.0,-21.4619
30,75,1.4,100.0,140.0,7051,3704,0.525316,1374,2310,1725,1959,3666,843230.0,-995806.0,-152576.0,-21.6389
25,50,1.0,100.0,100.0,7051,3787,0.537087,1456,2307,1760,2003,3744,418930.0,-575400.0,-156470.0,-22.1912
30,20,1.2,100.0,120.0,7051,3704,0.525316,1558,2126,1725,1959,3666,689800.0,-853548.0,-163748.0,-23.2234
25,75,1.27,100.0,127.0,7051,3787,0.537087,1420,2343,1760,2003,3744,566340.0,-730758.0,-164418.0,-23.3184
30,50,1.27,100.0,127.0,7051,3704,0.525316,1407,2277,1725,1959,3666,737660.0,-903338.3,-165678.3,-23.4971
15,125,1.1,100.0,110.0,7051,3845,0.545313,1473,2347,1745,2075,3800,853290.0,-1022373.0,-169083.0,-23.98
25,125,1.6,100.0,160.0,7051,3787,0.537087,1408,2355,1760,2003,3744,747290.0,-920640.0,-173350.0,-24.5852
30,125,1.6,100.0,160.0,7051,3704,0.525316,1362,2322,1725,1959,3666,964030.0,-1138064.0,-174034.0,-24.6822
30,10,1.1,100.0,110.0,7051,3704,0.525316,1663,2021,1725,1959,3666,605280.0,-782419.0,-177139.0,-25.1225
25,75,1.3,100.0,130.0,7051,3787,0.537087,1420,2343,1760,2003,3744,566340.0,-748020.0,-181680.0,-25.7666
30,50,1.3,100.0,130.0,7051,3704,0.525316,1407,2277,1725,1959,3666,737660.0,-924677.0,-187017.0,-26.5235
20,100,1.1,100.0,110.0,7051,3818,0.541483,1445,2348,1743,2050,3773,666210.0,-854480.0,-188270.0,-26.7012
20,125,1.2,100.0,120.0,7051,3818,0.541483,1439,2354,1743,2050,3773,740510.0,-932160.0,-191650.0,-27.1805
30,30,1.27,100.0,127.0,7051,3704,0.525316,1486,2198,1725,1959,3666,711470.0,-903338.3,-191868.3,-27.2115
25,100,1.5,100.0,150.0,7051,3787,0.537087,1412,2351,1760,2003,3744,664550.0,-863100.0,-198550.0,-28.1591
25,20,1.0,100.0,100.0,7051,3787,0.537087,1651,2112,1760,2003,3744,376430.0,-575400.0,-198970.0,-28.2187
20,150,1.27,100.0,127.0,7051,3818,0.541483,1437,2356,1743,2050,3773,786970.0,-986536.0,-199566.0,-28.3032
30,40,1.27,100.0,127.0,7051,3704,0.525316,1432,2252,1725,1959,3666,702220.0,-903338.3,-201118.3,-28.5234
25,30,1.0,100.0,100.0,7051,3787,0.537087,1557,2206,1760,2003,3744,373550.0,-575400.0,-201850.0,-28.6271
20,75,1.0,100.0,100.0,7051,3818,0.541483,1454,2339,1743,2050,3773,572700.0,-776800.0,-204100.0,-28.9462
15,150,1.2,100.0,120.0,7051,3845,0.545313,1471,2349,1745,2075,3800,907680.0,-1115316.0,-207636.0,-29.4477
30,30,1.3,100.0,130.0,7051,3704,0.525316,1486,2198,1725,1959,3666,711470.0,-924677.0,-213207.0,-30.2378
30,20,1.27,100.0,127.0,7051,3704,0.525316,1558,2126,1725,1959,3666,689800.0,-903338.3,-213538.3,-30.2848
25,50,1.1,100.0,110.0,7051,3787,0.537087,1456,2307,1760,2003,3744,418930.0,-632940.0,-214010.0,-30.3517
30,100,1.6,100.0,160.0,7051,3704,0.525316,1366,2318,1725,1959,3666,916380.0,-1138064.0,-221684.0,-31.4401
30,40,1.3,100.0,130.0,7051,3704,0.525316,1432,2252,1725,1959,3666,702220.0,-924677.0,-222457.0,-31.5497
20,150,1.3,100.0,130.0,7051,3818,0.541483,1437,2356,1743,2050,3773,786970.0,-1009840.0,-222870.0,-31.6083
30,75,1.5,100.0,150.0,7051,3704,0.525316,1374,2310,1725,1959,3666,843230.0,-1066935.0,-223705.0,-31.7267
25,40,1.0,100.0,100.0,7051,3787,0.537087,1489,2274,1760,2003,3744,351010.0,-575400.0,-224390.0,-31.8239
15,100,1.1,100.0,110.0,7051,3845,0.545313,1482,2338,1745,2075,3800,797720.0,-1022373.0,-224653.0,-31.8612
30,20,1.3,100.0,130.0,7051,3704,0.525316,1558,2126,1725,1959,3666,689800.0,-924677.0,-234877.0,-33.3112
25,75,1.4,100.0,140.0,7051,3787,0.537087,1420,2343,1760,2003,3744,566340.0,-805560.0,-239220.0,-33.9271
20,125,1.27,100.0,127.0,7051,3818,0.541483,1439,2354,1743,2050,3773,740510.0,-986536.0,-246026.0,-34.8924
30,10,1.2,100.0,120.0,7051,3704,0.525316,1663,2021,1725,1959,3666,605280.0,-853548.0,-248268.0,-35.2103
25,100,1.6,100.0,160.0,7051,3787,0.537087,1412,2351,1760,2003,3744,664550.0,-920640.0,-256090.0,-36.3197
25,20,1.1,100.0,110.0,7051,3787,0.537087,1651,2112,1760,2003,3744,376430.0,-632940.0,-256510.0,-36.3792
30,50,1.4,100.0,140.0,7051,3704,0.525316,1407,2277,1725,1959,3666,737660.0,-995806.0,-258146.0,-36.6113
10,150,1.0,100.0,100.0,7051,3815,0.541058,1481,2312,1721,2072,3773,821520.0,-1080110.0,-258590.0,-36.6742
25,30,1.1,100.0,110.0,7051,3787,0.537087,1557,2206,1760,2003,3744,373550.0,-632940.0,-259390.0,-36.7877
15,125,1.2,100.0,120.0,7051,3845,0.545313,1473,2347,1745,2075,3800,853290.0,-1115316.0,-262026.0,-37.1615
15,75,1.0,100.0,100.0,7051,3845,0.545313,1493,2327,1745,2075,3800,665720.0,-929430.0,-263710.0,-37.4004
20,100,1.2,100.0,120.0,7051,3818,0.541483,1445,2348,1743,2050,3773,666210.0,-932160.0,-265950.0,-37.7181
20,125,1.3,100.0,130.0,7051,3818,0.541483,1439,2354,1743,2050,3773,740510.0,-1009840.0,-269330.0,-38.1974
25,50,1.2,100.0,120.0,7051,3787,0.537087,1456,2307,1760,2003,3744,418930.0,-690480.0,-271550.0,-38.5123
15,150,1.27,100.0,127.0,7051,3845,0.545313,1471,2349,1745,2075,3800,907680.0,-1180376.1,-272696.1,-38.6748
20,75,1.1,100.0,110.0,7051,3818,0.541483,1454,2339,1743,2050,3773,572700.0,-854480.0,-281780.0,-39.9631
25,40,1.1,100.0,110.0,7051,3787,0.537087,1489,2274,1760,2003,3744,351010.0,-632940.0,-281930.0,-39.9844
30,30,1.4,100.0,140.0,7051,3704,0.525316,1486,2198,1725,1959,3666,711470.0,-995806.0,-284336.0,-40.3256
30,40,1.4,100.0,140.0,7051,3704,0.525316,1432,2252,1725,1959,3666,702220.0,-995806.0,-293586.0,-41.6375
30,75,1.6,100.0,160.0,7051,3704,0.525316,1374,2310,1725,1959,3666,843230.0,-1138064.0,-294834.0,-41.8145
25,75,1.5,100.0,150.0,7051,3787,0.537087,1420,2343,1760,2003,3744,566340.0,-863100.0,-296760.0,-42.0876
30,10,1.27,100.0,127.0,7051,3704,0.525316,1663,2021,1725,1959,3666,605280.0,-903338.3,-298058.3,-42.2718
20,150,1.4,100.0,140.0,7051,3818,0.541483,1437,2356,1743,2050,3773,786970.0,-1087520.0,-300550.0,-42.6252
15,150,1.3,100.0,130.0,7051,3845,0.545313,1471,2349,1745,2075,3800,907680.0,-1208259.0,-300579.0,-42.6293
30,20,1.4,100.0,140.0,7051,3704,0.525316,1558,2126,1725,1959,3666,689800.0,-995806.0,-306006.0,-43.399
25,10,1.0,100.0,100.0,7051,3787,0.537087,1784,1979,1760,2003,3744,268690.0,-575400.0,-306710.0,-43.4988
25,50,1.27,100.0,127.0,7051,3787,0.537087,1456,2307,1760,2003,3744,418930.0,-730758.0,-311828.0,-44.2246
25,20,1.2,100.0,120.0,7051,3787,0.537087,1651,2112,1760,2003,3744,376430.0,-690480.0,-314050.0,-44.5398
25,30,1.2,100.0,120.0,7051,3787,0.537087,1557,2206,1760,2003,3744,373550.0,-690480.0,-316930.0,-44.9482
15,100,1.2,100.0,120.0,7051,3845,0.545313,1482,2338,1745,2075,3800,797720.0,-1115316.0,-317596.0,-45.0427
30,10,1.3,100.0,130.0,7051,3704,0.525316,1663,2021,1725,1959,3666,605280.0,-924677.0,-319397.0,-45.2981
20,100,1.27,100.0,127.0,7051,3818,0.541483,1445,2348,1743,2050,3773,666210.0,-986536.0,-320326.0,-45.4299
15,125,1.27,100.0,127.0,7051,3845,0.545313,1473,2347,1745,2075,3800,853290.0,-1180376.1,-327086.1,-46.3886
10,125,1.0,100.0,100.0,7051,3815,0.541058,1483,2310,1721,2072,3773,751810.0,-1080110.0,-328300.0,-46.5608
25,50,1.3,100.0,130.0,7051,3787,0.537087,1456,2307,1760,2003,3744,418930.0,-748020.0,-329090.0,-46.6728
30,50,1.5,100.0,150.0,7051,3704,0.525316,1407,2277,1725,1959,3666,737660.0,-1066935.0,-329275.0,-46.699
25,40,1.2,100.0,120.0,7051,3787,0.537087,1489,2274,1760,2003,3744,351010.0,-690480.0,-339470.0,-48.1449
20,100,1.3,100.0,130.0,7051,3818,0.541483,1445,2348,1743,2050,3773,666210.0,-1009840.0,-343630.0,-48.7349
20,125,1.4,100.0,140.0,7051,3818,0.541483,1439,2354,1743,2050,3773,740510.0,-1087520.0,-347010.0,-49.2143
25,75,1.6,100.0,160.0,7051,3787,0.537087,1420,2343,1760,2003,3744,566340.0,-920640.0,-354300.0,-50.2482
25,20,1.27,100.0,127.0,7051,3787,0.537087,1651,2112,1760,2003,3744,376430.0,-730758.0,-354328.0,-50.2522
15,125,1.3,100.0,130.0,7051,3845,0.545313,1473,2347,1745,2075,3800,853290.0,-1208259.0,-354969.0,-50.3431
30,30,1.5,100.0,150.0,7051,3704,0.525316,1486,2198,1725,1959,3666,711470.0,-1066935.0,-355465.0,-50.4134
15,75,1.1,100.0,110.0,7051,3845,0.545313,1493,2327,1745,2075,3800,665720.0,-1022373.0,-356653.0,-50.5819
25,30,1.27,100.0,127.0,7051,3787,0.537087,1557,2206,1760,2003,3744,373550.0,-730758.0,-357208.0,-50.6606
20,75,1.2,100.0,120.0,7051,3818,0.541483,1454,2339,1743,2050,3773,572700.0,-932160.0,-359460.0,-50.98
25,10,1.1,100.0,110.0,7051,3787,0.537087,1784,1979,1760,2003,3744,268690.0,-632940.0,-364250.0,-51.6593
30,40,1.5,100.0,150.0,7051,3704,0.525316,1432,2252,1725,1959,3666,702220.0,-1066935.0,-364715.0,-51.7253
10,150,1.1,100.0,110.0,7051,3815,0.541058,1481,2312,1721,2072,3773,821520.0,-1188121.0,-366601.0,-51.9928
10,100,1.0,100.0,100.0,7051,3815,0.541058,1493,2300,1721,2072,3773,708750.0,-1080110.0,-371360.0,-52.6677
25,20,1.3,100.0,130.0,7051,3787,0.537087,1651,2112,1760,2003,3744,376430.0,-748020.0,-371590.0,-52.7003
25,30,1.3,100.0,130.0,7051,3787,0.537087,1557,2206,1760,2003,3744,373550.0,-748020.0,-374470.0,-53.1088
30,20,1.5,100.0,150.0,7051,3704,0.525316,1558,2126,1725,1959,3666,689800.0,-1066935.0,-377135.0,-53.4867
20,150,1.5,100.0,150.0,7051,3818,0.541483,1437,2356,1743,2050,3773,786970.0,-1165200.0,-378230.0,-53.642
25,40,1.27,100.0,127.0,7051,3787,0.537087,1489,2274,1760,2003,3744,351010.0,-730758.0,-379748.0,-53.8573
15,100,1.27,100.0,127.0,7051,3845,0.545313,1482,2338,1745,2075,3800,797720.0,-1180376.1,-382656.1,-54.2698
20,50,1.0,100.0,100.0,7051,3818,0.541483,1503,2290,1743,2050,3773,392230.0,-776800.0,-384570.0,-54.5412
25,50,1.4,100.0,140.0,7051,3787,0.537087,1456,2307,1760,2003,3744,418930.0,-805560.0,-386630.0,-54.8334
30,10,1.4,100.0,140.0,7051,3704,0.525316,1663,2021,1725,1959,3666,605280.0,-995806.0,-390526.0,-55.3859
15,150,1.4,100.0,140.0,7051,3845,0.545313,1471,2349,1745,2075,3800,907680.0,-1301202.0,-393522.0,-55.8108
25,40,1.3,100.0,130.0,7051,3787,0.537087,1489,2274,1760,2003,3744,351010.0,-748020.0,-397010.0,-56.3055
5,150,1.0,100.0,100.0,7051,3710,0.526167,1476,2213,1644,2045,3668,1000260.0,-1397810.0,-397550.0,-56.3821
30,50,1.6,100.0,160.0,7051,3704,0.525316,1407,2277,1725,1959,3666,737660.0,-1138064.0,-400404.0,-56.7868
15,100,1.3,100.0,130.0,7051,3845,0.545313,1482,2338,1745,2075,3800,797720.0,-1208259.0,-410539.0,-58.2242
20,75,1.27,100.0,127.0,7051,3818,0.541483,1454,2339,1743,2050,3773,572700.0,-986536.0,-413836.0,-58.6918
20,100,1.4,100.0,140.0,7051,3818,0.541483,1445,2348,1743,2050,3773,666210.0,-1087520.0,-421310.0,-59.7518
25,10,1.2,100.0,120.0,7051,3787,0.537087,1784,1979,1760,2003,3744,268690.0,-690480.0,-421790.0,-59.8199
20,125,1.5,100.0,150.0,7051,3818,0.541483,1439,2354,1743,2050,3773,740510.0,-1165200.0,-424690.0,-60.2312
30,30,1.6,100.0,160.0,7051,3704,0.525316,1486,2198,1725,1959,3666,711470.0,-1138064.0,-426594.0,-60.5012
20,20,1.0,100.0,100.0,7051,3818,0.541483,1747,2046,1743,2050,3773,348000.0,-776800.0,-428800.0,-60.8141
25,20,1.4,100.0,140.0,7051,3787,0.537087,1651,2112,1760,2003,3744,376430.0,-805560.0,-429130.0,-60.8609
25,30,1.4,100.0,140.0,7051,3787,0.537087,1557,2206,1760,2003,3744,373550.0,-805560.0,-432010.0,-61.2693
30,40,1.6,100.0,160.0,7051,3704,0.525316,1432,2252,1725,1959,3666,702220.0,-1138064.0,-435844.0,-61.8131
10,125,1.1,100.0,110.0,7051,3815,0.541058,1483,2310,1721,2072,3773,751810.0,-1188121.0,-436311.0,-61.8793
20,75,1.3,100.0,130.0,7051,3818,0.541483,1454,2339,1743,2050,3773,572700.0,-1009840.0,-437140.0,-61.9969
25,50,1.5,100.0,150.0,7051,3787,0.537087,1456,2307,1760,2003,3744,418930.0,-863100.0,-444170.0,-62.9939
15,125,1.4,100.0,140.0,7051,3845,0.545313,1473,2347,1745,2075,3800,853290.0,-1301202.0,-447912.0,-63.5246
30,20,1.6,100.0,160.0,7051,3704,0.525316,1558,2126,1725,1959,3666,689800.0,-1138064.0,-448264.0,-63.5745
15,75,1.2,100.0,120.0,7051,3845,0.545313,1493,2327,1745,2075,3800,665720.0,-1115316.0,-449596.0,-63.7634
15,50,1.0,100.0,100.0,7051,3845,0.545313,1554,2266,1745,2075,3800,476900.0,-929430.0,-452530.0,-64.1795
25,40,1.4,100.0,140.0,7051,3787,0.537087,1489,2274,1760,2003,3744,351010.0,-805560.0,-454550.0,-64.466
20,150,1.6,100.0,160.0,7051,3818,0.541483,1437,2356,1743,2050,3773,786970.0,-1242880.0,-455910.0,-64.6589
5,125,1.0,100.0,100.0,7051,3710,0.526167,1478,2211,1644,2045,3668,937380.0,-1397810.0,-460430.0,-65.3
30,10,1.5,100.0,150.0,7051,3704,0.525316,1663,2021,1725,1959,3666,605280.0,-1066935.0,-461655.0,-65.4737
25,10,1.27,100.0,127.0,7051,3787,0.537087,1784,1979,1760,2003,3744,268690.0,-730758.0,-462068.0,-65.5323
20,50,1.1,100.0,110.0,7051,3818,0.541483,1503,2290,1743,2050,3773,392230.0,-854480.0,-462250.0,-65.5581
20,30,1.0,100.0,100.0,7051,3818,0.541483,1629,2164,1743,2050,3773,314410.0,-776800.0,-462390.0,-65.5779
10,150,1.2,100.0,120.0,7051,3815,0.541058,1481,2312,1721,2072,3773,821520.0,-1296132.0,-474612.0,-67.3113
25,10,1.3,100.0,130.0,7051,3787,0.537087,1784,1979,1760,2003,3744,268690.0,-748020.0,-479330.0,-67.9804
10,100,1.1,100.0,110.0,7051,3815,0.541058,1493,2300,1721,2072,3773,708750.0,-1188121.0,-479371.0,-67.9862
20,40,1.0,100.0,100.0,7051,3818,0.541483,1543,2250,1743,2050,3773,297080.0,-776800.0,-479720.0,-68.0357
15,150,1.5,100.0,150.0,7051,3845,0.545313,1471,2349,1745,2075,3800,907680.0,-1394145.0,-486465.0,-68.9923
25,20,1.5,100.0,150.0,7051,3787,0.537087,1651,2112,1760,2003,3744,376430.0,-863100.0,-486670.0,-69.0214
15,20,1.0,100.0,100.0,7051,3845,0.545313,1846,1974,1745,2075,3800,440550.0,-929430.0,-488880.0,-69.3348
25,30,1.5,100.0,150.0,7051,3787,0.537087,1557,2206,1760,2003,3744,373550.0,-863100.0,-489550.0,-69.4299
30,0,1.0,100.0,100.0,7051,3704,0.525316,1798,1886,1725,1959,3666,221720.0,-711290.0,-489570.0,-69.4327
10,75,1.0,100.0,100.0,7051,3815,0.541058,1508,2285,1721,2072,3773,581940.0,-1080110.0,-498170.0,-70.6524
20,100,1.5,100.0,150.0,7051,3818,0.541483,1445,2348,1743,2050,3773,666210.0,-1165200.0,-498990.0,-70.7687
25,50,1.6,100.0,160.0,7051,3787,0.537087,1456,2307,1760,2003,3744,418930.0,-920640.0,-501710.0,-71.1544
20,125,1.6,100.0,160.0,7051,3818,0.541483,1439,2354,1743,2050,3773,740510.0,-1242880.0,-502370.0,-71.248
15,100,1.4,100.0,140.0,7051,3845,0.545313,1482,2338,1745,2075,3800,797720.0,-1301202.0,-503482.0,-71.4058
20,20,1.1,100.0,110.0,7051,3818,0.541483,1747,2046,1743,2050,3773,348000.0,-854480.0,-506480.0,-71.8309
25,40,1.5,100.0,150.0,7051,3787,0.537087,1489,2274,1760,2003,3744,351010.0,-863100.0,-512090.0,-72.6266
15,75,1.27,100.0,127.0,7051,3845,0.545313,1493,2327,1745,2075,3800,665720.0,-1180376.1,-514656.1,-72.9905
20,75,1.4,100.0,140.0,7051,3818,0.541483,1454,2339,1743,2050,3773,572700.0,-1087520.0,-514820.0,-73.0138
5,100,1.0,100.0,100.0,7051,3710,0.526167,1489,2200,1644,2045,3668,875090.0,-1397810.0,-522720.0,-74.1342
20,10,1.0,100.0,100.0,7051,3818,0.541483,1918,1875,1743,2050,3773,254010.0,-776800.0,-522790.0,-74.1441
30,10,1.6,100.0,160.0,7051,3704,0.525316,1663,2021,1725,1959,3666,605280.0,-1138064.0,-532784.0,-75.5615
25,10,1.4,100.0,140.0,7051,3787,0.537087,1784,1979,1760,2003,3744,268690.0,-805560.0,-536870.0,-76.141
5,150,1.1,100.0,110.0,7051,3710,0.526167,1476,2213,1644,2045,3668,1000260.0,-1537591.0,-537331.0,-76.2064
20,50,1.2,100.0,120.0,7051,3818,0.541483,1503,2290,1743,2050,3773,392230.0,-932160.0,-539930.0,-76.575
20,30,1.1,100.0,110.0,7051,3818,0.541483,1629,2164,1743,2050,3773,314410.0,-854480.0,-540070.0,-76.5948
15,125,1.5,100.0,150.0,7051,3845,0.545313,1473,2347,1745,2075,3800,853290.0,-1394145.0,-540855.0,-76.7061
15,75,1.3,100.0,130.0,7051,3845,0.545313,1493,2327,1745,2075,3800,665720.0,-1208259.0,-542539.0,-76.945
25,20,1.6,100.0,160.0,7051,3787,0.537087,1651,2112,1760,2003,3744,376430.0,-920640.0,-544210.0,-77.182
10,125,1.2,100.0,120.0,7051,3815,0.541058,1483,2310,1721,2072,3773,751810.0,-1296132.0,-544322.0,-77.1978
15,50,1.1,100.0,110.0,7051,3845,0.545313,1554,2266,1745,2075,3800,476900.0,-1022373.0,-545473.0,-77.3611
25,30,1.6,100.0,160.0,7051,3787,0.537087,1557,2206,1760,2003,3744,373550.0,-920640.0,-547090.0,-77.5904
10,150,1.27,100.0,127.0,7051,3815,0.541058,1481,2312,1721,2072,3773,821520.0,-1371739.7,-550219.7,-78.0343
15,30,1.0,100.0,100.0,7051,3845,0.545313,1700,2120,1745,2075,3800,377040.0,-929430.0,-552390.0,-78.3421
20,40,1.1,100.0,110.0,7051,3818,0.541483,1543,2250,1743,2050,3773,297080.0,-854480.0,-557400.0,-79.0526
30,0,1.1,100.0,110.0,7051,3704,0.525316,1798,1886,1725,1959,3666,221720.0,-782419.0,-560699.0,-79.5205
25,40,1.6,100.0,160.0,7051,3787,0.537087,1489,2274,1760,2003,3744,351010.0,-920640.0,-569630.0,-80.7871
20,100,1.6,100.0,160.0,7051,3818,0.541483,1445,2348,1743,2050,3773,666210.0,-1242880.0,-576670.0,-81.7856
15,150,1.6,100.0,160.0,7051,3845,0.545313,1471,2349,1745,2075,3800,907680.0,-1487088.0,-579408.0,-82.1739
15,20,1.1,100.0,110.0,7051,3845,0.545313,1846,1974,1745,2075,3800,440550.0,-1022373.0,-581823.0,-82.5164
10,150,1.3,100.0,130.0,7051,3815,0.541058,1481,2312,1721,2072,3773,821520.0,-1404143.0,-582623.0,-82.6298
20,20,1.2,100.0,120.0,7051,3818,0.541483,1747,2046,1743,2050,3773,348000.0,-932160.0,-584160.0,-82.8478
10,100,1.2,100.0,120.0,7051,3815,0.541058,1493,2300,1721,2072,3773,708750.0,-1296132.0,-587382.0,-83.3048
20,75,1.5,100.0,150.0,7051,3818,0.541483,1454,2339,1743,2050,3773,572700.0,-1165200.0,-592500.0,-84.0306
20,50,1.27,100.0,127.0,7051,3818,0.541483,1503,2290,1743,2050,3773,392230.0,-986536.0,-594306.0,-84.2868
25,10,1.5,100.0,150.0,7051,3787,0.537087,1784,1979,1760,2003,3744,268690.0,-863100.0,-594410.0,-84.3015
15,100,1.5,100.0,150.0,7051,3845,0.545313,1482,2338,1745,2075,3800,797720.0,-1394145.0,-596425.0,-84.5873
5,125,1.1,100.0,110.0,7051,3710,0.526167,1478,2211,1644,2045,3668,937380.0,-1537591.0,-600211.0,-85.1242
15,40,1.0,100.0,100.0,7051,3845,0.545313,1597,2223,1745,2075,3800,329010.0,-929430.0,-600420.0,-85.1539
20,10,1.1,100.0,110.0,7051,3818,0.541483,1918,1875,1743,2050,3773,254010.0,-854480.0,-600470.0,-85.161
10,75,1.1,100.0,110.0,7051,3815,0.541058,1508,2285,1721,2072,3773,581940.0,-1188121.0,-606181.0,-85.9709
20,50,1.3,100.0,130.0,7051,3818,0.541483,1503,2290,1743,2050,3773,392230.0,-1009840.0,-617610.0,-87.5918
20,30,1.2,100.0,120.0,7051,3818,0.541483,1629,2164,1743,2050,3773,314410.0,-932160.0,-617750.0,-87.6117
10,125,1.27,100.0,127.0,7051,3815,0.541058,1483,2310,1721,2072,3773,751810.0,-1371739.7,-619929.7,-87.9208
30,0,1.2,100.0,120.0,7051,3704,0.525316,1798,1886,1725,1959,3666,221720.0,-853548.0,-631828.0,-89.6083
15,125,1.6,100.0,160.0,7051,3845,0.545313,1473,2347,1745,2075,3800,853290.0,-1487088.0,-633798.0,-89.8877
20,40,1.2,100.0,120.0,7051,3818,0.541483,1543,2250,1743,2050,3773,297080.0,-932160.0,-635080.0,-90.0695
15,75,1.4,100.0,140.0,7051,3845,0.545313,1493,2327,1745,2075,3800,665720.0,-1301202.0,-635482.0,-90.1265
15,50,1.2,100.0,120.0,7051,3845,0.545313,1554,2266,1745,2075,3800,476900.0,-1115316.0,-638416.0,-90.5426
20,20,1.27,100.0,127.0,7051,3818,0.541483,1747,2046,1743,2050,3773,348000.0,-986536.0,-638536.0,-90.5596
15,10,1.0,100.0,100.0,7051,3845,0.545313,2059,1761,1745,2075,3800,286810.0,-929430.0,-642620.0,-91.1388
15,30,1.1,100.0,110.0,7051,3845,0.545313,1700,2120,1745,2075,3800,377040.0,-1022373.0,-645333.0,-91.5236
25,0,1.0,100.0,100.0,7051,3787,0.537087,1963,1800,1760,2003,3744,-75610.0,-575400.0,-651010.0,-92.3287
25,10,1.6,100.0,160.0,7051,3787,0.537087,1784,1979,1760,2003,3744,268690.0,-920640.0,-651950.0,-92.4621
10,125,1.3,100.0,130.0,7051,3815,0.541058,1483,2310,1721,2072,3773,751810.0,-1404143.0,-652333.0,-92.5164
20,20,1.3,100.0,130.0,7051,3818,0.541483,1747,2046,1743,2050,3773,348000.0,-1009840.0,-661840.0,-93.8647
5,100,1.1,100.0,110.0,7051,3710,0.526167,1489,2200,1644,2045,3668,875090.0,-1537591.0,-662501.0,-93.9584
10,100,1.27,100.0,127.0,7051,3815,0.541058,1493,2300,1721,2072,3773,708750.0,-1371739.7,-662989.7,-94.0278
5,75,1.0,100.0,100.0,7051,3710,0.526167,1508,2181,1644,2045,3668,734500.0,-1397810.0,-663310.0,-94.0732
20,75,1.6,100.0,160.0,7051,3818,0.541483,1454,2339,1743,2050,3773,572700.0,-1242880.0,-670180.0,-95.0475
10,50,1.0,100.0,100.0,7051,3815,0.541058,1580,2213,1721,2072,3773,408160.0,-1080110.0,-671950.0,-95.2985
20,30,1.27,100.0,127.0,7051,3818,0.541483,1629,2164,1743,2050,3773,314410.0,-986536.0,-672126.0,-95.3235
