side,bucket,indicator_bucket,trades,positive_trades,avg_positive_pips,median_positive_pips,positive_rate,avg_all_pips,pivot_first_rate,indicator
BUY,00-05%,RSI_20_80,118,72.0,2.51342592592607,1.8833333333338373,0.6101694915254238,-1.8059039548021691,0.9152542372881356,rsi_band
BUY,05-10%,RSI_20_80,113,89.0,5.958052434456834,5.166666666666743,0.7876106194690266,-4.51914454277298,0.7876106194690266,rsi_band
BUY,10-15%,RSI_0_5,33,25.0,20.32533333333373,15.66666666666856,0.7575757575757576,-3.0117676767675405,0.7575757575757576,rsi_band
BUY,10-15%,RSI_10_20,44,29.0,15.148275862068793,11.83333333333303,0.6590909090909091,-6.258409090909052,0.6590909090909091,rsi_band
BUY,10-15%,RSI_20_80,118,85.0,11.752549019607901,11.83333333333303,0.7203389830508474,-1.435282485875656,0.7203389830508474,rsi_band
BUY,15-20%,RSI_0_5,47,32.0,23.31979166666638,19.649999999999835,0.6808510638297872,-9.350390070922169,0.6808510638297872,rsi_band
BUY,15-20%,RSI_20_80,118,76.0,20.94649122806965,16.533333333332735,0.6440677966101694,-0.9513841807912976,0.6440677966101694,rsi_band
BUY,15-20%,RSI_10_20,56,42.0,18.531746031746167,17.40000000000117,0.75,-2.6765476190476236,0.75,rsi_band
BUY,15-20%,RSI_5_10,34,16.0,18.49166666666713,16.76666666666813,0.47058823529411764,-24.669558823529048,0.47058823529411764,rsi_band
BUY,20-25%,RSI_10_20,65,35.0,36.39714285714297,35.23333333333392,0.5384615384615384,-3.363666666666426,0.5384615384615384,rsi_band
BUY,20-25%,RSI_5_10,40,19.0,36.038596491227786,28.299999999999216,0.475,-15.528500000000122,0.475,rsi_band
BUY,20-25%,RSI_0_5,53,32.0,32.87187499999973,23.149999999998784,0.6037735849056604,1.5043396226412569,0.6037735849056604,rsi_band
BUY,20-25%,RSI_20_80,111,59.0,29.23220338983051,25.866666666667527,0.5315315315315315,-1.2918318318319306,0.5315315315315315,rsi_band
BUY,25-30%,RSI_0_5,34,22.0,44.63333333333372,38.66666666666612,0.6470588235294118,7.622205882352904,0.6470588235294118,rsi_band
BUY,25-30%,RSI_5_10,40,17.0,37.25294117647034,35.73333333333062,0.425,-7.478541666666544,0.425,rsi_band
BUY,25-30%,RSI_10_20,43,21.0,37.122222222222234,40.4999999999992,0.4883720930232558,-1.6725968992246607,0.4883720930232558,rsi_band
BUY,25-30%,RSI_20_80,84,40.0,30.06833333333334,28.616666666666447,0.47619047619047616,-4.9234920634921115,0.47619047619047616,rsi_band
BUY,30-35%,RSI_0_5,31,15.0,61.70222222222211,66.13333333333367,0.4838709677419355,9.494623655914015,0.4838709677419355,rsi_band
SELL,00-05%,RSI_20_80,139,85.0,2.5007843137255095,1.6666666666670835,0.6115107913669064,-4.940551558752937,0.9064748201438849,rsi_band
SELL,05-10%,RSI_80_90,31,27.0,8.070370370370574,6.933333333335213,0.8709677419354839,2.4858602150539157,0.8709677419354839,rsi_band
