entry_leg1_pct,entry_leg2_pct,entry_leg3_pct,tp_pct_of_unit,sl_pct_of_unit,days_traded,filled_legs,closed_legs,wins,losses,time_exits,win_rate_excl_time_exit,total_pips,cal_ppd
0.15,0.3,0.75,0.8,1.0,6034,11028,11028,2942,2323,5763,0.558784,-14849.7167,-2.4586
0.45,0.6,0.9,0.4,0.3,6034,7971,7971,2763,4196,1012,0.39704,-14851.895,-2.4589
0.3,0.45,0.9,0.8,0.5,6034,9461,9461,2003,4215,3243,0.322129,-14872.4633,-2.4623
0.15,0.6,0.9,0.5,0.65,6034,9076,9076,3627,2861,2588,0.559032,-14985.295,-2.481
0.15,0.6,0.9,0.3,0.65,6034,9076,9076,5153,2317,1606,0.689826,-14986.5583,-2.4812
0.15,0.6,0.75,0.4,0.4,6034,9538,9538,3915,4191,1432,0.482976,-14995.345,-2.4827
0.3,0.45,0.75,0.3,0.4,6034,9923,9923,4900,3947,1076,0.55386,-15001.8083,-2.4837
0.3,0.75,0.9,1.0,0.8,6034,8252,8252,1538,2466,4248,0.384116,-15015.9383,-2.4861
0.3,0.45,0.75,0.2,0.5,6034,9923,9923,6398,2711,814,0.702382,-15041.7683,-2.4904
0.15,0.6,0.9,0.8,0.8,6034,9076,9076,2319,2585,4172,0.472879,-15061.5617,-2.4936
0.45,0.6,0.9,1.0,0.3,6034,7971,7971,890,4931,2150,0.152895,-15062.0467,-2.4937
0.15,0.75,0.9,0.3,1.0,6034,8515,8515,5170,1248,2097,0.805547,-15061.9567,-2.4937
0.15,0.45,0.75,0.5,0.4,6034,10186,10186,3469,4818,1899,0.418607,-15085.9067,-2.4977
0.45,0.75,0.9,1.0,0.3,6034,7410,7410,837,4608,1965,0.153719,-15087.615,-2.4979
0.15,0.6,0.75,0.4,0.5,6034,9538,9538,4215,3513,1810,0.545419,-15106.9917,-2.5012
0.3,0.45,0.9,0.2,0.5,6034,9461,9461,6081,2617,763,0.699126,-15120.35,-2.5034
0.15,0.45,0.9,0.3,0.5,6034,9724,9724,5224,3240,1260,0.617202,-15122.6817,-2.5038
0.15,0.6,0.75,0.2,0.65,6034,9538,9538,6492,1976,1070,0.766651,-15126.3717,-2.5044
0.3,0.6,0.9,0.5,0.5,6034,8813,8813,3191,3512,2110,0.476055,-15145.6867,-2.5076
0.15,0.6,0.9,0.65,0.65,6034,9076,9076,2772,3092,3212,0.472715,-15147.2333,-2.5078
0.15,0.45,0.9,0.2,0.65,6034,9724,9724,6609,2045,1070,0.763693,-15182.6067,-2.5137
0.45,0.6,0.9,0.3,0.4,6034,7971,7971,3827,3169,975,0.547027,-15218.0617,-2.5195
0.6,0.75,0.9,0.2,0.65,6034,6762,6762,4472,1437,853,0.756812,-15258.42,-2.5262
0.3,0.6,0.75,0.8,0.5,6034,9275,9275,1931,4108,3236,0.319755,-15291.8167,-2.5318
0.15,0.45,0.75,0.4,0.4,6034,10186,10186,4197,4498,1491,0.482691,-15296.0867,-2.5325
0.15,0.45,0.75,0.8,0.65,6034,10186,10186,2414,3572,4200,0.403274,-15299.1633,-2.533
0.45,0.6,0.75,0.8,0.3,6034,8433,8433,1325,5095,2013,0.206386,-15307.9983,-2.5344
0.45,0.6,0.75,0.5,0.3,6034,8433,8433,2375,4703,1355,0.335547,-15345.245,-2.5406
0.15,0.75,0.9,0.3,0.8,6034,8515,8515,5027,1712,1776,0.745956,-15349.6933,-2.5413
0.3,0.75,0.9,0.5,0.5,6034,8252,8252,2988,3309,1955,0.474512,-15365.525,-2.544
0.45,0.6,0.75,0.2,0.4,6034,8433,8433,5022,2787,624,0.643104,-15425.555,-2.5539
0.3,0.45,0.6,0.3,0.3,6034,10484,10484,4618,5065,801,0.476918,-15467.6083,-2.5609
0.15,0.45,0.9,0.5,0.5,6034,9724,9724,3595,3918,2211,0.478504,-15475.8833,-2.5622
0.3,0.45,0.75,1.0,0.5,6034,9923,9923,1505,4525,3893,0.249585,-15485.545,-2.5638
0.6,0.75,0.9,0.3,0.5,6034,6762,6762,3448,2217,1097,0.60865,-15523.335,-2.5701
0.3,0.45,0.6,1.0,0.5,6034,10484,10484,1567,4742,4175,0.248375,-15528.565,-2.571
0.45,0.6,0.75,1.0,0.3,6034,8433,8433,944,5193,2296,0.153821,-15544.7817,-2.5736
0.15,0.45,0.75,0.65,0.5,6034,10186,10186,2838,4371,2977,0.393675,-15551.9567,-2.5748
0.45,0.6,0.9,0.2,0.4,6034,7971,7971,4711,2680,580,0.637397,-15611.9067,-2.5848
0.15,0.75,0.9,0.65,0.8,6034,8515,8515,2770,2333,3412,0.542818,-15613.0733,-2.5849
0.15,0.45,0.75,0.3,0.4,6034,10186,10186,5097,4024,1065,0.55882,-15668.8567,-2.5942
0.6,0.75,0.9,0.2,0.8,6034,6762,6762,4611,1129,1022,0.80331,-15692.1633,-2.598
0.3,0.6,0.75,0.65,0.5,6034,9275,9275,2524,3963,2788,0.389086,-15727.255,-2.6039
0.45,0.75,0.9,0.2,0.5,6034,7410,7410,4657,2056,697,0.693729,-15754.145,-2.6083
0.45,0.6,0.9,0.65,0.3,6034,7971,7971,1661,4695,1615,0.261328,-15758.555,-2.609
0.15,0.75,0.9,0.5,1.0,6034,8515,8515,3720,1574,3221,0.702682,-15777.91,-2.6122
0.15,0.45,0.9,0.3,0.65,6034,9724,9724,5542,2490,1692,0.68999,-15797.34,-2.6155
0.6,0.75,0.9,0.5,0.4,6034,6762,6762,2150,3186,1426,0.402924,-15847.655,-2.6238
0.3,0.75,0.9,0.4,0.5,6034,8252,8252,3570,3088,1594,0.536197,-15868.7983,-2.6273
0.15,0.45,0.9,0.4,0.5,6034,9724,9724,4321,3645,1758,0.54243,-15870.6783,-2.6276
0.15,0.45,0.6,0.5,0.4,6034,10747,10747,3644,5096,2007,0.416934,-15887.875,-2.6304
0.3,0.45,0.75,0.5,0.4,6034,9923,9923,3294,4702,1927,0.411956,-15924.6483,-2.6365
0.15,0.3,0.75,0.5,0.65,6034,11028,11028,4471,3446,3111,0.564734,-15934.53,-2.6382
0.6,0.75,0.9,1.0,0.4,6034,6762,6762,903,3614,2245,0.199911,-15942.3917,-2.6395
0.15,0.45,0.9,1.0,0.8,6034,9724,9724,1813,2872,5039,0.38698,-15947.9317,-2.6404
0.45,0.6,0.75,0.65,0.3,6034,8433,8433,1743,4959,1731,0.260072,-15960.7533,-2.6425
0.15,0.3,0.45,0.3,0.5,6034,12237,12237,6628,4080,1529,0.618976,-15979.655,-2.6456
0.6,0.75,0.9,0.8,0.4,6034,6762,6762,1237,3524,2001,0.259819,-15997.7667,-2.6486
0.15,0.6,0.9,0.4,0.65,6034,9076,9076,4312,2632,2132,0.620968,-16010.65,-2.6508
0.3,0.45,0.6,0.4,0.3,6034,10484,10484,3748,5579,1157,0.401844,-16029.8017,-2.6539
0.6,0.75,0.9,0.4,0.4,6034,6762,6762,2599,2971,1192,0.466607,-16061.6367,-2.6592
0.45,0.6,0.75,0.4,0.3,6034,8433,8433,2902,4442,1089,0.395153,-16065.955,-2.6599
0.15,0.3,0.6,0.8,0.8,6034,11589,11589,2928,3237,5424,0.474939,-16072.0283,-2.6609
0.15,0.3,0.45,0.4,0.5,6034,12237,12237,5511,4582,2144,0.546022,-16072.8483,-2.6611
0.3,0.45,0.6,0.65,0.4,6034,10484,10484,2595,5284,2605,0.329357,-16131.4133,-2.6708
0.15,0.3,0.9,0.65,0.8,6034,10566,10566,3479,2838,4249,0.550736,-16135.4383,-2.6714
0.15,0.45,0.6,0.8,0.65,6034,10747,10747,2538,3743,4466,0.404076,-16146.33,-2.6732
0.15,0.45,0.75,0.2,0.65,6034,10186,10186,6937,2119,1130,0.766011,-16147.7433,-2.6735
0.3,0.45,0.6,0.3,0.4,6034,10484,10484,5147,4193,1144,0.551071,-16158.3717,-2.6752
0.3,0.6,0.75,0.4,0.4,6034,9275,9275,3708,4110,1457,0.47429,-16166.34,-2.6765
0.3,0.6,0.9,0.4,0.5,6034,8813,8813,3822,3277,1714,0.538386,-16186.9033,-2.68
0.15,0.45,0.6,0.65,0.4,6034,10747,10747,2724,5421,2602,0.334438,-16202.2867,-2.6825
0.15,0.3,0.9,0.2,1.0,6034,10566,10566,7648,1279,1639,0.856727,-16204.335,-2.6828
0.3,0.75,0.9,1.0,1.0,6034,8252,8252,1629,1909,4714,0.46043,-16222.185,-2.6858
0.15,0.3,0.6,0.2,0.65,6034,11589,11589,7959,2426,1204,0.766394,-16255.7033,-2.6913
0.45,0.75,0.9,0.2,0.65,6034,7410,7410,4917,1580,913,0.756811,-16279.7917,-2.6953
0.15,0.3,0.6,0.65,0.65,6034,11589,11589,3578,3915,4096,0.477512,-16284.615,-2.6961
0.3,0.75,0.9,0.65,0.65,6034,8252,8252,2492,2830,2930,0.468245,-16284.8667,-2.6962
0.15,0.3,0.45,1.0,1.0,6034,12237,12237,2381,2663,7193,0.472046,-16304.5,-2.6994
0.3,0.75,0.9,0.8,0.65,6034,8252,8252,1916,2977,3359,0.39158,-16327.3217,-2.7032
0.15,0.6,0.75,0.2,0.8,6034,9538,9538,6668,1552,1318,0.811192,-16331.2217,-2.7038
0.15,0.6,0.9,0.2,0.8,6034,9076,9076,6336,1497,1243,0.808885,-16338.7117,-2.7051
0.3,0.75,0.9,0.3,0.65,6034,8252,8252,4618,2143,1491,0.683035,-16352.7033,-2.7074
0.45,0.75,0.9,0.4,0.4,6034,7410,7410,2881,3278,1251,0.467771,-16362.3783,-2.709
0.6,0.75,0.9,0.65,0.4,6034,6762,6762,1604,3408,1750,0.320032,-16374.66,-2.711
0.3,0.6,0.75,0.3,0.5,6034,9275,9275,4852,3057,1366,0.613478,-16380.3083,-2.712
0.3,0.6,0.9,0.2,0.65,6034,8813,8813,5939,1887,987,0.758881,-16387.7517,-2.7132
0.45,0.75,0.9,0.8,0.4,6034,7410,7410,1362,3868,2180,0.260421,-16439.6,-2.7218
0.15,0.6,0.75,0.8,1.0,6034,9538,9538,2526,2030,4982,0.554434,-16447.96,-2.7232
0.3,0.45,0.75,0.4,0.4,6034,9923,9923,3990,4417,1516,0.474604,-16467.0817,-2.7263
0.15,0.75,0.9,0.5,0.8,6034,8515,8515,3580,2137,2798,0.626203,-16490.68,-2.7302
0.15,0.3,0.75,0.65,0.8,6034,11028,11028,3600,2965,4463,0.548363,-16542.0733,-2.7388
0.15,0.3,0.75,0.3,0.65,6034,11028,11028,6326,2819,1883,0.691744,-16593.8217,-2.7473
0.15,0.3,0.75,0.2,1.0,6034,11028,11028,7984,1309,1735,0.859141,-16618.6917,-2.7514
0.15,0.3,0.9,0.65,1.0,6034,10566,10566,3625,2118,4823,0.631203,-16623.0633,-2.7522
0.15,0.3,0.6,0.8,1.0,6034,11589,11589,3066,2417,6106,0.559183,-16634.6433,-2.7541
0.15,0.6,0.9,0.2,1.0,6034,9076,9076,6477,1102,1497,0.854598,-16673.8817,-2.7606
0.3,0.45,0.6,0.5,0.4,6034,10484,10484,3469,4980,2035,0.410581,-16726.6167,-2.7693
0.15,0.45,0.6,0.2,0.5,6034,10747,10747,6931,2940,876,0.702158,-16728.5667,-2.7696
0.15,0.45,0.6,0.65,0.5,6034,10747,10747,2973,4589,3185,0.39315,-16729.9333,-2.7699
0.15,0.6,0.75,0.65,0.65,6034,9538,9538,2886,3239,3413,0.471184,-16744.2333,-2.7722
0.15,0.45,0.6,0.3,0.4,6034,10747,10747,5344,4270,1133,0.555856,-16825.42,-2.7857
0.15,0.45,0.6,0.4,0.4,6034,10747,10747,4412,4762,1573,0.480924,-16828.3,-2.7861
0.45,0.6,0.9,0.8,0.4,6034,7971,7971,1465,4145,2361,0.261141,-16847.3767,-2.7893
0.15,0.75,0.9,0.4,1.0,6034,8515,8515,4359,1433,2723,0.75259,-16850.9467,-2.7899
0.15,0.45,0.75,0.3,0.5,6034,10186,10186,5437,3379,1370,0.61672,-16854.75,-2.7905
0.15,0.3,0.75,0.4,0.65,6034,11028,11028,5298,3194,2536,0.623881,-16858.4933,-2.7911
0.15,0.6,0.9,0.3,1.0,6034,9076,9076,5477,1332,2267,0.804377,-16907.8067,-2.7993
0.15,0.6,0.75,0.8,0.8,6034,9538,9538,2404,2725,4409,0.468707,-16922.1267,-2.8017
0.15,0.45,0.6,0.2,0.4,6034,10747,10747,6540,3564,643,0.647268,-16929.9883,-2.803
0.15,0.45,0.9,0.4,0.65,6034,9724,9724,4622,2825,2277,0.620653,-16961.2217,-2.8081
0.15,0.45,0.9,0.8,0.8,6034,9724,9724,2475,2758,4491,0.47296,-16994.445,-2.8136
0.3,0.45,0.9,0.65,0.5,6034,9461,9461,2599,4062,2800,0.390182,-17030.66,-2.8196
0.3,0.75,0.9,0.8,0.8,6034,8252,8252,2041,2379,3832,0.461765,-17032.9317,-2.82
0.15,0.45,0.9,1.0,1.0,6034,9724,9724,1910,2182,5632,0.466764,-17048.09,-2.8225
0.3,0.6,0.75,0.5,0.5,6034,9275,9275,3337,3695,2243,0.474545,-17060.075,-2.8245
0.45,0.75,0.9,0.5,0.4,6034,7410,7410,2363,3509,1538,0.402418,-17063.1717,-2.825
0.15,0.45,0.9,0.65,0.65,6034,9724,9724,2952,3287,3485,0.473153,-17063.5483,-2.8251
0.15,0.6,0.75,0.5,0.65,6034,9538,9538,3791,2990,2757,0.559062,-17070.9017,-2.8263
0.15,0.6,0.75,0.2,1.0,6034,9538,9538,6813,1132,1593,0.85752,-17088.2383,-2.8292
0.15,0.45,0.75,1.0,0.8,6034,10186,10186,1887,2995,5304,0.386522,-17117.4333,-2.834
0.3,0.45,0.9,0.3,0.5,6034,9461,9461,4995,3179,1287,0.611084,-17119.46,-2.8343
0.3,0.6,0.75,0.2,0.8,6034,9275,9275,6449,1527,1299,0.808551,-17120.4067,-2.8345
0.3,0.75,0.9,0.65,0.8,6034,8252,8252,2634,2250,3368,0.539312,-17127.285,-2.8356
0.3,0.6,0.9,0.2,0.8,6034,8813,8813,6117,1472,1224,0.806035,-17127.8967,-2.8357
0.45,0.6,0.75,0.3,0.4,6034,8433,8433,4033,3335,1065,0.547367,-17147.635,-2.839
0.15,0.3,0.9,0.3,0.8,6034,10566,10566,6299,2133,2134,0.747035,-17163.18,-2.8416
0.3,0.6,0.75,1.0,0.65,6034,9275,9275,1581,3401,4293,0.317342,-17162.9717,-2.8416
0.15,0.45,0.6,0.5,0.5,6034,10747,10747,3944,4304,2499,0.478177,-17170.4333,-2.8428
0.3,0.6,0.9,0.8,0.65,6034,8813,8813,2040,3148,3625,0.393215,-17174.4883,-2.8435
0.3,0.6,0.9,1.0,0.8,6034,8813,8813,1604,2616,4593,0.380095,-17183.8467,-2.845
0.3,0.45,0.6,0.2,0.5,6034,10484,10484,6728,2881,875,0.700177,-17194.6567,-2.8468
0.3,0.45,0.6,0.8,0.5,6034,10484,10484,2183,4625,3676,0.320652,-17214.5867,-2.8501
0.45,0.75,0.9,0.65,0.4,6034,7410,7410,1769,3731,1910,0.321636,-17250.63,-2.8561
0.45,0.75,0.9,1.0,0.4,6034,7410,7410,975,3963,2472,0.197448,-17265.59,-2.8585
0.15,0.3,0.45,0.2,0.65,6034,12237,12237,8404,2569,1264,0.76588,-17277.075,-2.8604
0.3,0.6,0.9,0.2,1.0,6034,8813,8813,6259,1086,1468,0.852144,-17280.3867,-2.861
0.6,0.75,0.9,0.3,1.0,6034,6762,6762,3940,1012,1810,0.795638,-17282.33,-2.8613
0.15,0.6,0.9,0.3,0.8,6034,9076,9076,5332,1822,1922,0.745317,-17324.59,-2.8683
0.15,0.45,0.9,0.5,0.65,6034,9724,9724,3861,3064,2799,0.557545,-17340.73,-2.871
0.3,0.6,0.75,0.2,0.65,6034,9275,9275,6267,1961,1047,0.761667,-17352.8883,-2.873
0.3,0.45,0.75,0.8,0.5,6034,9923,9923,2069,4421,3433,0.318798,-17361.3767,-2.8744
0.15,0.75,0.9,0.4,0.8,6034,8515,8515,4213,1970,2332,0.681384,-17369.0733,-2.8757
0.6,0.75,0.9,0.3,0.65,6034,6762,6762,3668,1748,1346,0.677253,-17377.3233,-2.877
0.15,0.3,0.75,0.65,1.0,6034,11028,11028,3751,2204,5073,0.629891,-17377.2567,-2.877
0.15,0.45,0.75,0.5,0.5,6034,10186,10186,3741,4101,2344,0.477047,-17390.2717,-2.8792
0.3,0.45,0.9,0.2,0.65,6034,9461,9461,6384,2030,1047,0.758735,-17409.1233,-2.8823
0.15,0.6,0.9,0.5,1.0,6034,9076,9076,3942,1675,3459,0.701798,-17494.405,-2.8964
0.15,0.3,0.6,0.5,0.65,6034,11589,11589,4674,3632,3283,0.562726,-17496.83,-2.8968
0.15,0.45,0.6,0.3,0.5,6034,10747,10747,5717,3563,1467,0.616056,-17533.3183,-2.9029
0.15,0.6,0.75,0.3,0.65,6034,9538,9538,5376,2424,1738,0.689231,-17618.4417,-2.917
0.3,0.45,0.9,1.0,0.65,6034,9461,9461,1587,3471,4403,0.31376,-17658.2533,-2.9236
0.3,0.75,0.9,0.3,0.8,6034,8252,8252,4784,1685,1783,0.739527,-17677.7733,-2.9268
0.3,0.6,0.75,0.2,1.0,6034,9275,9275,6595,1116,1564,0.855272,-17694.7433,-2.9296
0.15,0.45,0.75,0.4,0.5,6034,10186,10186,4493,3810,1883,0.54113,-17724.4367,-2.9345
0.6,0.75,0.9,0.5,0.5,6034,6762,6762,2337,2708,1717,0.463231,-17763.3483,-2.941
0.15,0.3,0.6,0.2,0.8,6034,11589,11589,8174,1895,1520,0.811799,-17766.955,-2.9415
0.45,0.6,0.75,0.2,0.5,6034,8433,8433,5304,2320,809,0.695698,-17828.4517,-2.9517
0.6,0.75,0.9,0.4,0.5,6034,6762,6762,2804,2505,1453,0.52816,-17838.4917,-2.9534
0.6,0.75,0.9,0.3,0.8,6034,6762,6762,3817,1374,1571,0.735311,-17839.1833,-2.9535
0.45,0.6,0.9,0.5,0.4,6034,7971,7971,2538,3787,1646,0.401265,-17865.14,-2.9578
0.45,0.75,0.9,0.2,1.0,6034,7410,7410,5190,932,1288,0.847762,-17867.2317,-2.9582
0.15,0.6,0.9,0.65,1.0,6034,9076,9076,3053,1844,4179,0.623443,-17880.095,-2.9603
0.45,0.6,0.9,0.4,0.4,6034,7971,7971,3096,3542,1333,0.466406,-17894.5917,-2.9627
0.45,0.6,0.9,0.2,0.5,6034,7971,7971,4987,2226,758,0.691391,-17907.0333,-2.9647
0.3,0.6,0.9,1.0,1.0,6034,8813,8813,1708,2014,5091,0.458893,-17906.5567,-2.9647
0.45,0.75,0.9,0.3,0.5,6034,7410,7410,3804,2478,1128,0.60554,-17994.555,-2.9792
0.3,0.45,0.6,0.4,0.4,6034,10484,10484,4205,4681,1598,0.473216,-17999.295,-2.98
0.3,0.75,0.9,0.8,1.0,6034,8252,8252,2152,1826,4274,0.540975,-18004.8367,-2.9809
0.15,0.3,0.45,0.8,0.8,6034,12237,12237,3084,3410,5743,0.4749,-18004.9117,-2.9809
0.3,0.75,0.9,0.65,1.0,6034,8252,8252,2760,1712,3780,0.617174,-18009.3117,-2.9817
0.3,0.6,0.75,0.4,0.5,6034,9275,9275,3994,3442,1839,0.537117,-18040.6617,-2.9869
0.15,0.45,0.6,0.4,0.5,6034,10747,10747,4745,3999,2003,0.542658,-18042.5417,-2.9872
0.6,0.75,0.9,0.8,0.5,6034,6762,6762,1365,3025,2372,0.310934,-18055.9967,-2.9894
0.15,0.45,0.9,0.8,1.0,6034,9724,9724,2588,2085,5051,0.55382,-18079.1467,-2.9932
0.6,0.75,0.9,1.0,0.5,6034,6762,6762,1003,3116,2643,0.243506,-18100.5833,-2.9968
0.15,0.3,0.9,0.3,1.0,6034,10566,10566,6465,1574,2527,0.804205,-18152.2033,-3.0053
0.3,0.75,0.9,0.4,0.65,6034,8252,8252,3815,2428,2009,0.611084,-18153.8583,-3.0056
0.3,0.75,0.9,0.5,0.65,6034,8252,8252,3218,2619,2415,0.551311,-18172.4967,-3.0087
0.45,0.75,0.9,0.3,0.65,6034,7410,7410,4057,1921,1432,0.678655,-18188.105,-3.0113
0.15,0.3,0.45,0.65,0.65,6034,12237,12237,3758,4110,4369,0.477631,-18200.93,-3.0134
0.3,0.45,0.75,0.65,0.5,6034,9923,9923,2698,4259,2966,0.387811,-18255.28,-3.0224
0.6,0.75,0.9,0.65,0.5,6034,6762,6762,1761,2910,2091,0.377007,-18255.6867,-3.0225
0.45,0.6,0.9,1.0,0.4,6034,7971,7971,1027,4257,2687,0.19436,-18255.605,-3.0225
0.15,0.6,0.75,0.4,0.65,6034,9538,9538,4498,2754,2286,0.620243,-18323.11,-3.0336
0.3,0.6,0.9,0.3,0.65,6034,8813,8813,4909,2297,1607,0.681238,-18339.56,-3.0364
0.3,0.6,0.75,1.0,0.8,6034,9275,9275,1678,2739,4858,0.379896,-18353.3483,-3.0386
0.3,0.45,0.75,0.2,0.65,6034,9923,9923,6712,2104,1107,0.761343,-18374.26,-3.0421
0.15,0.3,0.9,0.5,0.8,6034,10566,10566,4482,2623,3461,0.630823,-18395.5,-3.0456
0.15,0.6,0.9,0.5,0.8,6034,9076,9076,3794,2274,3008,0.625247,-18426.78,-3.0508
0.15,0.45,0.75,0.3,0.65,6034,10186,10186,5765,2597,1824,0.689428,-18429.2233,-3.0512
0.45,0.75,0.9,0.2,0.8,6034,7410,7410,5055,1265,1090,0.799842,-18493.0283,-3.0618
0.45,0.6,0.75,0.8,0.4,6034,8433,8433,1534,4372,2527,0.259736,-18503.2767,-3.0635
0.3,0.75,0.9,0.3,1.0,6034,8252,8252,4928,1254,2070,0.797153,-18526.7267,-3.0673
0.3,0.45,0.9,0.8,0.65,6034,9461,9461,2183,3356,3922,0.394114,-18550.2017,-3.0712
0.15,0.3,0.6,0.3,0.65,6034,11589,11589,6617,2973,1999,0.68999,-18580.6783,-3.0763
0.3,0.45,0.9,0.5,0.5,6034,9461,9461,3406,3817,2238,0.471549,-18615.7983,-3.0821
0.15,0.6,0.75,0.65,1.0,6034,9538,9538,3179,1930,4429,0.622235,-18634.2883,-3.0851
0.15,0.45,0.75,0.65,0.65,6034,10186,10186,3066,3434,3686,0.471692,-18660.5483,-3.0895
0.45,0.6,0.9,0.3,0.5,6034,7971,7971,4084,2662,1225,0.605396,-18673.1233,-3.0916
0.15,0.45,0.75,1.0,1.0,6034,10186,10186,1982,2266,5938,0.466573,-18697.965,-3.0957
0.15,0.6,0.75,0.5,1.0,6034,9538,9538,4120,1748,3670,0.702113,-18714.9067,-3.0985
0.3,0.45,0.9,0.4,0.5,6034,9461,9461,4100,3574,1787,0.534272,-18804.3483,-3.1133
0.15,0.3,0.75,0.3,0.8,6034,11028,11028,6531,2222,2275,0.746144,-18836.3033,-3.1186
0.3,0.45,0.75,0.3,0.5,6034,9923,9923,5208,3318,1397,0.610837,-18851.5283,-3.1211
0.15,0.45,0.75,0.8,0.8,6034,10186,10186,2560,2898,4728,0.469036,-18855.01,-3.1217
0.15,0.6,0.9,0.4,1.0,6034,9076,9076,4633,1530,2913,0.751744,-18904.015,-3.1298
0.15,0.3,0.9,0.5,1.0,6034,10566,10566,4642,1944,3980,0.704828,-18916.105,-3.1318
0.45,0.6,0.75,1.0,0.4,6034,8433,8433,1094,4471,2868,0.196586,-18966.6033,-3.1402
0.15,0.3,0.6,0.4,0.65,6034,11589,11589,5556,3366,2667,0.62273,-18970.8233,-3.1409
0.15,0.6,0.75,0.3,0.8,6034,9538,9538,5564,1911,2063,0.744348,-18997.7133,-3.1453
0.15,0.3,0.9,0.4,0.8,6034,10566,10566,5298,2427,2841,0.685825,-19002.005,-3.146
0.3,0.6,0.9,0.65,0.65,6034,8813,8813,2632,3024,3157,0.465347,-19038.98,-3.1521
0.15,0.6,0.75,0.3,1.0,6034,9538,9538,5720,1388,2430,0.804727,-19072.2967,-3.1577
0.6,0.75,0.9,0.5,1.0,6034,6762,6762,2801,1297,2664,0.683504,-19127.3183,-3.1668
0.15,0.45,0.75,0.2,0.8,6034,10186,10186,7112,1688,1386,0.808182,-19132.0867,-3.1676
0.15,0.45,0.9,0.2,0.8,6034,9724,9724,6780,1633,1311,0.805896,-19139.5767,-3.1688
0.3,0.45,0.9,0.3,0.65,6034,9461,9461,5298,2470,1693,0.682029,-19150.3417,-3.1706
0.15,0.3,0.75,0.5,0.8,6034,11028,11028,4653,2731,3644,0.630146,-19175.74,-3.1748
0.15,0.6,0.9,0.65,0.8,6034,9076,9076,2911,2486,3679,0.539374,-19188.7283,-3.1769
0.15,0.6,0.75,0.5,0.8,6034,9538,9538,3965,2382,3191,0.624705,-19207.02,-3.18
0.6,0.75,0.9,0.65,1.0,6034,6762,6762,2188,1438,3136,0.60342,-19266.3433,-3.1898
0.15,0.45,0.75,0.4,0.65,6034,10186,10186,4808,2947,2431,0.619987,-19273.6817,-3.191
0.15,0.45,0.6,0.2,0.65,6034,10747,10747,7270,2268,1209,0.762214,-19278.59,-3.1918
0.15,0.45,0.6,1.0,0.8,6034,10747,10747,1953,3145,5649,0.383091,-19285.3417,-3.1929
0.6,0.75,0.9,0.5,0.65,6034,6762,6762,2538,2163,2061,0.539885,-19308.8683,-3.1968
0.6,0.75,0.9,0.8,0.65,6034,6762,6762,1520,2461,2781,0.381814,-19342.1317,-3.2023
0.15,0.3,0.45,0.3,0.65,6034,12237,12237,7006,3146,2085,0.69011,-19391.46,-3.2105
0.45,0.6,0.9,0.65,0.4,6034,7971,7971,1883,4026,2062,0.318666,-19401.4533,-3.2122
0.3,0.6,0.9,0.8,0.8,6034,8813,8813,2155,2515,4143,0.461456,-19404.4467,-3.2127
0.45,0.6,0.9,0.2,0.65,6034,7971,7971,5250,1729,992,0.752257,-19410.6383,-3.2137
0.15,0.45,0.75,0.5,0.65,6034,10186,10186,4025,3193,2968,0.557634,-19426.3367,-3.2163
0.3,0.45,0.6,0.65,0.5,6034,10484,10484,2833,4477,3174,0.387551,-19433.2567,-3.2174
0.15,0.6,0.9,0.4,0.8,6034,9076,9076,4483,2092,2501,0.681825,-19488.2483,-3.2265
0.45,0.6,0.75,0.5,0.4,6034,8433,8433,2678,3993,1762,0.401439,-19494.3983,-3.2275
0.6,0.75,0.9,0.65,0.65,6034,6762,6762,1940,2348,2474,0.452425,-19498.5983,-3.2282
0.6,0.75,0.9,1.0,0.65,6034,6762,6762,1130,2551,3081,0.306982,-19514.75,-3.2309
0.3,0.75,0.9,0.5,0.8,6034,8252,8252,3368,2073,2811,0.619004,-19514.34,-3.2309
0.15,0.45,0.9,0.3,0.8,6034,9724,9724,5725,1981,2018,0.742928,-19526.12,-3.2328
0.3,0.45,0.6,0.3,0.5,6034,10484,10484,5488,3502,1494,0.610456,-19530.0967,-3.2335
0.6,0.75,0.9,0.5,0.8,6034,6762,6762,2680,1724,2358,0.608538,-19545.62,-3.236
0.3,0.6,0.75,1.0,1.0,6034,9275,9275,1780,2098,5397,0.458999,-19556.4317,-3.2378
0.15,0.3,0.6,0.2,1.0,6034,11589,11589,8347,1393,1849,0.856982,-19578.8417,-3.2415
0.15,0.6,0.75,0.65,0.8,6034,9538,9538,3032,2613,3893,0.537112,-19595.3633,-3.2443
0.6,0.75,0.9,0.8,1.0,6034,6762,6762,1736,1533,3493,0.531049,-19603.08,-3.2455
0.6,0.75,0.9,0.4,0.65,6034,6762,6762,3015,1988,1759,0.602638,-19618.475,-3.2481
0.15,0.45,0.9,0.3,1.0,6034,9724,9724,5883,1463,2378,0.800844,-19621.4483,-3.2486
0.45,0.6,0.75,0.4,0.4,6034,8433,8433,3262,3733,1438,0.466333,-19622.9483,-3.2488
0.3,0.6,0.9,0.3,0.8,6034,8813,8813,5089,1795,1929,0.73925,-19652.67,-3.2538
0.3,0.6,0.9,0.5,0.65,6034,8813,8813,3421,2805,2587,0.54947,-19734.7967,-3.2674
