entry_leg1_pct,entry_leg2_pct,entry_leg3_pct,tp_pct_of_unit,sl_pct_of_unit,days_traded,filled_legs,closed_legs,wins,losses,time_exits,win_rate_excl_time_exit,total_pips,cal_ppd
0.3,0.45,0.75,1.0,0.4,6034,9923,9923,1375,5261,3287,0.207203,-10250.0333,-1.697
0.3,0.6,0.75,0.3,0.2,6034,9275,9275,3413,5391,471,0.387665,-10250.5733,-1.6971
0.15,0.45,0.75,0.5,0.3,6034,10186,10186,3100,5669,1417,0.353518,-10281.6483,-1.7023
0.15,0.3,0.75,0.5,0.4,6034,11028,11028,3872,5204,1952,0.42662,-10300.64,-1.7054
0.45,0.6,0.9,0.4,0.2,6034,7971,7971,2271,5048,652,0.310288,-10304.95,-1.7061
0.45,0.6,0.9,0.65,0.2,6034,7971,7971,1341,5534,1096,0.195055,-10332.665,-1.7107
0.15,0.75,0.9,1.0,0.8,6034,8515,8515,1667,2544,4304,0.395868,-10342.6767,-1.7124
0.15,0.3,0.45,0.65,0.4,6034,12237,12237,3219,6170,2848,0.342848,-10360.045,-1.7152
0.6,0.75,0.9,0.2,0.3,6034,6762,6762,3668,2699,395,0.576095,-10364.575,-1.716
0.15,0.75,0.9,0.2,0.5,6034,8515,8515,5543,2284,688,0.70819,-10422.8217,-1.7256
0.15,0.3,0.45,0.3,0.2,6034,12237,12237,4675,7130,432,0.396019,-10433.5,-1.7274
0.45,0.75,0.9,0.8,0.2,6034,7410,7410,937,5280,1193,0.150716,-10461.8983,-1.7321
0.15,0.45,0.9,0.2,0.2,6034,9724,9724,4625,4874,225,0.486893,-10497.2033,-1.7379
0.3,0.45,0.9,0.4,0.2,6034,9461,9461,2801,6033,627,0.31707,-10501.6867,-1.7387
0.15,0.45,0.75,1.0,0.5,6034,10186,10186,1618,4639,3929,0.25859,-10504.77,-1.7392
0.3,0.6,0.75,0.2,0.4,6034,9275,9275,5683,3001,591,0.654422,-10504.9817,-1.7392
0.15,0.6,0.75,0.8,0.4,6034,9538,9538,1900,4944,2694,0.277615,-10504.4917,-1.7392
0.3,0.6,0.9,0.8,0.4,6034,8813,8813,1699,4588,2526,0.27024,-10507.4033,-1.7396
0.15,0.45,0.6,0.65,0.3,6034,10747,10747,2425,6320,2002,0.277301,-10511.7417,-1.7404
0.45,0.6,0.75,1.0,0.2,6034,8433,8433,750,6081,1602,0.109794,-10520.705,-1.7418
0.3,0.75,0.9,1.0,0.5,6034,8252,8252,1302,3794,3156,0.255495,-10521.4333,-1.742
0.3,0.75,0.9,0.65,0.4,6034,8252,8252,2099,4157,1996,0.335518,-10532.4183,-1.7438
0.3,0.45,0.6,0.65,0.2,6034,10484,10484,1864,7329,1291,0.202763,-10533.665,-1.744
0.3,0.75,0.9,0.3,0.3,6034,8252,8252,3688,3923,641,0.484562,-10543.0833,-1.7455
0.3,0.45,0.9,0.8,0.3,6034,9461,9461,1589,5783,2089,0.215545,-10546.2867,-1.7461
0.15,0.45,0.6,1.0,0.5,6034,10747,10747,1680,4856,4211,0.257038,-10547.79,-1.7463
0.3,0.6,0.9,1.0,0.5,6034,8813,8813,1364,4011,3438,0.253767,-10564.4533,-1.7491
0.15,0.6,0.9,0.8,0.65,6034,9076,9076,2200,3200,3676,0.407407,-10574.175,-1.7507
0.15,0.75,0.9,0.65,0.4,6034,8515,8515,2228,4294,1993,0.341613,-10603.2917,-1.7555
0.15,0.75,0.9,0.65,0.5,6034,8515,8515,2430,3660,2425,0.399015,-10621.335,-1.7585
0.15,0.3,0.9,0.3,0.4,6034,10566,10566,5408,4192,966,0.563333,-10634.7483,-1.7607
0.15,0.6,0.75,1.0,0.65,6034,9538,9538,1697,3470,4371,0.32843,-10671.1867,-1.7668
0.3,0.6,0.75,0.8,0.3,6034,9275,9275,1539,5623,2113,0.214884,-10675.9583,-1.7675
0.3,0.6,0.9,0.2,0.4,6034,8813,8813,5372,2894,547,0.649891,-10691.3333,-1.7701
0.15,0.3,0.45,0.2,0.2,6034,12237,12237,5917,6109,211,0.492017,-10710.15,-1.7732
0.45,0.6,0.75,0.5,0.2,6034,8433,8433,1934,5612,887,0.256295,-10728.0383,-1.7762
0.45,0.6,0.9,0.2,0.2,6034,7971,7971,3648,4054,269,0.473643,-10737.2133,-1.7777
0.3,0.45,0.6,0.5,0.2,6034,10484,10484,2516,7019,949,0.26387,-10768.9217,-1.7829
0.15,0.45,0.6,0.5,0.3,6034,10747,10747,3263,5985,1499,0.352833,-10769.9267,-1.7831
0.15,0.45,0.75,0.3,0.3,6034,10186,10186,4624,4813,749,0.489986,-10786.0733,-1.7858
0.15,0.3,0.6,1.0,1.0,6034,11589,11589,2309,2509,6771,0.479244,-10799.5817,-1.788
0.3,0.6,0.9,0.2,0.3,6034,8813,8813,4895,3528,390,0.581147,-10814.0467,-1.7904
0.15,0.45,0.75,0.2,0.3,6034,10186,10186,5740,4046,400,0.586552,-10833.9533,-1.7937
0.15,0.75,0.9,0.2,0.4,6034,8515,8515,5242,2758,515,0.65525,-10836.98,-1.7942
0.3,0.75,0.9,0.2,0.5,6034,8252,8252,5340,2225,687,0.705882,-10888.9117,-1.8028
0.15,0.3,0.75,0.8,0.65,6034,11028,11028,2667,3880,4481,0.407362,-10908.64,-1.8061
0.6,0.75,0.9,0.3,0.3,6034,6762,6762,2912,3175,675,0.478397,-10938.94,-1.8111
0.15,0.45,0.75,0.8,0.4,6034,10186,10186,2025,5288,2873,0.276904,-10946.325,-1.8123
0.45,0.6,0.75,0.8,0.2,6034,8433,8433,1058,5998,1377,0.149943,-10948.2983,-1.8126
0.3,0.45,0.9,0.8,0.4,6034,9461,9461,1824,4932,2705,0.269982,-10949.2367,-1.8128
0.45,0.6,0.75,0.3,0.2,6034,8433,8433,3018,4924,491,0.380005,-10949.065,-1.8128
0.3,0.45,0.6,0.2,0.2,6034,10484,10484,4940,5289,255,0.482941,-10950.16,-1.8129
0.3,0.75,0.9,0.3,0.4,6034,8252,8252,4097,3257,898,0.557112,-10956.9633,-1.8141
0.45,0.75,0.9,1.0,0.2,6034,7410,7410,655,5369,1386,0.108732,-11003.535,-1.8218
0.15,0.75,0.9,0.2,0.65,6034,8515,8515,5831,1753,931,0.768855,-11030.3883,-1.8262
0.3,0.6,0.75,0.4,0.2,6034,9275,9275,2719,5880,676,0.3162,-11041.045,-1.828
0.15,0.3,0.9,0.3,0.5,6034,10566,10566,5779,3496,1291,0.623073,-11097.7983,-1.8374
0.15,0.3,0.6,0.5,0.4,6034,11589,11589,4047,5482,2060,0.424704,-11102.6083,-1.8382
0.15,0.45,0.9,1.0,0.65,6034,9724,9724,1703,3540,4481,0.324814,-11166.4683,-1.8488
0.15,0.3,0.6,0.3,0.3,6034,11589,11589,5302,5511,776,0.490336,-11219.875,-1.8576
0.3,0.6,0.9,0.65,0.3,6034,8813,8813,1958,5203,1652,0.273425,-11220.315,-1.8577
0.3,0.45,0.6,1.0,0.4,6034,10484,10484,1427,5555,3502,0.204383,-11240.0483,-1.8609
0.45,0.75,0.9,0.65,0.2,6034,7410,7410,1232,5163,1015,0.192651,-11253.9217,-1.8632
0.15,0.3,0.45,0.2,0.3,6034,12237,12237,6967,4875,395,0.58833,-11283.425,-1.8681
0.15,0.3,0.9,0.4,0.5,6034,10566,10566,4809,3931,1826,0.550229,-11283.54,-1.8681
0.15,0.3,0.6,0.5,0.5,6034,11589,11589,4380,4600,2609,0.487751,-11302.4983,-1.8713
0.15,0.45,0.6,0.8,0.4,6034,10747,10747,2128,5565,3054,0.276615,-11354.1017,-1.8798
0.3,0.75,0.9,0.5,0.3,6034,8252,8252,2453,4601,1198,0.347746,-11387.8383,-1.8854
0.3,0.45,0.75,0.3,0.2,6034,9923,9923,3658,5810,455,0.386354,-11394.845,-1.8866
0.15,0.45,0.9,0.2,0.3,6034,9724,9724,5459,3886,379,0.584163,-11422.4783,-1.8911
0.3,0.6,0.75,0.65,0.3,6034,9275,9275,2040,5467,1768,0.271746,-11422.5133,-1.8911
0.15,0.75,0.9,0.5,0.4,6034,8515,8515,2941,4011,1563,0.423044,-11439.1633,-1.8939
0.3,0.45,0.75,0.65,0.2,6034,9923,9923,1755,6958,1210,0.201423,-11454.9217,-1.8965
0.3,0.45,0.75,0.2,0.3,6034,9923,9923,5540,3982,401,0.581811,-11467.3717,-1.8986
0.15,0.45,0.6,0.4,0.3,6034,10747,10747,3969,5630,1148,0.413481,-11498.185,-1.9037
0.15,0.3,0.75,0.5,0.5,6034,11028,11028,4177,4397,2454,0.487171,-11522.3367,-1.9077
0.15,0.6,0.9,1.0,1.0,6034,9076,9076,1838,2028,5210,0.475427,-11543.1717,-1.9111
0.45,0.75,0.9,0.2,0.3,6034,7410,7410,4032,2993,385,0.57395,-11606.425,-1.9216
0.3,0.45,0.75,0.2,0.4,6034,9923,9923,6082,3238,603,0.652575,-11615.405,-1.9231
0.15,0.75,0.9,0.3,0.4,6034,8515,8515,4294,3334,887,0.562926,-11624.0117,-1.9245
0.3,0.45,0.6,0.8,0.3,6034,10484,10484,1736,6370,2378,0.214162,-11627.4133,-1.9251
0.45,0.75,0.9,0.3,0.3,6034,7410,7410,3226,3517,667,0.478422,-11644.365,-1.9279
0.15,0.45,0.6,0.2,0.2,6034,10747,10747,5094,5403,250,0.485282,-11650.5767,-1.9289
0.3,0.75,0.9,0.4,0.3,6034,8252,8252,2972,4347,933,0.406066,-11663.5967,-1.9311
0.15,0.75,0.9,0.4,0.4,6034,8515,8515,3534,3736,1245,0.486107,-11734.775,-1.9428
0.15,0.3,0.6,0.8,0.65,6034,11589,11589,2791,4051,4747,0.407922,-11755.8067,-1.9463
0.15,0.3,0.45,0.65,0.5,6034,12237,12237,3502,5227,3508,0.401191,-11798.905,-1.9535
0.15,0.6,0.9,0.65,0.5,6034,9076,9076,2565,3878,2633,0.398106,-11799.3117,-1.9535
0.3,0.45,0.9,0.2,0.4,6034,9461,9461,5771,3131,559,0.648281,-11801.7567,-1.9539
0.15,0.3,0.75,0.4,0.4,6034,11028,11028,4643,4875,1510,0.487813,-11839.4783,-1.9602
0.15,0.3,0.9,0.8,0.8,6034,10566,10566,2729,2961,4876,0.479613,-11839.9483,-1.9603
0.15,0.3,0.6,0.2,0.5,6034,11589,11589,7614,3109,866,0.710062,-11863.3333,-1.9641
0.3,0.6,0.9,0.5,0.3,6034,8813,8813,2616,4917,1280,0.347272,-11876.1167,-1.9662
0.3,0.6,0.75,1.0,0.5,6034,9275,9275,1431,4199,3645,0.254174,-11892.89,-1.969
0.3,0.45,0.75,0.5,0.2,6034,9923,9923,2370,6658,895,0.262517,-11908.0217,-1.9715
0.6,0.75,0.9,0.2,0.4,6034,6762,6762,4018,2212,532,0.644944,-11917.015,-1.973
0.15,0.3,0.45,0.3,0.3,6034,12237,12237,5616,5853,768,0.489668,-11925.3,-1.9744
0.15,0.3,0.9,0.65,0.65,6034,10566,10566,3324,3574,3668,0.481879,-11933.5017,-1.9757
0.15,0.45,0.9,0.8,0.65,6034,9724,9724,2343,3408,3973,0.407407,-11949.8883,-1.9785
0.3,0.45,0.75,0.8,0.3,6034,9923,9923,1643,6060,2220,0.213294,-11959.735,-1.9801
0.15,0.75,0.9,0.3,0.5,6034,8515,8515,4588,2795,1132,0.621428,-11972.8933,-1.9823
0.3,0.45,0.6,0.3,0.2,6034,10484,10484,3852,6153,479,0.385007,-11978.7617,-1.9832
0.45,0.6,0.75,0.65,0.2,6034,8433,8433,1396,5875,1162,0.191996,-11986.41,-1.9845
0.15,0.6,0.9,0.5,0.5,6034,9076,9076,3380,3613,2083,0.48334,-12005.7717,-1.9877
0.15,0.3,0.6,0.2,0.4,6034,11589,11589,7201,3778,610,0.655889,-12009.415,-1.9883
0.3,0.45,0.9,0.2,0.3,6034,9461,9461,5259,3822,380,0.579121,-12055.8967,-1.996
0.3,0.6,0.9,0.3,0.3,6034,8813,8813,3904,4215,694,0.480847,-12078.1667,-1.9997
0.15,0.45,0.6,0.8,0.5,6034,10747,10747,2333,4724,3690,0.330594,-12108.6433,-2.0047
0.3,0.6,0.9,0.3,0.4,6034,8813,8813,4344,3503,966,0.553587,-12113.5267,-2.0056
0.15,0.3,0.9,0.2,0.65,6034,10566,10566,7298,2203,1065,0.76813,-12159.72,-2.0132
0.3,0.6,0.75,0.8,0.4,6034,9275,9275,1768,4815,2692,0.268571,-12163.3033,-2.0138
0.15,0.75,0.9,0.8,1.0,6034,8515,8515,2316,1836,4363,0.557803,-12180.9667,-2.0167
0.45,0.6,0.75,0.4,0.2,6034,8433,8433,2376,5365,692,0.306937,-12205.645,-2.0208
0.15,0.75,0.9,0.5,0.5,6034,8515,8515,3177,3410,1928,0.482314,-12225.61,-2.0241
0.15,0.6,0.9,0.5,0.4,6034,9076,9076,3116,4289,1671,0.420797,-12241.1317,-2.0267
0.15,0.45,0.75,0.8,0.5,6034,10186,10186,2219,4520,3447,0.329277,-12255.4333,-2.029
0.3,0.75,0.9,0.5,0.4,6034,8252,8252,2766,3895,1591,0.415253,-12277.905,-2.0328
0.15,0.3,0.45,0.5,0.4,6034,12237,12237,4260,5805,2172,0.423249,-12318.125,-2.0394
0.15,0.45,0.6,0.3,0.3,6034,10747,10747,4840,5105,802,0.486677,-12321.1567,-2.0399
0.15,0.3,0.9,0.8,1.0,6034,10566,10566,2856,2223,5487,0.562315,-12367.65,-2.0476
0.6,0.75,0.9,0.5,0.3,6034,6762,6762,1907,3724,1131,0.338661,-12377.8183,-2.0493
0.15,0.75,0.9,0.65,0.65,6034,8515,8515,2632,2898,2985,0.475949,-12393.12,-2.0518
0.3,0.45,0.75,0.4,0.2,6034,9923,9923,2906,6350,667,0.313959,-12402.3817,-2.0534
0.3,0.45,0.6,0.4,0.2,6034,10484,10484,3072,6705,707,0.314207,-12478.1533,-2.0659
0.15,0.6,0.75,0.2,0.5,6034,9538,9538,6190,2548,800,0.7084,-12497.1283,-2.0691
0.15,0.6,0.9,1.0,0.8,6034,9076,9076,1733,2694,4649,0.391461,-12510.585,-2.0713
0.15,0.3,0.75,0.3,0.4,6034,11028,11028,5614,4358,1056,0.562976,-12564.3217,-2.0802
0.15,0.6,0.9,0.2,0.5,6034,9076,9076,5873,2454,749,0.705296,-12575.71,-2.0821
0.3,0.45,0.75,0.8,0.4,6034,9923,9923,1893,5159,2871,0.268434,-12605.1367,-2.0869
0.3,0.6,0.75,0.5,0.3,6034,9275,9275,2732,5169,1374,0.345779,-12621.1717,-2.0896
0.3,0.45,0.9,0.65,0.3,6034,9461,9461,2099,5617,1745,0.272032,-12650.7267,-2.0945
0.15,0.6,0.9,0.3,0.5,6034,9076,9076,4868,2979,1229,0.620364,-12651.4617,-2.0946
0.3,0.6,0.9,0.65,0.4,6034,8813,8813,2213,4452,2148,0.332033,-12683.2417,-2.0999
0.15,0.75,0.9,0.8,0.8,6034,8515,8515,2205,2449,3861,0.473786,-12690.0467,-2.101
0.15,0.6,0.9,0.65,0.4,6034,9076,9076,2342,4589,2145,0.337902,-12754.115,-2.1116
0.15,0.6,0.9,0.3,0.4,6034,9076,9076,4541,3580,955,0.559168,-12780.575,-2.116
0.3,0.45,0.9,0.3,0.3,6034,9461,9461,4218,4557,686,0.480684,-12783.5917,-2.1165
0.3,0.6,0.9,0.8,0.5,6034,8813,8813,1865,3902,3046,0.323392,-12802.9033,-2.1197
0.15,0.3,0.75,0.3,0.5,6034,11028,11028,5992,3635,1401,0.622416,-12829.8667,-2.1242
0.15,0.45,0.6,0.2,0.3,6034,10747,10747,6002,4301,444,0.582549,-12845.2683,-2.1267
0.3,0.45,0.75,0.65,0.3,6034,9923,9923,2181,5881,1861,0.270528,-12852.925,-2.128
0.3,0.75,0.9,0.4,0.4,6034,8252,8252,3327,3655,1270,0.476511,-12905.77,-2.1367
0.15,0.75,0.9,0.4,0.5,6034,8515,8515,3791,3159,1565,0.545468,-12935.1283,-2.1416
0.6,0.75,0.9,1.0,0.3,6034,6762,6762,782,4159,1821,0.158268,-12939.2617,-2.1423
0.6,0.75,0.9,0.8,0.3,6034,6762,6762,1074,4071,1617,0.208746,-12943.095,-2.1429
0.3,0.75,0.9,0.8,0.5,6034,8252,8252,1751,3698,2803,0.321343,-12949.6933,-2.144
0.3,0.6,0.75,0.2,0.5,6034,9275,9275,5987,2489,799,0.706347,-12963.2183,-2.1462
0.15,0.75,0.9,0.3,0.65,6034,8515,8515,4862,2163,1490,0.6921,-12999.7017,-2.1523
0.3,0.45,0.6,0.8,0.4,6034,10484,10484,1996,5436,3052,0.268568,-13012.9133,-2.1545
0.15,0.6,0.75,0.65,0.5,6034,9538,9538,2664,4075,2799,0.395311,-13023.9317,-2.1563
0.45,0.75,0.9,0.2,0.4,6034,7410,7410,4417,2449,544,0.643315,-13027.4383,-2.1569
0.45,0.6,0.75,0.2,0.3,6034,8433,8433,4575,3408,450,0.573093,-13029.215,-2.1572
0.3,0.6,0.9,0.4,0.3,6034,8813,8813,3162,4648,1003,0.404866,-13034.2867,-2.158
0.3,0.6,0.9,0.2,0.5,6034,8813,8813,5670,2395,748,0.703038,-13041.8,-2.1592
0.6,0.75,0.9,0.4,0.3,6034,6762,6762,2316,3511,935,0.39746,-13070.44,-2.164
0.3,0.45,0.9,0.3,0.4,6034,9461,9461,4694,3781,986,0.553864,-13072.235,-2.1643
0.3,0.6,0.9,0.5,0.4,6034,8813,8813,2941,4173,1699,0.41341,-13079.8733,-2.1655
0.15,0.75,0.9,0.2,0.8,6034,8515,8515,5983,1384,1148,0.812135,-13097.4683,-2.1685
0.6,0.75,0.9,0.3,0.4,6034,6762,6762,3230,2645,887,0.549787,-13102.79,-2.1693
0.3,0.6,0.75,0.65,0.4,6034,9275,9275,2316,4666,2293,0.33171,-13104.62,-2.1696
0.15,0.3,0.45,0.2,0.4,6034,12237,12237,7600,4015,622,0.654326,-13119.8383,-2.1722
0.15,0.3,0.75,0.2,0.65,6034,11028,11028,7626,2277,1125,0.77007,-13124.8567,-2.173
0.15,0.3,0.45,0.8,0.65,6034,12237,12237,2934,4259,5044,0.407897,-13131.52,-2.1741
0.15,0.3,0.75,0.4,0.5,6034,11028,11028,4981,4096,1951,0.54875,-13137.2983,-2.175
0.15,0.6,0.75,0.65,0.4,6034,9538,9538,2445,4803,2290,0.337334,-13175.4933,-2.1814
0.45,0.6,0.9,0.3,0.3,6034,7971,7971,3442,3809,720,0.474693,-13179.4483,-2.182
0.15,0.6,0.75,1.0,1.0,6034,9538,9538,1910,2112,5516,0.474888,-13193.0467,-2.1843
0.6,0.75,0.9,0.65,0.3,6034,6762,6762,1409,3957,1396,0.262579,-13213.75,-2.1877
0.3,0.6,0.75,0.3,0.3,6034,9275,9275,4088,4431,756,0.479869,-13227.1,-2.1899
0.15,0.6,0.75,0.2,0.4,6034,9538,9538,5847,3096,595,0.653807,-13235.0967,-2.1912
0.15,0.6,0.9,0.4,0.5,6034,9076,9076,4043,3348,1685,0.547017,-13253.2333,-2.1942
0.3,0.75,0.9,0.2,0.65,6034,8252,8252,5606,1738,908,0.763344,-13256.905,-2.1949
0.15,0.6,0.9,0.4,0.4,6034,9076,9076,3749,4000,1327,0.483804,-13266.9883,-2.1965
0.3,0.75,0.9,0.65,0.5,6034,8252,8252,2290,3548,2414,0.392258,-13324.6583,-2.2061
0.15,0.3,0.6,0.4,0.4,6034,11589,11589,4858,5139,1592,0.485946,-13371.6917,-2.2139
0.15,0.6,0.9,0.2,0.4,6034,9076,9076,5536,2989,551,0.649384,-13421.4483,-2.2221
0.15,0.75,0.9,0.5,0.65,6034,8515,8515,3424,2675,2416,0.561404,-13422.995,-2.2224
0.3,0.45,0.9,0.4,0.3,6034,9461,9461,3419,5032,1010,0.404568,-13445.0517,-2.226
0.15,0.3,0.45,1.0,0.8,6034,12237,12237,2275,3520,6442,0.39258,-13450.9583,-2.227
0.15,0.3,0.6,0.4,0.5,6034,11589,11589,5233,4285,2071,0.5498,-13455.4033,-2.2277
0.15,0.45,0.9,0.5,0.4,6034,9724,9724,3329,4612,1783,0.419217,-13456.6483,-2.2279
0.3,0.45,0.6,0.2,0.3,6034,10484,10484,5802,4237,445,0.577946,-13478.6867,-2.2316
0.45,0.75,0.9,0.4,0.3,6034,7410,7410,2573,3895,942,0.397805,-13481.205,-2.232
0.15,0.3,0.6,0.3,0.5,6034,11589,11589,6272,3819,1498,0.621544,-13508.435,-2.2365
0.15,0.3,0.75,0.65,0.65,6034,11028,11028,3438,3721,3869,0.480235,-13530.5017,-2.2401
0.3,0.45,0.9,0.65,0.4,6034,9461,9461,2378,4775,2308,0.332448,-13559.2117,-2.2449
0.15,0.45,0.9,0.4,0.4,6034,9724,9724,4031,4307,1386,0.483449,-13567.73,-2.2463
0.3,0.45,0.9,0.5,0.3,6034,9461,9461,2805,5328,1328,0.344891,-13610.21,-2.2533
0.45,0.6,0.9,0.2,0.3,6034,7971,7971,4294,3248,429,0.569345,-13617.74,-2.2546
0.15,0.45,0.9,0.65,0.4,6034,9724,9724,2507,4912,2305,0.337916,-13630.085,-2.2566
0.15,0.3,0.45,0.4,0.4,6034,12237,12237,5140,5446,1651,0.485547,-13672.4333,-2.2636
0.6,0.75,0.9,0.2,0.5,6034,6762,6762,4246,1834,682,0.698355,-13675.595,-2.2642
0.15,0.6,0.75,1.0,0.8,6034,9538,9538,1807,2817,4914,0.390787,-13680.0867,-2.2649
0.15,0.3,0.75,0.8,0.8,6034,11028,11028,2814,3101,5113,0.47574,-13700.5133,-2.2683
0.15,0.75,0.9,0.2,1.0,6034,8515,8515,6114,1018,1383,0.857263,-13713.7317,-2.2705
0.15,0.3,0.6,0.3,0.4,6034,11589,11589,5861,4604,1124,0.560057,-13720.885,-2.2717
0.15,0.45,0.9,0.3,0.4,6034,9724,9724,4891,3858,975,0.559035,-13739.2833,-2.2747
0.15,0.45,0.75,1.0,0.65,6034,10186,10186,1769,3687,4730,0.32423,-13795.895,-2.2841
0.15,0.3,0.9,0.5,0.65,6034,10566,10566,4307,3317,2942,0.564927,-13848.9233,-2.2929
0.15,0.6,0.75,0.5,0.4,6034,9538,9538,3256,4495,1787,0.420075,-13870.39,-2.2964
0.3,0.75,0.9,0.2,0.8,6034,8252,8252,5764,1359,1129,0.80921,-13886.6533,-2.2991
0.45,0.6,0.9,0.8,0.3,6034,7971,7971,1271,4818,1882,0.208737,-13894.55,-2.3004
0.15,0.75,0.9,0.4,0.65,6034,8515,8515,4054,2460,2001,0.622352,-13898.32,-2.301
0.3,0.75,0.9,1.0,0.65,6034,8252,8252,1444,3070,3738,0.319894,-13908.2633,-2.3027
0.15,0.6,0.75,0.5,0.5,6034,9538,9538,3526,3796,2216,0.481562,-13920.16,-2.3047
0.15,0.6,0.75,0.8,0.65,6034,9538,9538,2271,3364,3903,0.403017,-13923.45,-2.3052
0.3,0.45,0.75,0.3,0.3,6034,9923,9923,4402,4773,748,0.479782,-13932.525,-2.3067
0.15,0.3,0.45,0.2,0.5,6034,12237,12237,8025,3331,881,0.706675,-13941.8833,-2.3083
0.15,0.3,0.9,0.3,0.65,6034,10566,10566,6103,2712,1751,0.692343,-13961.9383,-2.3116
0.15,0.6,0.9,0.8,1.0,6034,9076,9076,2440,1930,4706,0.558352,-13965.8933,-2.3122
0.3,0.45,0.6,0.65,0.3,6034,10484,10484,2292,6205,1987,0.269742,-13967.3183,-2.3125
0.3,0.75,0.9,0.3,0.5,6034,8252,8252,4359,2734,1159,0.61455,-13969.6717,-2.3129
0.3,0.45,0.75,0.65,0.4,6034,9923,9923,2481,4989,2453,0.332129,-13980.59,-2.3147
0.3,0.6,0.75,0.3,0.4,6034,9275,9275,4550,3669,1056,0.553595,-14043.1,-2.325
0.15,0.45,0.75,0.65,0.4,6034,10186,10186,2610,5126,2450,0.337384,-14051.4633,-2.3264
0.45,0.75,0.9,0.3,0.4,6034,7410,7410,3580,2923,907,0.550515,-14061.4983,-2.3281
0.45,0.75,0.9,0.5,0.3,6034,7410,7410,2096,4135,1179,0.336383,-14111.9117,-2.3364
0.3,0.45,0.9,1.0,0.5,6034,9461,9461,1438,4337,3686,0.249004,-14157.1083,-2.3439
0.15,0.6,0.9,0.2,0.65,6034,9076,9076,6164,1902,1010,0.764195,-14161.235,-2.3446
0.3,0.45,0.6,0.2,0.4,6034,10484,10484,6376,3469,639,0.647638,-14199.8733,-2.351
0.45,0.75,0.9,0.8,0.3,6034,7410,7410,1178,4508,1724,0.207176,-14226.8717,-2.3554
0.3,0.6,0.75,0.4,0.3,6034,9275,9275,3301,4894,1080,0.402807,-14248.3467,-2.359
0.3,0.45,0.9,0.5,0.4,6034,9461,9461,3154,4496,1811,0.412288,-14295.39,-2.3668
0.3,0.75,0.9,0.2,1.0,6034,8252,8252,5896,1002,1354,0.854741,-14320.2367,-2.3709
0.15,0.45,0.9,0.65,0.5,6034,9724,9724,2739,4174,2811,0.39621,-14327.3367,-2.3721
0.45,0.6,0.75,0.3,0.3,6034,8433,8433,3626,4025,782,0.473925,-14328.3817,-2.3722
0.15,0.45,0.75,0.2,0.4,6034,10186,10186,6246,3333,607,0.652051,-14345.52,-2.3751
0.3,0.45,0.75,0.5,0.3,6034,9923,9923,2921,5580,1422,0.343607,-14355.265,-2.3767
0.15,0.6,0.75,0.3,0.5,6034,9538,9538,5081,3118,1339,0.61971,-14383.53,-2.3814
0.15,0.45,0.6,1.0,0.65,6034,10747,10747,1840,3871,5036,0.322185,-14421.1767,-2.3876
0.3,0.6,0.9,0.4,0.4,6034,8813,8813,3542,3919,1352,0.474735,-14437.9833,-2.3904
0.3,0.6,0.9,0.65,0.5,6034,8813,8813,2425,3766,2622,0.391698,-14502.635,-2.4011
0.15,0.75,0.9,0.65,1.0,6034,8515,8515,2902,1727,3886,0.626917,-14512.1533,-2.4027
0.15,0.3,0.75,0.2,0.8,6034,11028,11028,7821,1782,1425,0.814433,-14525.7117,-2.4049
0.15,0.45,0.9,0.2,0.4,6034,9724,9724,5935,3226,563,0.647855,-14531.8717,-2.4059
0.3,0.6,0.9,1.0,0.65,6034,8813,8813,1515,3254,4044,0.317677,-14533.545,-2.4062
0.15,0.3,0.9,0.2,0.8,6034,10566,10566,7489,1727,1350,0.812609,-14533.2017,-2.4062
0.15,0.3,0.9,0.4,0.65,6034,10566,10566,5112,3072,2382,0.624633,-14546.0333,-2.4083
0.15,0.45,0.75,0.2,0.5,6034,10186,10186,6601,2770,815,0.704407,-14575.6783,-2.4132
0.45,0.6,0.9,0.5,0.3,6034,7971,7971,2259,4451,1261,0.336662,-14600.19,-2.4173
0.45,0.75,0.9,0.65,0.3,6034,7410,7410,1550,4371,1489,0.26178,-14644.1617,-2.4245
0.3,0.6,0.9,0.3,0.5,6034,8813,8813,4639,2918,1256,0.613868,-14648.24,-2.4252
0.15,0.45,0.9,0.2,0.5,6034,9724,9724,6284,2676,764,0.701339,-14654.26,-2.4262
0.3,0.45,0.75,0.4,0.3,6034,9923,9923,3558,5278,1087,0.402671,-14659.1117,-2.427
0.15,0.3,0.45,0.3,0.4,6034,12237,12237,6211,4882,1144,0.559903,-14679.5933,-2.4304
0.3,0.6,0.75,0.5,0.4,6034,9275,9275,3081,4379,1815,0.413003,-14709.1317,-2.4353
0.15,0.6,0.75,0.3,0.4,6034,9538,9538,4747,3746,1045,0.558931,-14710.1483,-2.4355
0.3,0.45,0.9,0.4,0.4,6034,9461,9461,3824,4226,1411,0.475031,-14738.725,-2.4402
0.15,0.3,0.45,0.5,0.5,6034,12237,12237,4595,4905,2737,0.483684,-14772.61,-2.4458
0.6,0.75,0.9,0.2,1.0,6034,6762,6762,4725,825,1212,0.851351,-14789.7833,-2.4486
0.3,0.45,0.6,0.5,0.3,6034,10484,10484,3084,5896,1504,0.34343,-14843.5433,-2.4575
