pair,date,regime,leg_tag,side,size,entry,exit,reason,pips,weighted_pips,open_bar,close_bar
EURUSD,2018-04-17,ABOVE,SELL1,SELL,130.0,1.23837,1.23242,TP,59.5,7735.0,122859,122939
EURUSD,2018-04-18,BELOW,SELL1,SELL,100.0,1.23724,1.23162,TP,56.2,5620.0,122883,122939
EURUSD,2018-04-18,BELOW,BUY1,BUY,130.0,1.23724,1.20362,SL,-336.2,-43706.0,122883,123203
EURUSD,2018-04-18,BELOW,BUY2,BUY,130.0,1.23136,1.20362,SL,-277.4,-36062.0,122939,123203
EURUSD,2018-04-19,ABOVE,BUY1,BUY,100.0,1.23786,1.23418,SL,-36.8,-3680.0,122907,122922
EURUSD,2018-04-19,ABOVE,SELL1,SELL,130.0,1.23786,1.23418,TP,36.8,4784.0,122907,122922
EURUSD,2018-04-20,BELOW,SELL1,SELL,100.0,1.2343,1.2309,TP,34.0,3400.0,122931,122940
EURUSD,2018-04-20,BELOW,BUY1,BUY,130.0,1.2343,1.2029,SL,-314.0,-40820.0,122931,123204
EURUSD,2018-04-20,BELOW,BUY2,BUY,130.0,1.23001,1.2029,SL,-271.1,-35243.0,122940,123204
EURUSD,2018-04-21,BELOW,SELL1,SELL,100.0,1.22846,1.22299,TP,54.7,5470.0,122955,123012
EURUSD,2018-04-21,BELOW,BUY1,BUY,130.0,1.22846,1.19499,SL,-334.7,-43511.0,122955,123238
EURUSD,2018-04-21,BELOW,BUY2,BUY,130.0,1.22529,1.19499,SL,-303.0,-39390.0,123012,123238
EURUSD,2018-04-23,BELOW,SELL1,SELL,100.0,1.22738,1.2288,SL,-14.2,-1420.0,123003,123010
EURUSD,2018-04-23,BELOW,BUY1,BUY,130.0,1.22738,1.2288,TP,14.2,1846.0,123003,123010
EURUSD,2018-04-24,BELOW,SELL1,SELL,100.0,1.22094,1.21777,TP,31.7,3170.0,123027,123062
EURUSD,2018-04-24,BELOW,BUY1,BUY,130.0,1.22094,1.18977,SL,-311.7,-40521.0,123027,123351
EURUSD,2018-04-24,BELOW,BUY2,BUY,130.0,1.21894,1.18977,SL,-291.7,-37921.0,123062,123351
EURUSD,2018-04-25,ABOVE,BUY1,BUY,100.0,1.22372,1.21817,SL,-55.5,-5550.0,123051,123062
EURUSD,2018-04-25,ABOVE,SELL1,SELL,130.0,1.22372,1.21817,TP,55.5,7215.0,123051,123062
EURUSD,2018-04-26,BELOW,SELL1,SELL,100.0,1.21707,1.21399,TP,30.8,3080.0,123075,123089
EURUSD,2018-04-26,BELOW,BUY1,BUY,130.0,1.21707,1.1859899999999999,SL,-310.8,-40404.0,123075,123376
EURUSD,2018-04-26,BELOW,BUY2,BUY,130.0,1.21372,1.1859899999999999,SL,-277.3,-36049.0,123089,123376
EURUSD,2018-04-27,BELOW,SELL1,SELL,100.0,1.21081,1.20762,TP,31.9,3190.0,123099,123106
EURUSD,2018-04-27,BELOW,BUY1,BUY,130.0,1.21081,1.21162,TP,8.1,1053.0,123099,123113
EURUSD,2018-04-27,BELOW,BUY2,BUY,130.0,1.21099,1.21162,TP,6.3,819.0,123106,123113
EURUSD,2018-04-28,ABOVE,BUY1,BUY,100.0,1.21291,1.20556,SL,-73.5,-7350.0,123123,123202
EURUSD,2018-04-28,ABOVE,SELL1,SELL,130.0,1.21291,1.20556,TP,73.5,9555.0,123123,123202
EURUSD,2018-04-30,BELOW,SELL1,SELL,100.0,1.21226,1.21291,SL,-6.5,-650.0,123171,123171
