side,bucket,bin,trades,wins,losses,avg_win_pips,avg_loss_pips,expectancy_pips,avg_r,sum_win_pips,sum_loss_pips,indicator,win_rate,rr_ratio,profit_factor
BUY,05-10%,Q4,45,39,6,6.351282051282172,54.00722222222186,-1.6965185185183662,-0.02792351138738674,247.7000000000047,324.0433333333312,atr14,0.8666666666666667,0.11760060580691868,0.7644039377449714
BUY,10-15%,Q5,56,47,9,22.032624113475297,70.53203703703663,7.156160714285881,0.06101005890411464,1035.533333333339,634.7883333333297,atr14,0.8392857142857143,0.3123775384780945,1.6313049231633825
BUY,15-20%,Q4,72,49,23,21.89659863945539,53.52818840579749,-2.1974305555559495,-0.030708523323339714,1072.933333333314,1231.1483333333424,atr14,0.6805555555555556,0.40906668601330487,0.8714898962892147
BUY,20-25%,Q4,61,41,20,29.750406504065236,45.07158333333328,5.218606557377195,0.11269424580689441,1219.7666666666746,901.4316666666656,atr14,0.6721311475409836,0.6600701440648732,1.35314379533299
BUY,25-30%,Q2,34,22,12,26.248484848485205,30.211805555555042,6.321323529412178,0.20090395992856458,577.4666666666745,362.5416666666605,atr14,0.6470588235294118,0.8688154966514041,1.5928284105275745
SELL,00-05%,Q3,47,38,9,2.0017543859652713,0.5629629629632973,1.5106382978725665,0.02403632829210171,76.0666666666803,5.066666666669676,atr14,0.8085106382978723,3.555747922436199,15.013157894730618
SELL,05-10%,Q5,65,58,7,9.718390804597753,60.691666666667025,2.1357692307692386,0.01232553980186724,563.6666666666697,424.8416666666692,atr14,0.8923076923076924,0.1601272685090929,1.3267687962181982
SELL,10-15%,Q5,65,56,9,20.17619047619014,58.990555555555225,9.214641025640784,0.09878161138449382,1129.866666666648,530.914999999997,atr14,0.8615384615384616,0.3420240797222009,2.1281498293825836
SELL,15-20%,Q5,60,48,12,26.2638888888892,76.54708333333278,5.701694444444802,0.14196157706623713,1260.6666666666815,918.5649999999933,atr14,0.8,0.3431076370933714,1.3724305483734855
SELL,20-25%,Q5,109,69,40,45.49758454106294,64.23083333333318,5.2302752293579395,0.06225363803359843,3139.333333333343,2569.233333333327,atr14,0.6330275229357798,0.7083449206543542,1.221894988128761
SELL,25-30%,Q5,69,40,29,50.48000000000007,56.603965517241356,5.473695652173966,0.1381247816376664,2019.2000000000028,1641.5149999999994,atr14,0.5797101449275363,0.8918103093788375,1.2300831853501208
SELL,30-35%,Q5,50,24,26,46.31249999999978,36.18397435897465,3.414333333333076,0.07686735845744411,1111.4999999999948,940.7833333333409,atr14,0.48,1.2799174446826063,1.181462256630098
BUY,00-05%,Q1,43,34,9,3.7627450980396238,5.555000000000733,1.8125193798451305,0.007628941052468261,127.9333333333472,49.9950000000066,bbz20,0.7906976744186046,0.6773618538324261,2.558922558922499
